ID,sc1,sc2,sc3,sc4,sc5,sc6,sc7,sc8,sc9,sc10,sc11,sc12,sc13,sc14,sc15,sc16,sc17,sc18,sc19,sc20,sc21,sc22,sc23,sc24,sc25
104,,,,49,,19,,,,,,,,31,,,,,32,,58,,22,45,
105,,,35,,73,,72,,,,81,57,,,,53,46,,,,,,,,
106,100,76,65,,,,,,,,85,74,,,,,86,,,,,,,94,
107,68,,,54,52,31,,,,,,,,,22,36,,,,,,,37,,
108,,,,,40,1,,,,,46,,,30,,,,,13,,,,,12,5
109,46,,,,,,32,,,,51,,11,,,15,,31,28,,,,,,
110,,,10,,,8,,,,,46,,13,37,,,,,20,9,,,,,
111,,,,,,,95,,83,67,,73,,92,,,,,84,,,86,,,
112,,,72,81,87,,,,91,69,,,62,,,,,,,,,100,,,
113,90,92,,,93,,,,,,,80,36,,,,,,83,,,,,,37
114,,,31,72,,,,,58,,,51,,,,,56,,,28,,,,58,
115,,,,,91,100,,,93,67,,89,,,67,,,,,,,,,95,
116,,,,,71,,,,,,64,53,40,,,34,,,,,84,,,64,
117,,12,,,,13,37,,31,0,,,,,,2,,,,,,,12,,
118,53,,,,,,53,,,,58,22,,,,,37,19,,,,,,,12
119,84,,,,83,74,65,38,,,,,,,,,,68,,,87,,,,
120,,,,,,45,,39,67,,,,19,,,,52,,,27,,,34,,
121,,,,,,37,52,,,,,46,26,,,,,,,,68,,,64,12
122,,,,,83,,82,58,,60,,,,,,,,77,,40,,97,,,
123,83,,,,,56,,38,,,,,47,76,,35,,,60,,,,,,
124,,,,88,,85,,,80,,99,68,,,,66,,,,,,,,,40
125,,,,,,,68,,,,,,,52,,,58,,57,,60,68,44,,
126,,,,29,,,,,,,65,18,,35,,,9,3,,,,,,15,
127,,,23,,,,,47,,37,,,20,,,,,54,,,,,,53,16
128,100,,,,,,,72,100,,,,63,,,,,,92,,,95,86,,
129,38,,,39,,39,49,12,,,,,,,,29,,,,,,,25,,
130,47,,,39,,,,23,,,,,,,,28,,,,22,52,,,,19
131,,17,,,30,12,,,,,69,,,,,12,,23,,,,,7,,
132,62,,,,,,,,,36,80,,,,,,,,,39,76,80,38,,
133,92,,,,91,,,56,,,,,,,78,60,,,,,93,,76,,
134,,,,,29,19,41,,,,,,,,,2,,,,5,,42,,,6
135,,,,,,60,,,76,49,,46,,,,,,,,33,83,65,,,
136,37,,,36,,0,,0,,,,,,,10,,,,,7,43,,,,
137,,,,63,,40,42,,,,,,,,,,,41,,26,,72,,51,
138,,51,32,68,56,43,,,,,,40,,,,,,,,,,,,63,
139,,44,29,49,39,,,,,,56,,,,,,,26,,,,,19,,
140,92,,70,91,,,,,100,,100,87,,,,,95,,,,,,,,
141,,,,,,,20,,,15,,8,,,,4,,,,8,,38,,19,
142,,,17,,65,44,,,53,,,,,,,39,,,,,73,,41,,
143,,79,,,,79,88,49,80,,,,,80,,,,,,,77,,,,
144,,,,55,65,39,,,,,,,,,,,44,47,,,,,40,,13
145,,16,16,,,9,34,,,,,,,19,,,,,14,,,,14,,
146,41,,0,,,,,,,,25,,,,,,,6,,,49,45,,,0
147,,,55,,,85,,,,63,100,94,,,,,,,93,,,,,,39
148,68,21,16,,,,46,,43,,,42,,,,,,,,,48,,,,
149,,,,,,0,,2,,,,,,4,,0,,,,6,42,,,,0
150,,,,,,13,47,,46,,,13,,,,,,,,,48,47,,28,
151,42,,,,32,,,5,,,35,,,28,8,,,,,,,,5,,
152,,,,,,,100,71,,83,93,,,,,87,,,,,100,,,,60
153,67,,23,,,,,25,,,,43,,,,,,,57,15,,,,69,
154,97,,,83,86,,,,99,,,,,,,,,90,94,,92,,,,
155,,,6,21,,,,,,,,0,,,,0,8,,19,,,21,,,
156,,,,,36,,,,,1,35,,,17,11,,0,,,,,,,24,
157,34,,,,,,,5,,,,1,,,8,,,,5,,53,46,,,
158,,22,,,,31,,,42,,,,,36,30,18,,,,,,55,,,
159,,,,51,69,,,,54,,,,,,37,,28,,,,,66,23,,
160,,,1,20,27,0,,,,,,,,,,,,,,0,46,,,,2
161,,73,,90,,,,,,67,,74,,,79,52,,,83,,,,,,
162,,,,,,60,71,,,,,,35,,53,,60,,,,,,55,,34
163,,,57,,,,,,82,,97,83,,,,,78,,,,,,62,,43
164,,77,,,,79,,,,,,,,98,88,76,,,,,,,57,,52
165,59,,,,,,,,,,,32,,,22,13,,,,,53,53,21,,
166,,,,,,59,,,60,,78,,36,,,,,,60,34,68,,,,
167,,,,,,,,,,,96,88,,88,68,,94,98,,,99,,,,
168,,,,,68,42,,,53,,,,22,,54,,,39,,,73,,,,
169,60,,,,75,58,,,,,,,18,,,,54,,,,76,,,,16
170,82,75,,,,62,,39,,,74,,,,,,,,80,,,,,,45
171,,,,,60,,,,73,,,,42,,,49,55,,63,26,,,,,
172,,,,,,57,,,,,,,,63,64,,,57,,,82,,47,70,
173,,52,38,,53,,,,,,,,,,33,,53,,,29,,,,,27
174,,,,,,,,,,,,19,,,18,16,5,,29,4,55,,,,
175,24,,,25,,,26,,,,,0,,,,5,,,,,36,,,,6
176,,20,,37,,,,,,,,36,10,,17,,,,,,,64,,,17
177,,,,55,,,,,42,28,,,,,32,,27,,35,,61,,,,
178,,17,,,24,,33,,,8,,,,,,,4,5,,,,,,43,
179,40,0,,,,12,,4,,,,,0,,3,,,,,,,36,,,
180,,10,,29,,16,,24,,13,,,,,,,,,,18,,,8,,
181,42,,,,,0,,,,,,,,7,0,,,,1,0,,,,19,
182,34,,,,,,,3,34,4,,,,,,7,,,,,,45,,36,
183,74,,57,,74,,,,,31,84,70,,,,,,,,29,,,,,
184,,,,,61,52,56,,,,86,,28,66,,29,,,,,,,,,
185,94,,,,88,,,,,65,,,45,,,64,,,87,60,,,,,
186,,,,,,,,,99,,,82,,100,,67,,,90,,90,,,100,
187,64,,32,,,,,,,,,,,55,35,,,,,,65,73,26,,
188,,,,89,,84,,72,,,,,,,,80,87,,,46,,,,94,
189,,92,,,,,,,,,,,,,,,,91,100,44,,100,66,,47
190,51,11,,32,,,,12,,,,,,,4,,,,,,,,13,37,
191,,40,,,45,,,30,58,,,32,,,,,,39,,,,,24,,
192,,,26,58,,,51,,,,,50,34,,46,,,,,36,,,,,
193,,,,,100,,100,,,,,,70,,,79,,,90,49,,,,91,
194,49,,,,,,,,,21,53,,,33,,,,,,,46,42,,16,
195,,,58,80,,93,,,97,,,,57,,,,74,,,,,,,85,
196,41,,13,,,,,,,,,17,,36,26,,,21,,9,,,,,
197,,,6,40,,,,,44,,,,,,27,15,,,,,,,,28,19
198,,,,81,83,,,59,,,89,,,,,,,,,,,91,,94,31
199,,,,42,,,,,25,,72,22,,,,,16,,,,,39,15,,
200,66,,,79,,,84,38,77,,,,,,,52,,,,,,,,71,
201,,0,,,,,,6,25,,,,,,11,,,,,1,,48,,,13
202,,,,52,60,53,,,55,,,,,36,,,,,,11,,64,,,
203,,,,,,,27,18,,,51,,5,37,,,,13,,,,,,,15
204,,,,,41,,,,,,,,,53,18,25,,25,,,,72,26,,
205,,,,,,,100,,,68,,,63,,,,,96,100,63,,,,93,
206,95,,,,99,,,67,100,,,,41,,,77,,,,59,,,,,
207,,,32,,,,63,,64,,74,,20,68,,,,41,,,,,,,
208,,,38,40,,,,,,,,,,46,,,,,45,20,,,,61,22
209,,,,,,34,,,65,,,,10,,41,25,,,,,,61,33,,
210,,,65,,,77,,,,,85,,,,82,65,78,,,38,,,,,
211,,,,,67,,,30,63,,66,,,,,,,38,50,,,,,,27
212,50,39,,,64,,,33,51,,,29,,,,,,,26,,,,,,
213,,,,,,,100,,,,95,,,100,,61,,,,57,,92,,93,
214,61,30,19,,,,,,,,65,43,,,,,,,,21,71,,,,
215,,,,,43,,49,7,,,,,7,,,,,,29,,54,,21,,
216,67,,,68,,,57,,,,,,,,58,,,55,,25,79,,,,
217,,23,12,,39,,,27,,,,,,49,14,21,,,,,,,,,
218,,,,,,31,43,,,,,21,23,,,,36,,,7,56,,,,
219,56,,,27,,33,,,,,,15,7,,,,,,21,,,,,30,
220,65,,,,,39,,,,,,36,,47,,,37,,61,,,,,,23
221,84,,,,,67,,,,,91,50,44,,,,,57,,,88,,,,
222,,68,,59,,,,,,,,60,,,53,,,,55,,61,,,,24
223,,,,,,,41,26,,,,,22,,17,,29,,,21,,,,,17
224,96,100,,81,95,85,85,,,49,,,,,,,,,,,,,,,
225,23,,0,,,,,,,13,49,,,,,,,0,0,,,,,,7
226,,,,45,,,55,,41,,,32,16,49,,,,,,,63,,,,
227,52,,,54,,37,,,,,,31,,,,,,26,53,22,,,,,
228,51,36,,,,,56,,61,,70,,,,43,,,,,,61,,,,
229,,,,,,,,,39,,,,11,,,19,,,20,,59,66,3,,
230,45,2,,,,,,,31,,,,,14,0,0,,,,3,,,,,
231,88,91,,,94,,,50,,78,,,,,85,,,,,61,,,,,
232,,,,,,,,5,,,,1,,11,,,0,,13,,,,0,24,
233,,,,74,,,,,76,31,,50,,,,43,,,,,79,,,71,
234,,,13,,,27,30,7,,15,57,,,,,,,,34,,,,,,
235,,,,67,65,,,,,,,,,66,39,,,56,,,,,32,,12
236,85,,,80,,,83,,,,,,43,,,,,,77,,,,62,79,
237,,70,,,,,,54,,,,70,35,,,,74,,70,,71,,,,
238,,31,,,,,56,,,,,,,60,,,43,,42,28,,,,45,
239,,,70,,,,,,,,,82,,,,,100,,97,,,89,74,94,
240,56,,,,,48,,,62,24,,,35,,22,,,,36,,,,,,
241,47,,,,,,,27,,,,,,39,30,,,34,,,,,42,68,
242,,,,40,,37,59,,,,,,27,44,30,,,,,22,,,,,
243,80,75,,,73,,80,,,,,,39,,,58,,,,,89,,,,
244,,,60,,,,79,,75,,,,,,65,64,,80,,,,,,,36
245,,,52,,,,100,64,100,,98,,,,,,,94,96,,,,,,
246,,,,92,,,,76,98,,,,,87,,,81,,,60,,,69,,
247,,51,27,,64,,,50,,,,49,,,,43,,,,,,71,,,
248,,71,,,92,,,,84,,,,,79,61,,,87,,,,,,76,
249,,20,,,,29,,,,,,,22,,,,30,32,42,11,,,,,
250,,77,,,88,,,,,,,,45,,,,72,71,,,91,,,91,
251,,,11,46,43,38,,,,,,21,,,,24,,,,,50,,,,
252,,,,,,,,63,98,57,,87,,,,,,92,87,,,86,,,
253,,43,,,61,,,,,,,,18,51,,33,,40,,16,,,,,
254,,38,,,,,,27,,23,63,,26,,,26,41,,,,,,,,
255,,,,,,,80,36,,,,,,77,48,,,,,27,75,,,76,
256,,,58,79,,,,,,,,,,,75,66,,,,56,,,64,95,
257,22,10,,,32,,,,,0,,,,,,,11,,,,,58,9,,
258,,,,,,25,,,,,,,24,,17,,,38,,,58,,,33,22
259,57,51,,,,54,,,,,66,,29,,,47,,,,,,,,68,
260,,,,,,56,,,,41,72,,,,41,,,47,,,,,51,70,
261,,,,65,,78,,41,,,78,,,,68,,,,,35,,,47,,
262,,69,,,,,,,,,73,51,,,,54,,62,62,,,,,82,
263,29,,,,,6,,,,0,,3,4,13,,,,,,9,,,,,
264,,,,,79,,,,,46,,65,45,74,,,,,,,82,,,,28
265,,42,,,,,52,,69,,,,,,,,,,70,,,61,35,62,
266,,58,53,,,,,,,,88,,,,,,65,,82,,90,,,,47
267,71,,,75,,56,,,,,92,,,,,,,63,,51,,,,,37
268,,12,,,,,,,33,,48,,,22,18,,,,,,47,,,,0
269,92,,,79,,71,84,,,,,,,78,,,,,,,,,,76,41
270,,,,,,,19,,27,17,,,,,,,,21,6,1,,,0,,
271,,,,,87,,,,100,70,,,,,,,86,,100,,,100,66,,
272,60,,,,,64,,,71,,,,,,,41,60,,,,,79,47,,
273,,15,,,,,,,,,52,20,,,,,7,6,,7,42,,,,
274,,,,,29,4,,10,21,,,,10,,,,,,,10,,,,,0
275,36,,,,,,,11,,,,,,22,0,,3,7,,0,,,,,
276,71,,41,70,61,,,,,,,,,,,,,64,63,30,,,,,
277,,,,,,,34,,56,,,,,32,,12,28,15,25,,,,,,
278,,,,52,,,66,,,,,,,,33,,51,,,,,55,25,,33
279,,,,61,72,,,46,,41,,59,,,,28,,,,,,72,,,
280,,,,,,,,,,36,,45,,54,,47,66,,,,,72,43,,
281,56,,,,,,57,,53,,56,33,,,30,,26,,,,,,,,
282,41,13,,31,45,,,,,,,18,,23,,16,,,,,,,,,
283,37,,,,48,,,,,,60,,,16,,8,,,,0,,,,31,
284,,11,,41,32,,,,41,,,,,,17,,23,,,,,,0,,
285,77,,,86,,,,,82,,87,,59,,,50,,,,,,,52,,
286,70,56,,62,,,,,,,,,40,,,44,,,,,,,44,60,
287,,,,,,,,,,,,,,81,,,80,,81,40,91,,61,94,
288,,,0,,,,32,12,31,,,12,,,,9,,2,,,,,,,
289,,,,,,68,,37,,,83,,,,53,,62,,,31,,,,67,
290,90,,48,,100,97,,,100,,,,,96,,,,,,,,,72,,
291,,,45,,,,,,,50,84,75,,,,45,,,,38,,,54,,
292,42,,,,,,26,,33,,,,16,33,13,,,,21,,,,,,
293,,39,,,62,,,27,,,,48,,,39,,,,,16,,,33,,
294,,,,100,,92,,,,,,,,,,84,93,,100,,100,,74,,
295,,,29,38,,24,45,,,,,,,40,,,,14,24,,,,,,
296,81,,53,,80,,75,,,,,,,,,,,,69,,70,,,80,
297,,,,56,,,,,,,,,,52,38,44,,,,,,76,,71,31
298,91,,51,87,,,,,,,,,,85,,,74,,96,,,,,85,
299,,,5,,,,41,,25,,,,,,,,,19,13,,49,,,36,
300,,,9,,,,42,,,21,,26,,31,,6,,,39,,,,,,
301,82,,46,,,83,,53,,44,,64,,,,,66,,,,,,,,
302,,,,,,,,,,38,65,,,40,,,,,44,,66,77,,,18
303,,,63,,,80,,,,46,,,43,75,,,,63,65,,,,,,
304,,,,,,,,,,70,,,,99,75,61,,85,,,,,81,,40
305,89,,74,,,100,88,,,70,,,,89,,83,,,,,,,,,
306,70,,,,,,,,,34,,,,,,,61,62,61,,86,,,83,
307,,,,,,,97,77,,,,82,,,,68,,,98,,,,73,96,
308,,,23,,,,,,,29,,37,,54,39,,,,43,,,62,,,
309,,,,,,,40,19,,,54,,,,,,9,,,,41,,17,37,
310,,58,,57,61,,68,,62,,,,,,,,,58,,,,,54,,
311,58,37,,,47,,,,51,,69,41,,,,,,,,,,58,,,
312,,10,0,14,39,,,,,,,,,,,,,,8,,,29,,,2
313,,,,,,,,57,,64,,,,,73,,,85,95,,,85,,100,
314,,,,,,,,32,,54,,53,,,,45,,59,63,,75,,,,
315,,,61,,,,,53,93,,,,38,,,,,76,,,95,,65,,
316,,,,,,,,,,,81,65,,74,60,,76,,,,,,63,87,
317,,,,,,,,5,,18,,10,12,,,,12,,,,,33,,,6
318,82,,,,,90,,60,,,,,51,,62,,,77,,,,,70,,
319,,,,15,,,,,,7,,,1,,,,,,8,,34,41,,29,
320,,,29,,,,59,,,,,,26,,,47,45,,,,,,47,,26
321,,,,13,,,,,,4,43,,,,3,,,,9,,43,,,26,
322,49,14,8,,31,28,,,,,,,,,,26,,,,20,,,,,
323,85,59,38,,,,,,,60,88,,,,,,,,73,47,,,,,
324,88,,,85,,,,,83,,89,,,64,56,,,,73,,,,,,
325,91,57,54,70,,,,,,47,,,,,,,,,,,83,,63,,
326,,,,,,,,44,66,,,,,,61,,,57,68,40,,84,,,
327,57,29,,,65,,,34,,,,,,,,,,,52,23,,75,,,
328,,,14,,,29,,,,,,18,,42,30,16,,,44,,,,,,
329,,,,,,,88,52,,47,,,,,,,,79,87,,,87,,90,
330,63,,,41,,12,,,,21,,,12,,,,,,,5,,,13,,
331,68,,,82,,,,43,,41,,54,26,,62,,,,,,,,,,
332,32,,,30,29,,,,,,35,0,,0,,0,,,,,,,,,
333,,63,,,,,,,,,,,,91,,,,,81,54,87,92,,88,
334,,25,,,,26,,,,33,,,32,,29,,,,45,,50,,,,
335,45,,,46,48,,,,56,31,,,29,,,,,,41,,,,,,
336,69,,,,,53,,,65,47,,,43,,,36,,,,,,87,,,
337,,,,26,34,16,,,,,,,,,6,,,,,14,,,,25,0
338,,,,,76,,,,,,,49,22,,,,,51,,30,,,53,75,
339,,,,,,,66,,,,86,54,40,,,,71,,,,68,,,68,
340,,,76,,,,87,,92,,,,57,95,93,,,,,,100,,,,
341,,76,57,,,,71,,87,,,,,,,,67,81,,,,,,72,
342,,45,,59,65,,63,,,,,,29,,,,,,,,84,,50,,
343,,,,64,,70,65,,,,,,,58,,,68,59,,,,,,,44
344,,52,,,63,,,,69,,,50,,72,,,,55,,28,,,,,
345,54,28,,,,,,,47,,52,,9,,,27,,25,,,,,,,
346,,,,,,,28,,40,,,0,,,,0,,17,,,45,50,,,
347,,,,,,59,63,,,,,,,71,47,,,,,,71,78,,57,
348,99,91,,93,,,,,,,95,,,,,80,,87,,,,,,,38
349,100,95,,95,94,,,57,,,97,,,,,,,100,,,,,,,
350,,,,,,100,,,,69,,74,,100,,,89,,,,99,,63,,
351,,37,,,,,,43,,,,,,,26,,32,,,24,,,33,,20
352,,,,85,,,,72,85,,,83,,91,,42,,,,,,87,,,
353,64,34,,,59,,57,,,22,,,,,,,,,,,,,32,47,
354,86,100,,,,,,,,,100,,51,,,,,95,,39,,,,90,
355,,19,,20,37,,,0,23,,,,,,,,,20,,,,,,,7
356,,,,21,,8,,,,,42,,3,,,5,4,,23,,,,,,
357,,21,,,,,,,37,,,,,33,,14,19,,,10,,,21,,
358,52,,,,,,36,,,,,,,52,,28,,,57,,,,33,,10
359,,0,,,38,,,,,,,,0,,0,,0,,15,10,,,,,
360,,6,,,33,,,,,,52,0,8,,,,,,,0,,,,,3
361,,,,,,,,11,30,3,,10,,,,,6,0,37,,,,,,
362,,,,,,,,11,45,,,,,,28,,40,22,,,,,13,,6
363,47,23,16,,,24,35,,,18,,,14,,,,,,,,,,,,
364,,,37,71,,,88,,,,,,53,,68,,,82,,,,,,77,
365,88,,,77,78,,,,77,,,53,,,56,,,,74,,,,,,
366,58,,37,47,,,,39,,28,,27,,,,,,,,14,,,,,
367,,,50,,,,98,,,,86,,,100,,76,,,,42,,98,,,
368,66,,,,,,67,57,,,89,,,,,,,,,23,,75,,58,
369,73,,29,,56,,57,,58,29,,,,,,47,,,,,,,,,
370,,,,,76,,,,,,,54,54,,,,,66,,45,86,,,82,
371,,56,,74,,72,,48,,,,54,,,62,,,,,,,84,,,
372,,,41,,56,,54,,71,,,,,,43,47,,,,,,,,,26
373,,,,82,,,63,,,,,,48,59,,,55,,,,84,,49,,
374,,,,,,,,,,11,46,,26,,10,,,23,,,,61,,,17
375,,,,97,87,,88,,,54,,,,,74,,,,90,,,88,,,
376,,,,,,,12,4,22,,,0,,,4,,,,,,40,,,,6
377,,64,,,,69,,,66,60,,,,,67,53,,,,,,,,,18
378,63,,,,,,,,53,,,,,,42,27,,,,,61,,31,,22
379,,,,58,,,,,68,,,52,,79,,,,,,,,74,46,68,
380,,,8,,,,,,,,,,7,23,5,,,,14,10,,21,,,
381,,,53,,,,91,,,,84,,45,,78,,,,,,96,,,,42
382,,5,4,,,,,,,9,47,,,,2,,,,,0,,,,,0
383,,,,,,,,,52,,58,,,30,19,12,,24,,19,,,,,
384,,,,72,,,,45,67,,,,,,,,55,72,68,,,,,,38
385,,93,73,,,90,,,,,,,40,,,77,100,,,,,,72,,
386,,,,,58,26,,,40,,,,22,40,,,14,,,,,40,,,
387,,,,,,37,,21,58,,,,,,,29,,27,,19,,51,,,
388,,16,,,,,,,,2,59,,5,33,,,,12,,,,,,42,
389,,,,91,100,,,63,89,,,,39,,,,,,,,100,,,,26
390,72,,,66,,,,,,,,40,37,46,,,,,,,,,42,,30
391,76,,,,,69,,58,,,,69,,,,,,82,86,,92,,,,
392,,,,19,,,24,,32,,,,,19,,,,9,,,42,,13,,
393,,0,,,44,11,,0,,,,,0,,,,,,,,,,11,,8
394,73,,,,,,,51,78,,81,,,,,57,77,,88,,,,,,
395,,,,,,,,,,52,,65,,,62,59,,72,,,,,61,81,
396,,37,,,45,,,,63,,,,,,,26,44,,,21,,,,,15
397,,83,,,,100,,,,,,98,,,98,,96,,,,,100,,,51
398,63,,,,,46,,,66,,62,,,54,,,,,,,74,78,,,
399,,85,,82,,92,,,,62,97,,58,,71,,,,,,,,,,
400,,22,,,,,,,42,,65,29,,,,,,27,35,16,,,,,
401,,,74,,96,,100,,100,59,,,,,,,,100,,,91,,,,
402,34,,15,,48,,,15,,,61,,,,27,,,,,,,,,,0
403,,,36,,68,52,,,68,33,,,,,,52,,51,,,,,,,
404,,99,58,,,,87,,,,,,,,,,81,,,,98,96,69,,
405,38,,,,,15,,,,16,,,,,18,,27,,,,,,26,,15
