ID,sc1,sc2,sc3,sc4,sc5,sc6,sc7,sc8,sc9,sc10,sc11,sc12,sc13,sc14,sc15,sc16,sc17,sc18,sc19,sc20,sc21,sc22,sc23,sc24,sc25
95,,0,,,41,,31,0,30,,,,,,,,,,,,37,51,4,,
96,,5,11,,,0,,,,,48,,,,3,,,,12,5,,,11,,
97,,,56,89,78,,,,,,,,,,,,,70,87,52,,89,,70,
98,,,,,,,67,36,64,,,,27,66,,42,,49,,,,,,,29
99,54,,,46,,,,,,,46,,,44,12,,,,,5,,,,38,9
100,62,38,,,,,,,,,,,,,,26,31,,35,26,,77,,,13
101,,53,,81,,53,65,,,,,,,,55,,65,,73,,83,,,,
102,17,,10,,39,,,0,,,,9,0,21,,,,,,,,,8,,
103,58,,,,,33,,,,,72,,32,,,,,,56,,,68,,54,35
104,42,,,,,,,,46,,48,,,31,21,,26,33,,6,,,,,
105,,,35,,,66,72,,59,43,,57,,,,,,49,,,,,61,,
106,,,,,,,,,97,,85,,,94,72,,,,,53,83,100,,94,
107,,,23,,52,,60,,48,14,,,11,,,,,,,9,,46,,,
108,32,,,,,1,,0,,,46,,0,,,2,,0,,,,,,,5
109,,,,,,,,8,,,51,,,25,,15,15,,,,52,,18,,14
110,,8,,,,,,,,15,,8,,37,20,,,,20,,,45,12,,
111,79,69,,,81,,,55,,,,,59,,,,,,84,,89,,,93,
112,91,,,,,,,61,91,,,,62,96,,65,,,,,86,100,,,
113,,,60,86,,,,,,,99,,36,,,,70,87,,,,88,,93,
114,,,,,68,,64,,,,80,51,,48,,49,,,,28,,,49,,
115,,85,69,,,,,,93,,98,,,89,,72,100,,,68,,,,,
116,,,,,71,,,,,,,,,,,34,46,58,55,,84,74,,64,
117,,12,6,40,,,,,31,,,2,,,0,,,,,,,,12,20,
118,,,,,53,38,,,55,14,,22,,,30,,,19,,,,52,,,
119,,,,,83,,,,80,,,54,,,43,,,,59,,87,73,,70,
120,67,,,,,,,,,25,74,,,,,35,52,56,,,,68,34,,
121,,,,,,,,39,,,,46,,,47,45,,,,,68,,42,64,12
122,,,,,83,73,82,58,,,,,,90,,,,77,,40,,,63,,
123,,,,,,56,68,,,37,,71,47,,64,,,,60,,,,,78,
124,,87,,88,,,79,59,,71,,,,93,,,,,,,,,85,89,
125,,,32,67,72,51,,,,,63,,,,,21,58,,,,60,,,,
126,37,10,,29,,,,,,,65,18,,,,,9,,,,,,19,15,
127,,37,,48,51,,,,59,,,,,58,,,,,,26,58,,,,16
128,100,,,,,95,100,72,,,,77,,92,,,94,,92,,,,,,
129,38,,7,,,,49,,,,,,28,40,,,,,,,,61,,42,17
130,,17,,,,30,,,,28,62,,,30,,,,27,31,,,,27,,
131,,17,,,,,42,,,18,,,,,,,25,23,,,,44,7,,5
132,62,,48,,,,,37,,36,,,,,,,67,,,39,76,,,62,
133,,72,,,,89,86,56,,,96,,41,,,60,,,99,,,,,,
134,38,0,3,,29,,,,,,,,5,,10,,,,,,,42,,27,
135,,,46,,,,,,76,,,46,,,45,45,50,,59,,,,41,,
136,37,,13,,35,0,24,,,,,,,,10,,,19,,,,,15,,
137,,,,,,,,,,30,80,34,36,,24,,35,,,26,,,39,,
138,,,,,,43,63,,,,,40,,,46,,47,35,,,73,,,,29
139,,,,,,,,27,58,,,,,,,20,26,,38,21,,71,19,,
140,92,,,91,100,,,,,,,,67,,,85,,,,58,95,,74,,
141,,8,,,,7,20,,,,,,,34,15,,13,,,,47,,,,0
142,,35,17,,65,44,67,,,,73,,,,31,,,,,,,,,56,
143,,79,,,,,88,49,80,61,,77,,,,,,72,92,,,,,,
144,,,20,55,,,,25,,,75,,,,44,,,,52,25,,64,,,
145,,,,,,,,,40,,,10,12,19,,,,14,,,55,,,22,0
146,41,,,20,,,,0,,,,,,28,,,,6,,,49,45,,,0
147,100,,55,,,,92,,95,,,,,83,,,100,,,,95,84,,,
148,,21,,,63,,,,43,,,,24,,27,21,29,,,,,58,,,
149,30,,13,,,0,,2,22,,,,,,,,,,,,42,46,0,,
150,33,,,38,,,47,,46,,,,,,,,,13,,,48,47,,,6
151,,,,,32,,37,,,,,9,12,,,,1,,,3,,,5,,11
152,,,,,100,100,100,71,,,,,51,,,,,,100,,,100,77,,
153,,,23,,49,,64,,53,,,,22,,,,,,57,,,66,,69,
154,97,,,,,,100,,,53,84,,,,,,,,94,,,93,,85,48
155,,0,6,,33,,25,,,,,,,10,,,8,17,,,55,,,,
156,,8,,,,2,,,,,,,,17,11,0,0,,,0,,,,24,
157,34,,,26,23,15,,5,,,,1,1,,,,,0,,,,,,,
158,53,22,,,,31,,17,,,,34,,,,,,,,,74,,16,,8
159,,,,51,69,41,45,,54,,,,13,,,,,32,,,,,23,,
160,25,,,,,,,,,1,49,,,,0,0,,,,0,46,,,,2
161,95,73,49,,,,,,89,,,,,,,,,86,,53,81,,,,46
162,,,,,72,,,32,,36,,,,66,,,60,51,,,61,63,,,
163,87,75,,,89,,96,,,,97,,,,72,63,,,,,,,,,43
164,,77,62,,,79,,,,63,,,,,,76,79,,,,88,,,82,
165,59,31,,,,,,,,,70,32,,,22,13,,,44,26,,,,,
166,,,26,,68,,,,,,,,36,57,,,66,44,,,68,72,,,
167,100,,,,100,86,,,100,64,96,,,,,,,98,93,,,,,,
168,,,,,,42,,31,,,74,,22,,,29,,,,,73,,,63,29
169,,,22,62,,,,,,42,,41,18,58,,,,42,45,,,,,,
170,82,,,,,,69,,,,,,29,59,,39,,55,,,89,66,,,
171,69,,,,,,,,73,41,,,42,59,50,,,,,,,,,73,20
172,80,,,,86,,,45,,,,,33,63,,,56,57,,27,,,,,
173,,52,,,,,72,,,21,,30,,,,,53,45,57,,,70,,,
174,34,13,,22,48,20,,,,0,65,19,,,,,,,,,,,,,
175,,10,1,,,,,0,,,,,,,0,,20,,4,,,35,,26,
176,,20,,,,27,,,57,,,36,,,17,,,23,48,,,64,,,
177,,27,,55,,,,,42,,,,,57,,15,27,,,,,51,24,,
178,,,10,,24,,,5,38,8,,,0,33,,,,,,,,,1,,
179,,,,,,12,22,4,,,,,,10,,,,,,,32,36,0,9,
180,42,,,,,,43,24,,,56,,,37,,,37,,,,,51,8,,
181,,,0,19,,,,9,24,0,,0,,,0,,0,,,,,,,,
182,,,,36,,,40,3,,4,,,,,,,,,19,,,,12,36,11
183,,55,57,,,68,64,,,31,,70,,,,,,,,29,66,,,,
184,66,,,57,61,,,,,,,48,,66,,,47,,,26,74,,,,
185,94,,,,,,97,,,65,,,45,,,64,,,87,,,,,100,53
186,100,,,97,,91,94,71,,,,,,,,67,,,90,46,,,,,
187,,46,,,,42,,,67,,,52,,55,35,,,,,31,,73,,,
188,,100,,,,,,,,59,,,54,85,,80,87,,91,46,,,,,
189,,92,,,,,,,97,,,95,55,100,,,,,100,,,100,,96,
190,51,,,32,,,37,,,,,,,,4,18,,29,,,,38,,,13
191,,,22,,,34,45,30,58,,,32,,,,,40,,,17,,,,,
192,,42,,,,,,,51,,58,50,,,,40,,44,39,,,,44,,
193,92,81,,,,,,,,,,94,70,,,,,,90,,97,,86,91,
194,,,13,38,,4,,,37,,,5,,,,10,,,26,,46,,,,
195,,75,,80,,,,,97,56,,,,,67,,74,,,,79,,,,44
196,,,,,,,,,,11,,17,,,26,32,25,,44,9,53,,,,
197,62,34,,,,,,,,,,,12,,,,12,33,,21,64,,,,19
198,,,44,,,,90,,97,68,89,,,,,,,,84,,,91,75,,
199,,23,,,,,,,,,,,23,20,,,,,37,19,,39,15,29,
200,66,,,79,,68,,38,77,,83,,,,60,,,,,,,,63,,
201,,,,36,,18,,,,1,,,,35,,,,16,,,39,48,,,13
202,,45,,,60,,,,,,70,,,,31,,36,30,,,66,,,53,
203,,15,,,,,,,,15,51,21,5,37,,,,,37,7,,,,,
204,,,,,41,,50,29,,26,,,13,,,25,,,,,56,72,,,
205,,99,,,,100,,,,68,,,63,,,,100,,100,,,93,85,,
206,95,,,85,,,,,,47,,,,,,,,89,93,,,100,,88,49
207,61,,,,67,,63,,64,,,,,,54,,42,41,,,,,44,,
208,,36,,40,,,,,54,23,,29,,,,36,,,,20,,,26,,
209,56,,,,,,39,,65,26,73,,10,,41,,,,,,,61,,,
210,,,,,95,,,,87,61,,,63,,,65,,,,,87,84,49,,
211,63,35,18,,,,,,63,,,,,,26,,,38,50,,63,,,,
212,,,,,,,,,51,,,,14,50,,,40,33,26,22,,52,,,
213,99,,,,,,,,98,,,,,,93,61,,,,57,95,92,,93,
214,,,,,,42,,,,38,65,,,,,22,31,,,,71,53,46,,
215,,19,,31,,,,,,,44,,7,,,28,,,,23,54,,,44,
216,,,,68,73,63,,,63,48,,60,,,,,,,,25,,,,,24
217,,23,,,,,42,27,,22,,,13,,,,11,,,,,,16,,21
218,58,,,,46,,,13,,,,,23,,16,23,36,,,,,,,,14
219,56,,,,,33,,,,,60,,,,,,32,,,,,46,8,30,17
220,65,38,22,,,,,,,,,,,47,,,37,,61,17,,,,,23
221,,,,,,,77,,,48,91,,44,75,,,70,,,,,76,44,,
222,,,47,,,,,,,,,,27,,53,,69,66,55,,,,,76,24
223,,,16,,59,,,26,,,,,,,17,28,,,,21,,56,,42,
224,,,,,,,85,,,,100,84,,,,62,91,,,,,100,59,88,
225,,,,,37,,,,,,49,,0,15,13,,,,0,,,,5,21,
226,75,,,,,,,35,,,73,32,16,,,,,50,63,,,,23,,
227,,,,,51,,50,,58,,58,,10,,37,,,26,,,,,,,8
228,,,20,37,51,,,35,,,70,27,,,,,,,,,,63,,48,
229,52,,18,50,,,,,,6,,19,,,,19,,,,2,,,,42,
230,,2,,,,,,,31,,57,,,14,,,,7,12,,35,21,,,
231,,,,,94,,,,98,,,,,94,85,77,,99,,61,,,75,,
232,,,,28,,,40,5,,,,,11,,,3,,,,,53,46,,24,
233,,,51,74,67,,,,,31,77,50,,,,,,,,,79,85,,,
234,,,13,,54,,,,,,,,16,41,,,,,34,12,52,,23,,
235,,,38,67,65,,,,,44,76,,,,,,,,,30,,,32,56,
236,,,,,89,66,,,,,,55,,,,45,85,69,,,74,,,79,
237,,70,,74,82,,,,,47,,,,,52,,,79,70,,,,,72,
238,,31,,57,,,,33,,29,,,,,,43,,,,,,61,,45,32
239,100,100,,,,,100,73,,,,82,,97,,73,,,,,,,74,,
240,56,,20,52,,,,,,,74,,,,,,,50,36,,63,55,,,
241,47,,32,60,,37,52,,,38,,34,18,,,,,,,,,,,,
242,69,,,,,,,,,35,,,27,,30,,49,45,,22,,,,51,
243,,75,,,73,,80,44,,64,,,,,,,65,,82,,,,,,30
244,,,60,,,82,79,,,,,77,,83,,,,,66,,,,,78,36
245,,,,,95,,,,,,98,100,,100,,,,94,,50,,,62,92,
246,,96,,,,95,,,,62,,,,87,73,64,,,,60,,,,,43
247,,,27,,64,,,,68,35,66,,,,55,,,,,39,,,33,,
248,,,,,,89,,,,,90,66,,,,,79,87,78,,,,,76,44
249,50,20,20,,,29,,,,,49,,,59,,33,,,,,,55,,,
250,79,,69,,,,,,79,60,,,45,87,80,65,,,,,,,,,
251,,,,,,38,,22,34,,,,19,,,,,29,,28,50,,,,5
252,,,,80,,87,95,,,57,,,,94,,,82,,87,61,,,,,
253,71,,,,,,,,47,23,74,43,,,,,,40,,16,,,,,19
254,,,,,,30,53,27,,,,,,,42,,41,41,,,,,19,50,
255,,,,82,,,,36,,64,81,,44,,,37,70,,,,,,,76,
256,,,58,79,93,,,,,,,74,,,75,,,,,,84,,,95,38
257,,10,,,,,14,,45,,34,0,,29,0,,,,,,,58,,,
258,59,,,,,25,48,,,,,23,,,,,35,,39,,,58,,33,
259,,,,59,,54,56,,50,30,,,,54,40,,,,,,,,,,25
260,,,,,,56,,,,,,40,28,50,,,51,,,,81,62,,,23
261,,62,,,,,,,73,,78,,,,,50,,60,,35,86,,47,,
262,82,,,,,67,66,,75,,,,44,,,54,,,,,,78,59,,
263,,,,,,6,29,,,,37,,4,13,,,,,,,24,31,8,,
264,,,39,,,,,,80,46,81,,,,59,,,,,43,82,,,75,
265,60,42,,,60,,,,,,,35,,,44,,65,,,,,61,35,,
266,70,58,,,,,76,,67,,,,,,61,53,65,,,,,,,,47
267,71,,,,,,,,,36,92,59,,,,49,,,61,,,,,80,37
268,,,,,24,0,,7,33,,48,,,,,0,,,,16,,29,,,
269,,82,,,,,84,46,,,85,,59,78,,,83,,,,,,58,,
270,,,,,45,,,,,17,,,12,13,0,,27,,,1,,,,38,
271,,97,58,,,,,73,,70,,,,,,79,,,,,100,100,66,,
272,,,,,,64,58,,71,,65,50,32,72,,,,,,,,,,60,
273,,,6,,51,2,,13,49,,,,,,,6,,,,,42,,,33,
274,,2,,24,,,,,21,,,,,37,,0,,3,,,,43,,,0
275,,4,,,,,,11,,,51,11,,22,,9,,,,,33,,,18,
276,71,,,,,69,,40,,,,59,32,65,,,,,,,63,,,,29
277,,,,,47,,34,,,10,62,,,32,14,,,,,6,,,,,6
278,,51,,,,29,,,51,,71,50,,,33,,,,,17,72,,,,
279,67,,44,,,,,,63,,76,,38,,,,,,,42,,,43,59,
280,,,,54,,,,,66,36,,,,,,47,66,,,27,,,43,,25
281,56,,,,,21,,,,33,,33,22,49,30,25,,,,,,,,,
282,41,,,,,13,35,,,,,18,0,,,,16,,,,36,50,,,
283,,9,,,,,,12,,7,,,,16,,,14,,,,,37,7,,0
284,,,,,,,24,,,13,,,,,,,,,36,10,59,40,,43,5
285,,62,,86,,,,,82,,87,,59,,51,,,,,,,,52,,38
286,,,33,62,,,,,,,66,43,,,35,,,,,35,70,69,,,
287,,,68,,,,,59,,,85,,,81,,,,,81,,,,61,94,37
288,,,0,,,,,12,31,11,,,,26,,,12,2,,,,,13,,
289,,,,71,,68,,37,,41,,,,,53,,62,,,,73,,56,,
290,90,,,,,97,95,,100,,,,60,,,,,100,100,,,,72,,
291,,81,,,,87,71,,,50,84,,,,70,45,,,,,,,54,,
292,42,,,,33,,,13,33,18,,,,33,13,,,,,,,60,,,
293,,,,55,,47,,,46,39,,,38,,,,,39,45,16,,,,,
294,,83,,,,,95,,,,,,,,,84,,100,,,100,87,74,,55
295,,,,38,40,24,,,,,,,15,,27,15,13,14,,,,,,,
296,,72,53,63,80,,,,,,,,,71,,,64,,69,,,,,,28
297,67,,,,,40,66,25,,,75,,,,,,,,64,36,,,41,,
298,,74,51,,,,,,,,79,71,,,,,74,,96,,90,,,85,
299,,,,26,,,,23,25,,,,8,43,,11,,,,,49,,18,,
300,,,,,54,,42,,,21,55,26,11,31,7,,,,,,,,,,
301,,,,,,,,53,,,,64,,,,46,66,80,,44,,84,,,41
302,60,,,,59,38,,,,,,,,40,39,,,,,15,66,,17,,
303,70,,63,,76,,77,,,46,,,43,75,64,,,,,,,,,,
304,,,51,97,,,,,100,,,84,72,,75,,,,,,,,,100,40
305,,99,,,,100,,64,,,,,,89,,83,100,,,,,86,,95,
306,,,,,,57,,,71,,74,,,61,65,,,,61,,,,,83,31
307,97,82,,,,,97,,,,98,82,,,66,68,,,,,,100,,,
308,,33,23,,,48,61,31,63,,63,,,,,,,,43,,,,,,
309,53,,,43,,6,,,17,,,,0,,,,,9,31,,,,,,1
310,,,,57,,66,,,62,,79,,,,52,36,,,63,,,,,,40
311,,,,,47,,58,,51,,,,30,46,,,44,30,37,,,,,,
312,27,10,,14,,3,28,,,,,,,,,0,,,,,36,,,,2
313,97,95,,,,,,57,,,100,,,88,,,,85,95,49,,,,,
314,,,,62,,,73,,,54,91,,,65,,,70,,,24,,83,,,
315,91,69,,91,85,,89,53,,,95,,,,,,,,,,,86,,,
316,68,,39,83,,63,,,,,,,,,,,76,,,,77,82,,,34
317,53,23,,,34,,,,,,67,,,34,,13,,27,,,,,,,6
318,82,89,,82,,,,60,98,,,,,,,,,,,,98,,70,,56
319,40,,,,,,22,,19,,,0,,7,0,0,,,8,,,,,,
320,,,,,,45,,,70,40,,54,,,,47,,,50,,75,,,,26
321,,,,,,,33,,,,,0,0,39,3,,,,,,43,35,,,7
322,,,,,,,39,27,28,,,,,27,30,26,,,,,,,16,,15
323,,,,,,,,58,65,,88,55,,74,,,,,,47,80,,47,,
324,,,,,,75,,,,66,89,,,,,63,84,62,,,91,,,,48
325,91,,,,,75,,,,47,,,37,,,,,,71,,83,82,,81,
326,,44,,,,,,44,,,68,,26,66,,,,57,,,,84,40,,
327,,29,,,65,,69,,,,,42,30,50,,23,,,,23,,,,,
328,34,,14,,,29,,,49,,,18,24,,,,22,23,,,,,,,
329,,,,,92,86,,52,,,,,50,80,,66,80,,87,,,,,,
330,,,,,,12,,,,,,,,36,,,,21,39,5,,50,13,37,
331,,,,82,63,,,,,,,54,26,,,,,,,24,86,,49,,33
332,32,9,,,,0,28,0,,,,,,,,,,0,,,,,5,,0
333,,,,,,81,,,,,100,89,47,,,80,86,,,,,92,,,33
334,46,,,57,,,44,,,,71,,,,,,47,,,,,59,,49,23
335,,,,,,29,,38,,,,37,,46,37,,,,41,,,,,41,18
336,,,,,,,,40,,,,,43,,54,,,55,,27,,,46,80,21
337,,,,,,16,15,,,,,,0,,6,,,6,18,,,,10,,0
338,78,,37,72,,,,,68,,,49,22,,,,,,,30,,,,75,
339,,,,69,,,,42,,46,,,40,71,,,,,,33,,,48,68,
340,100,,,100,,87,87,,,,,,57,,93,,,96,,,,100,,,
341,,76,,,,,,,,55,76,,48,,,,67,81,,,74,,,72,
342,74,,38,,,,63,,,,80,,,,,,62,,,27,,67,,65,
343,,,,64,,70,65,,,,86,,40,,,,68,,,34,,69,,,
344,68,,29,,,,,,69,,,,,72,,32,48,55,,,,,,,35
345,,,,45,,,,,,,52,28,,51,,,11,,,12,57,,28,,
346,24,,0,,,,,,40,,,,,,,,,17,,13,45,,0,24,
347,,,,66,,,63,,,,,,37,,47,,50,,,32,,78,50,,
348,99,91,,,,,,,,,95,100,,93,,,,,,51,100,93,,,
349,100,,,95,94,,100,,100,,,100,,,,,,100,,,,,97,,
350,,,60,,,,,,,,,,,,,91,89,100,,61,,,63,100,36
351,,37,,,,46,,43,,,,40,,,26,,,49,,,,56,,65,
352,,79,,,,,94,,,69,,,,91,,42,82,76,,,,87,,,
353,,,,,59,,,,,22,69,,,,,32,,,41,21,,,32,,29
354,,100,66,100,,91,,,,,100,,,,,,,95,,,91,,60,,
355,,,10,,,12,,0,,12,,,,,8,,,,33,,50,,15,,
356,26,,,,,8,,0,,15,,,,,3,,4,,,,,,,24,13
357,45,,15,,,13,36,,,,,10,1,,,,19,,,,,,21,,
358,,,,56,,39,,23,,,,,,,,,33,30,,,,52,,48,10
359,32,,,32,38,,,8,,,31,0,0,,,,,,,10,,,,,
360,40,,,22,,0,,,,,,0,,,,4,,,,0,,,,7,3
361,26,,,,36,18,,,30,3,,,0,,,,6,,,,,51,,,
362,39,,22,37,,,,,,30,,,,30,28,,,,,,,,,51,6
363,,23,,53,,,35,,39,,,23,,43,19,,,,,,65,,,,
364,,78,,,,,,,,44,,,,88,,61,,,75,,,85,46,,37
365,,,,,78,,70,,,,77,,57,76,,40,,79,,43,,,,,
366,58,,37,47,53,,,,,,,,,44,,,,47,,14,,,42,,
367,,,,94,92,,,66,,,,,60,,68,76,,,,,,98,,88,
368,,,,82,,,67,57,,40,,,,63,,,,,,,70,75,37,,
369,,,29,,56,58,,,,29,66,,,,,47,,,,,,74,,72,
370,,63,,,76,,86,,,57,,,,,,,71,66,,,,78,,,53
371,,,54,,63,72,,,,,,,38,,,,74,,,34,,84,,78,
372,79,,,,56,,,,,,,46,,,43,47,,,56,,65,68,,,
373,,,,,68,,63,48,,,,62,,,50,51,,,,20,84,,,,
374,,27,,,,,,,47,,,33,,,10,10,,23,,,,61,,,17
375,,78,62,97,,,,,,,89,,56,,,,88,,,,100,,,88,
376,,,,18,,6,,4,,0,,,,,4,,,6,34,,,,0,,
377,67,64,,,80,69,,,,60,85,,36,,,,,,81,,,,,,
378,63,54,26,55,,43,70,,,,,,,,,,39,,,31,,,,,
379,,,44,,,,,41,,37,,,,,,51,,55,66,40,,,46,,
380,18,0,,21,42,,28,,,,49,,,23,,,,,,,,,0,,
381,,,,90,,,,,,71,,,45,97,,77,,,,49,,,68,86,
382,,,,,,,,,,9,,9,,25,,6,8,0,,0,,56,,,
383,,28,,,,,,17,,,58,,24,30,,12,,,,19,,,,,18
384,77,49,,,,68,,,,,,55,,,,,,72,,43,67,,,,38
385,100,,73,,,,,,,82,,,,,,77,,96,,,100,100,72,,
386,42,,,,58,,,,,,,,22,40,27,11,,,24,,,40,,,
387,58,,16,,60,,47,21,58,,,,,49,36,,,,,,,,,,
388,,16,,,,,21,8,,,,,5,33,,,20,,21,,52,,,,
389,,,59,,,,,63,89,,,,,,,75,90,,85,50,,,,85,
390,,,,,76,,,40,,,,40,,,,,44,,53,,79,,42,,30
391,,,61,91,,,,58,,,86,,,,,46,,,,50,,82,,,46
392,,19,,19,31,10,,,,2,,,,,14,,,,32,,,,13,,
393,,,,26,,11,,0,,,,3,,,9,,,,,,50,,11,23,
394,,,,,83,80,,51,,,,,,87,53,57,,82,,29,,,,,
