ID,sc1,sc2,sc3,sc4,sc5,sc6,sc7,sc8,sc9,sc10,sc11,sc12,sc13,sc14,sc15,sc16,sc17,sc18,sc19,sc20,sc21,sc22,sc23,sc24,sc25
71,,,,,81,,,,89,,,87,,,69,75,,,,,,89,,,
72,,,,,,,,,,,55,,,,,9,8,15,,12,,,,,4
73,,,,,100,,,68,,,97,89,,,,,,,,35,,92,,,
74,,,,,,7,,,,,,,,,,13,12,10,,,45,,,23,
75,79,,,,,,,65,,,,93,,77,,,,,87,,,91,,,
76,,,,,,19,,,,,,11,9,,29,,,,,,,,29,,13
77,,,,,,,,,,42,75,45,,,,,,,,29,,70,,,37
78,,,,,,,,,,,,54,,,52,,,58,,30,68,64,,,
79,,,,,77,,77,47,,,,,,,,,,,,34,76,,,85,
80,93,95,,,,100,,,,,,87,,94,,,,,100,,,,,,
81,,,,,,,,14,,,,16,,,,,23,,,6,39,,,,3
82,93,,,,,92,,,,,100,,,,,,,,,55,,,,99,42
83,70,,,,67,61,,43,,,,63,,,,48,,,,,,,,,
84,,,,,,1,,,,,,0,1,,0,,,,,,51,,0,,
85,,,15,32,41,,39,25,,,,39,,,,,,,,,,,,,
86,91,,,,,,,,98,,,,,,,,85,,100,61,,,,85,
87,,,,57,,,45,25,,,,,30,,28,,,,,,,,,,22
88,,,,,59,25,,36,,,,,,,,,29,,,,,55,39,,
89,,,,,,,,,97,70,,,66,100,,,86,,,,,,,,60
90,,,,,,,55,,,,,,,58,,47,41,,,,62,72,,,
91,,0,0,,,,,5,,,,,,,,,,,,5,,,5,30,
92,22,,,,,,24,,,,61,,7,,,,,,0,,,,1,,
93,,63,,,,,,,69,,,,,,,,,,80,,74,,47,82,
94,,,,,,,,,,,,29,,,45,,52,43,,,,,31,,19
95,,,,,,8,,0,,,,,,37,,,,13,,0,,51,,,
96,,5,,,27,,34,7,,,,,,,,,,,,5,32,,,,
97,83,,,,,,73,,84,,,,,,66,,,,87,,80,,,,
98,,,24,,,,,,,,,45,27,66,41,,41,,,,,,,,
99,,,,,,,,4,45,,,,,,,,,,,5,40,63,,38,
100,,38,,,,,,,60,,,,,,23,,31,,35,,,77,,,
101,70,,,,79,53,,,,,77,,,,,,,,,48,83,,,,
102,17,8,,,,,,,,,,,,21,,,,,,5,32,,8,,
103,58,,,68,,33,,,,,,44,,,,,,,56,13,,,,,
104,,,,,,19,,,46,,,,,,,19,,33,,,58,,,,6
105,,57,35,79,,66,,,59,,,,,,,,,,,,78,,,,
106,,76,,,,,,,,,,74,,,72,,,,99,,83,100,,,
107,68,,,,,,,,48,,,,,,,,35,40,,,69,,37,,
108,32,,,,,,,,,,46,3,,30,,,,,,6,,,0,,
109,46,,3,,,27,,,,,51,,11,,,,,31,,,,,,,
110,38,,,,29,8,31,0,29,,,,,,,,,,,,,,,,
111,,69,,,,,,55,,,,73,59,,,,,,,41,89,,,,
112,,,,,87,98,,,,,,81,,,,65,,85,,53,,,,,
113,,92,60,,,,,59,,,99,,,,,,,,,,78,88,,,
114,,,,,,,,47,,,,,18,,33,,,,,,77,65,,,32
115,86,,69,91,,,83,,93,,,,,,,,,,,,91,,,,
116,72,,,,71,,,,,,,,40,,,34,,58,,,,74,,,
117,,,,,,,37,,31,,,,,31,0,,,,,,,46,,20,
118,,,21,37,,,53,,,,,22,,,,,,19,,30,,,,,
119,,,33,,,,65,,,,,,47,,43,,60,,,,,73,,,
120,67,,33,73,62,,,,,,,,,,,,52,,,,58,,,,
121,68,,40,48,,,,,66,39,,,,,,,,,,35,,,,,
122,,,,77,,,,,76,,,,,,,,85,77,,40,90,,,,
123,,,,,,,68,,77,,74,,,76,,,,,,43,76,,,,
124,98,,69,,,,,,,,99,,36,93,,,,,,,,,85,,
125,65,,,67,,,68,,67,,,,,,,21,,,,,60,,,,
126,37,,,,,,,,,,,18,,,10,,,,34,15,,,,,15
127,,,23,,51,,53,,,,74,,20,,,,,,,,,,,,16
128,,,,,95,95,,,,54,,,,,,76,,,,,100,95,,,
129,,,,,,,,,,31,63,,,,,29,,23,36,,,61,,,
130,,,18,39,,,,,51,28,,,,,,,,,,,,,27,,19
131,,,,,,,,7,,18,,,2,36,,,,,,,,,7,,5
132,62,,,69,,,64,,,36,,44,,,,,,,60,,,,,,
133,,72,,,,,,,,,,74,41,87,,,,,,,,,76,80,
134,38,,,35,,,,11,,,,,,,10,,,,33,,,,0,,
135,,,,,,60,,,,,,,,,45,,50,,59,33,,,,73,
136,,,,,35,,,0,32,,,,,,,,,,18,,,33,15,,
137,,36,,,61,,,,,,,,,,,,,41,,,73,72,,,18
138,,,,,,,63,,,,,,,57,,,47,35,,17,73,,,,
139,,,29,49,,,,27,58,,,38,,,,,,,,,,,,,18
140,92,,,,,,,75,,,,,,,,,95,,,58,,100,,100,
141,,,,23,,,,,,,,,0,,15,4,,,25,,,,,,0
142,,,,,,,,,,,,31,,,,,,,54,33,73,68,,56,
143,,79,,75,,,,,,,,77,,80,,,,,,,,,70,76,
144,61,43,20,,,,51,,,,,,,,,,,47,,25,,,,,
145,,16,,,36,,,,,17,54,,,,,,,,,,,40,14,,
146,,9,,,26,,,,24,,,,,28,,,,,,,49,,7,,
147,,,,,,,,,,63,,,56,,,,100,,,,,84,74,94,
148,,,16,,63,,,,,18,,,,40,,21,,,,,48,,,,
149,,,,,,0,,,22,0,,,,,,,,,,,42,46,0,,
150,,,,,,,,,46,,56,,17,31,,,,,,,,47,,28,
151,,8,,28,32,13,,,,0,,,,28,,,,,,,,,,,
152,,,,100,,,,,,,93,,,,,,,100,,,,100,77,91,
153,,,,54,,,,,,,,,22,,42,,,,,15,70,66,,,
154,,,,,,,100,57,99,53,84,,,81,,,,,,,,,,,
155,,,,,,0,25,,,,,0,,,,,,,,,,21,0,20,
156,,,,,,,,,34,1,35,0,,,,,,,,0,,36,,,
157,34,,,,,15,,,,,,,,6,,,,0,,,,,1,,0
158,,,16,,,,53,,,13,,,,,,,,24,,,74,,,,8
159,61,,,,,41,,,,,,34,,,37,41,28,,,,,,,,
160,,12,,,,0,27,,,1,,,0,,,,,,,,,,,,2
161,95,,49,,,,73,66,,,,74,,,,52,,,,,,,,,
162,,,,,,,,,58,,,,,,,,,51,59,,,63,55,,34
163,87,75,,,,,,,82,,,83,,,72,,,,,,,,,,43
164,,,,81,,,98,66,,,,,45,,,,,,,,,,,82,52
165,59,,,39,,,46,,,,70,,,,,,,,,,,53,21,,
166,71,,,,,59,,,,,,,,57,43,,,,,34,,,32,,
167,,,,,,,,,,64,,88,,88,,,,98,,73,,,,,37
168,,,,,,,,,,42,,,,,54,29,59,39,,15,,,,,
169,,50,22,,,,,23,,,58,,,,,,,42,,18,,,,,
170,82,,,75,,62,,,,,74,,,,,,,55,,,,,,78,
171,,,,,,,,,,,64,,42,,,,,45,,,65,73,46,,
172,,57,,,,,,45,,,,,,63,,,56,,72,27,,,,,
173,,52,,,,,72,,,,,,,,33,,53,,,,62,,,59,
174,,,3,,,20,,,23,,65,,,,,,5,,,,,,,39,
175,,,,,,,26,,25,,,,,29,,,,1,,,36,,,,6
176,,,,,,,,36,,22,64,,,,,,,23,48,,,,,47,
177,56,,29,,47,30,,,,,,,,,,,,28,,,,51,,,
178,34,,,,24,,,,,,46,19,,,,,,,,,64,,1,,
179,,,,36,,,,,,,44,,,,,,,,16,0,32,,0,,
180,,10,,,,,,,,,56,,,,,,37,,24,,,51,,39,
181,,,,,13,0,20,,,,47,0,,,,,,,,,,,,19,
182,,,8,,,,,,34,4,45,,,20,,,,0,,,,,,,
183,74,,,,,,,,,,84,,,74,57,,,54,,29,,,,,
184,66,38,,,,52,,,,,,,,,,29,47,,64,,,,,,
185,,,63,100,,85,,65,,,,,45,,,,,,,,,,,,53
186,,,,,100,91,,,,60,,,,,,,,,90,46,,,76,,
187,64,46,,,56,42,,,,,64,,,,35,,,,,,,,,,
188,,100,,,,,,,100,59,,,,,,80,87,,,,,,,94,
189,,92,,,92,,,,,58,,95,,,,,,,100,,100,,,,
190,,,,32,48,,,,,13,,,19,28,,,,,,,,,13,,
191,,,,,45,34,,,,,,32,,,,,,39,,,,74,,44,
192,,42,,58,64,,,,51,,,,,,,,,,,36,,,44,,
193,,,68,,,,,,,,,,70,,,,,,90,,,100,86,,50
194,,,,,,,,,37,,53,,,,,,,,26,,46,,16,16,
195,,,58,,,,,,,,,,,,67,59,74,88,,35,,,,,
196,,,,,45,,35,,,11,,,,,,32,,21,,,,,,45,
197,62,,,,,,,,,,,,12,23,,,,33,,,,61,,28,
198,,,,,,90,,,97,68,,,56,,,,88,,,,82,,,,
199,,,4,,,16,,,,12,,22,,,,,,,,,,,,29,18
200,,,53,,,,,,,,,70,,,60,52,71,,,,,,63,,
201,,0,,,,,36,,,,,5,,,,16,14,,,,,,3,,
202,,,,,60,,56,,55,,,,21,,,,,30,,,,,,53,
203,,,,,38,21,,,,,51,21,,,,,,,37,,,,,,15
204,,20,28,,,,,29,,,64,,,,,,,,,,56,,,45,
205,,,,,,100,100,,,,,,,,,66,,,100,63,100,,,,
206,,,,,,,,67,,,,,,94,68,,,89,,,,100,,88,
207,,49,,,,61,,,,,,,,,54,,,,57,,,76,,,13
208,,36,38,40,,,,,,,62,,,,,,,,,,58,,,,22
209,,,,64,,,,,,,,,,,41,,47,,,,65,61,33,,
210,,,,,,77,96,,,,85,69,,,,,,,,38,,84,,,
211,,,,,,45,50,,,41,,,,,26,,,,,,,62,38,,
212,50,,,,,,60,,,,,,14,50,,,40,,,,,,,56,
213,99,,,,100,,100,69,,,,,,,93,,,,,,,92,,,
214,,,,,,,,42,50,,,,,,,22,31,,44,,,,,,22
215,,,19,,,,,7,,17,44,,,,,,,8,,,,,,44,
216,,54,,,,63,,,63,,,60,,,,,,,,25,,,54,,
217,49,,,,,,,27,,,55,,,,,,,,,15,,61,,,21
218,,21,17,,46,,,,,,,,23,,,23,,36,,,,,,,
219,,20,,27,,33,,25,,,,,,,,,,,,,,46,8,,
220,,38,22,,,39,,,,,,36,,,,,,45,,,,,47,,
221,84,,,,,,,,79,,,,,75,,,,57,79,,,,,,43
222,73,68,,,,,,,,34,89,,,,,,,,,,,70,59,,
223,,,16,37,59,,,,,,,,,,,,,23,,21,,,18,,
224,,100,,,,,85,,,,,,50,,,,,83,,61,,,59,,
225,23,,0,,,,,0,13,,,,0,,,,,,0,,,,,,
226,,,,,,53,,,41,,,32,16,49,,,,,,26,,,,,
227,,,15,,51,37,,,,,,,,,,,,,,,52,55,29,,
228,51,,,,,,,35,,,70,,,,,,,,49,,61,,,48,
229,,,,,,,46,,,,,19,,,23,19,,,,2,,,3,,
230,,2,,,,0,25,,,,,,0,,,,,7,,,,,0,,
231,,91,,87,,,,,,78,100,,,94,,,88,,,,,,,,
232,,5,,,36,,,5,,,,,,,,,0,,13,,53,,,,
233,,,,74,67,,77,44,,31,,50,,,,,,,,,,,,,
234,,,13,,,,,,30,,,26,,,,26,,,,,52,65,,,
235,,,38,,,51,,,,,76,,37,,,,,,50,,,,,56,
236,,,,,,66,,,,,77,,,,59,45,,,,,74,,,79,
237,,,,74,,,86,,83,,,,35,,,64,,,,,,77,,,
238,53,31,,,,37,,,,,56,,,,,43,,,42,,,,,,
239,100,,,,97,,,,,,100,,,97,,,,,,61,,89,,,
240,,,,,61,,,17,62,,,,35,,,,,,,,,,,61,12
241,47,,,,,,52,,,,63,,,,,30,,,49,24,,,,,
242,,,,,,,,,,,,,,44,30,,,45,44,22,,,,,24
243,,,,,,,,44,,64,,,39,,,,,,,,89,86,65,,
244,,78,,67,,,,,,,,,,,65,,,,66,37,,,,78,
245,,,,,95,,,,,,,100,,100,,74,100,,,,,,,92,
246,,,,,,,,,98,,87,,,,,,,,87,60,,90,69,,
247,,,,,,,,,,35,66,49,39,,55,,,,,,81,,,,
248,,71,,,,,,58,84,64,,,41,,,,,,,44,,,,,
249,,,,,,,59,,46,,,,22,59,,,,,,,,,29,52,
250,,,,74,,,91,,,,,83,,87,,,,71,,,91,,,,
251,57,,11,,,,,,34,,,21,,,,,,29,,,,,,,5
252,,,55,,,,,,,,82,,46,,,50,,,,,100,86,,,
253,71,,34,,,,,,,23,,,,,,,,,,16,,57,,59,
254,,,26,,,,,,,,,40,26,,,26,,,,,,53,,,20
255,,,,,,,80,,81,64,,,44,,48,,,,,,,,50,,
256,,88,,,,,,,,,,,53,93,75,,,,,,84,83,,,
257,,10,,36,,,,,45,,,,,,,1,,,,,,,,31,12
258,,26,,,,,48,,,,,,,37,,,,38,,,58,,,,22
259,,,,59,,54,,,50,,66,,29,,,,,,,16,,,,,
260,64,,,,,,58,,,41,,,,,,,,47,65,,,,51,,
261,85,,44,,,,,41,73,,,,,,,,,,72,35,,,,,
262,82,,,,,,,,,,,,,,,54,73,,62,33,,,59,,
263,29,9,,,,,,,,0,,,,,,,,,31,,24,,,23,
264,,,,,,74,,,,,,,45,,,,,,,43,82,,52,75,
265,60,,,54,,,,,69,,,,,,44,40,,,,,,,,,30
266,,,,,,62,,,,,,71,,,61,,65,82,,,,,,76,
267,,,,,,,,,83,,,,52,77,,,,63,61,,,85,,,
268,,,,27,,,,,,,,0,,,,0,0,,,,,29,1,,
269,,82,70,,,,,46,,,,,,,,,,,74,,,,58,76,
270,,,,,,,,,,17,52,10,,,,,,,6,1,,,,38,
271,,,,,,,,,,70,100,,,,,79,,,,50,,,66,90,
272,60,,,70,,,,37,,42,,,,,52,,,,58,,,,,,
273,,,,,51,,33,,,14,,20,,,16,,7,,,,,,,,
274,,,,,29,4,34,,21,,,,,,,0,,,,,,,,20,
275,,4,,29,38,,,,,,,,,,,,,,,0,,,0,18,
276,,,,70,,,,40,,,81,,32,,,,,64,,,,,,,29
277,,,,,,23,,,,,,,,32,,,,,,6,59,,8,,6
278,,,23,,,,,29,,,,,,67,,,,,,,72,55,,63,
279,67,,,61,,51,,,,,,,,,52,,,,,42,,72,,,
280,,47,,,,50,,,,,,,16,,,,,,,,72,,43,62,
281,56,,,,,21,,,53,,,,,,,25,,,,,,,,53,20
282,41,,,,,13,,,36,,,,,23,,,,,,,,50,,42,
283,,,,,,,48,,,,60,,,,18,,,,,,,37,7,31,
284,,,13,,,,,9,,,,20,,,,15,23,,,10,,,,,
285,77,,,86,75,,,,82,,,,,,,,,,71,49,,,,,
286,,,,,,,63,33,,29,66,,,,35,,,,,,70,,,,
287,,,,82,,,,,,50,,77,35,,72,,,,,40,,,,,
288,,,,,,9,,,,,,,,26,,,,2,,,38,,13,,0
289,,,,,83,68,79,,,,,,,,,,62,,,31,73,,,,
290,,,,,,97,,,,,,,,,,68,100,100,,,,,72,100,
291,,,45,,72,,,,,,,,,89,,,72,,,38,,,,,34
292,,,,,,,,13,33,18,,,,,,,15,,21,,,,,,1
293,,,,,,,58,,46,,,,,62,,,49,39,,16,,,,,
294,90,,,,,,,,100,48,,100,,,,,,,,62,,,,100,
295,,,,,,24,,,57,,,,,,,,13,14,,,,62,,,15
296,,,,63,,,,,,,87,,,,,,64,78,69,,,,60,,
297,67,,,,61,,,,,,,,,,,,,,64,36,60,,,71,
298,,74,,87,,,,,,47,,,,,,61,,,,,,,59,85,
299,,28,5,,,,41,,,,,,,,24,,,,,,49,,18,,
300,,,,,54,,42,22,,,,,11,31,7,,,,,,,,,,
301,82,,,,,,,,86,,,,,,,46,,80,,,94,,,,41
302,,23,,,59,,,36,,38,,,,,,,,,,,,77,,,18
303,70,,,68,76,,,48,,,,,43,,,,,,,,,94,,,
304,84,,,,,,,73,,,,,72,,,61,98,,,,,,,100,
305,,,,,,,,64,,70,,,58,,91,,,,,,,86,73,,
306,,,,,65,,73,,71,,,,,,,,,62,,40,,87,,,
307,97,,,,,,97,77,,71,,,,,,,,,98,66,,,,,
308,67,,23,,,,,,,,63,,,,39,,,,,35,,62,,,
309,53,,,43,,,40,,,,,,,,,2,,,31,,,,,,1
310,,58,,,,,68,,,37,,,,,,36,,58,,,,,54,,
311,,,,,,,,34,51,,69,,30,,,,,,,23,,,,45,
312,27,,,,,,,,,,,,,27,,,,1,8,,36,,0,,
313,,,66,,,86,97,,,64,,,,,,,,85,,,,,,,49
314,,,40,,,,,,65,,,53,,65,,,,,63,,,83,,,
315,,69,,,,72,,,,,,80,,,,,84,,73,,95,,,,
316,,,,,,,,,69,,,,52,,60,,,,,47,77,,,,34
317,,,3,,,33,,,,,,,12,,,13,,,45,10,,,,,
318,82,,,,,,,,,71,,76,,,,,,77,,,98,,,80,
319,40,,,,,,,,,7,44,,,,,,,11,,,34,,,,0
320,,,,,,,,,,40,,54,,,47,,,,,24,75,,47,,
321,,,,13,,,,,20,,43,,,,,,,,9,,,35,8,,
322,,,,51,,,39,,,22,,,,,30,26,,,,,,,16,,
323,,59,,,,,,,,,88,,39,74,,,72,,,,,,,,33
324,,72,,,,75,,56,,,,,,,,,84,62,,45,,,,,
325,,,,,89,75,,,,,88,,,,,,71,,71,,,,,81,
326,,,,53,,,63,44,,,68,,,,,,61,57,,,,,,,
327,57,,,,,38,,,,,,,,,,,,,52,,69,75,37,,
328,,,,37,,,39,,,16,,,,,,,22,23,,10,,,,,
329,,,,88,,,,52,,,93,,,,,,,79,87,,95,,,,
330,63,,,,,,,,26,,57,,,,12,,29,,,,54,,,,
331,,,45,,,,66,,,41,,,26,,,,,73,,,86,,,,
332,,,,,29,,,,,,,,,,0,,8,,7,0,27,,,,
333,89,,44,,,,,,,61,,,,91,,,,,,54,,,,,33
334,,,,,64,,44,15,,33,,,,,,28,,,,,,,23,,
335,45,,,,,,,,56,,,,,46,37,,,,,,,,17,,18
336,,,,,,,75,,65,,80,65,,,,,,,,,,87,46,,
337,,0,,,,16,,,,,,5,,,,,,,18,14,57,,,,
338,,,37,,76,,,29,68,,,,,,,,49,,52,,,,,,
339,,,,69,71,,,,,,,,,,70,,,,62,,68,78,,,
340,,,,100,,,,70,92,,,,,95,93,84,,,,,,,,,
341,78,,57,82,,78,,,,,,,,,,,67,,,,74,,,,
342,74,,38,,,,63,,,,80,,,,,,,,,,,,,65,35
343,,,,,,,,42,,53,,,40,58,47,52,,,,,,,,,
344,68,52,,,63,,,,,,,50,,,,,,55,,,,,,,35
345,,,,,,,,,,,,,,51,24,,,25,,12,,,28,37,
346,,6,,,,,,10,,,,,,,,0,7,,,,,,0,,0
347,,52,,,,59,,,,,,,,,,,50,58,,,71,,,,31
348,99,91,,,98,,,62,,,,,,93,,80,,,,,,,,,
349,,,68,95,,100,,,,,,100,,,86,,,,,,,,,97,
350,,,,,100,,,71,,69,,,60,100,,,,,,,99,,,,
351,,37,,,,,69,,,21,60,,,,,,,,,,,,33,,20
352,89,,,,,,,,,69,,,50,,,42,,76,,,,,55,,
353,64,,,,59,,,,,22,,,,,,32,,,,,,,32,,29
354,,100,,,,,95,58,,,,74,,,,69,94,,,,,,,,
355,,,,,37,12,,,23,,,,,,,,,20,,,50,,15,,
356,26,,,,,,,,,,,,,24,,,,12,,0,,38,0,,
357,,,15,,51,,36,,,,,,1,,,,,,,,51,,,,15
358,,,,,,39,36,,53,,,,,52,25,28,,,,,,,,,
359,32,,4,,,,,,29,,,0,,12,,,,,,,,,,21,
360,,,0,,,0,,,,,,0,,,,4,,,,,35,29,,,
361,26,,,,,18,24,,,,,,0,,,8,,,,,,51,,,
362,,,22,37,,,,,,,61,,,,28,,,,,,64,55,,,
363,,,,53,47,,,,39,,50,23,,,,,,,,,,,,38,
364,,,,71,,,,51,,,,,,88,,,,,,,85,,46,,37
365,,78,,77,,,,,,40,,,,,,,,,,,88,,68,,50
366,,,,,,,45,39,,,63,,,44,,,,,,,,63,,,12
367,,,,,92,79,,,95,53,,91,,,,,,84,,,,,,,
368,,,,,,,,57,,,,61,33,,,,,,,,70,,37,58,
369,,,,,56,,,31,,,,,,,49,,,,,30,,,55,,36
370,71,,,,76,69,,,,57,,,,,,,,,74,45,,,,,
371,85,,,,,72,,,,,,,,68,,54,74,,63,,,,,,
372,,,41,,,45,,,,,,,,55,,47,,,56,,,,,65,
373,,,33,,68,61,63,,,,,,,,,,,,70,,,,49,,
374,44,27,,,,,45,,47,,46,,,,,10,,,,,,,,,
375,,,62,97,,84,,63,,,,,,,,,,,,55,,,,,46
376,,,4,,,,12,,,,,,8,32,4,,7,,,,,,,,
377,67,64,,,,69,,,,,85,,,,,,63,,,,,,,,18
378,,,,55,,43,,,,,,,43,64,,,39,,,,,71,,,
379,,,,,75,,61,41,,,,,,,,,,,,,,,46,68,24
380,18,0,,,42,,,1,,,,,,,5,6,,,,,,,,,
381,,,,,,,,,81,,,,45,,,77,94,82,,49,,,,,
382,,,4,,,0,,9,,,,,,,,6,,,,0,,56,,,
383,60,,26,,,32,,,,,,,,,,,,24,,,,55,25,,
384,,49,48,,,,,,,40,,,43,,,,,,,,,70,,,38
385,,,,,,90,,,,,,,,97,,,,96,,59,,100,,,62
386,,,10,,,,,,,,,,,,,11,,28,,11,62,,26,,
387,58,,16,59,,,,21,,,,32,,,,,,,,,65,,,,
388,44,,,,,,,,38,,59,,,33,,,,,,,52,,11,,
389,89,87,,,100,,,63,89,,,,39,,,,,,,,,,,,
390,,,,66,76,,,,66,,,,37,,,,,,,,,68,,,30
391,,,,,,,,,,67,,,50,88,,46,,,,50,92,,,,
392,,,,19,,,24,,,,,,,19,,,,9,,6,42,,,,
393,,,,,,,42,,,,38,3,,,,,,,,,50,,11,23,
394,,,60,82,,,,,,60,,,,,53,,,82,,,,,,,32
395,84,,,,,,,56,91,,74,,,,62,,,,,,,,,,39
396,,37,,,,,47,,,,,42,,,,,,,53,,,,,68,15
397,,,64,,100,,,,,,100,,,,98,,,,,,,100,,91,
398,,50,22,,,46,,,,,,51,17,,,,,,,,,,46,,
399,,,,,84,,92,,,62,,,58,,,,91,,,,,,,,51
400,36,,,,,,,7,,,65,29,,,,,,27,,,,53,,,
401,,,74,,,,,,,59,96,,,91,,,,100,,,,,,91,
402,,21,15,,,,29,,,,,,,38,27,,,35,,,,,,,
403,,,36,,68,,71,,,,82,,47,,,52,,,,,,,,,
404,,,,77,,,,,,,100,,43,,,,,83,,,98,,,,51
405,38,,,25,,,,26,,,,,25,,,,,,,,,,26,29,
406,,,,,,,,,34,,52,,,,,,,,36,14,40,,,,16
407,,,,,,,,,,33,74,41,,,31,37,,,,,73,,,,
408,,,,81,,,,,,,,,,,,69,,,82,56,,,,88,41
409,56,25,,39,,25,29,,,,,,,,,,,,,,58,,,,
410,,,,87,,,,,,49,,,45,,51,,,,75,,,88,,,
411,,,,90,,,,,,,,,,,86,,,90,,42,,82,,77,
412,,,14,,,,,,37,21,,,18,,,,13,,,,,,5,,
413,55,,,,,,,,,27,65,,,,35,36,,,,,,,24,,
414,,,58,,,,,,,,,,,65,,59,,74,,,,,,72,29
415,,,,61,,50,,,51,,49,,,51,,20,,,,,,,,,
416,,62,48,,,,67,,,,77,,,54,,43,,,,,,,,,
417,77,,38,,,,,,,54,82,,,,,,,,69,,,,,,35
418,,,,,,66,,34,,,,,,,,,,,66,,,82,,71,28
