ID,sc1,sc2,sc3,sc4,sc5,sc6,sc7,sc8,sc9,sc10,sc11,sc12,sc13,sc14,sc15,sc16,sc17,sc18,sc19,sc20,sc21,sc22,sc23,sc24,sc25
147,,100,55,,,,,,,,,94,,83,,81,,88,,,95,84,,94,
148,,,,,63,,,34,43,,,,,,27,21,29,42,37,25,,,,,
149,,11,,,,0,,2,22,,,12,,,,0,,,,6,42,46,,,
150,33,19,,38,,,,,,,56,,,31,25,,,13,,9,,,,28,
151,,,,,,,,,17,0,,9,12,28,,0,,0,26,,,,,21,
152,,,,,100,100,,71,100,83,,93,,,79,87,100,,,,,,,,
153,67,,23,,,48,64,25,,,,43,22,44,,,,,,,,,,,12
154,97,88,49,83,,,100,,,,,,46,,,,,,94,43,,,64,,
155,38,,,,,,,,28,0,,0,,,0,,,,19,0,,,0,20,
156,,8,,,36,,39,,,,,,,17,,,,,17,,41,36,0,,0
157,34,0,8,,23,,,,15,12,,,,,,,,,,4,,,1,9,
158,53,,,42,,,,,,13,56,,,36,,,,24,49,,74,55,,,
159,,35,,,69,41,45,36,,23,63,,13,,,,,,,,57,,,,
160,25,,,20,,,,,26,,,12,,23,,,7,,14,0,46,,,,
161,95,73,49,,,,73,66,,,86,74,,78,,,,,,53,,,,,
162,,,,,,60,71,32,,36,,57,35,,,,,,59,,61,,,,34
163,,75,57,,,90,,,,,97,,43,,72,,,,,52,,90,62,,
164,87,,62,,,79,98,,94,,,83,,98,,,79,86,,,,,,,
165,59,,,39,,15,,,,,70,,,43,,,,,44,,53,,21,,13
166,71,,,62,68,,,34,,,,50,,57,,42,,,,34,,,32,,
167,100,,,,100,,,66,100,64,96,,,,,,,98,,73,,,,,37
168,,,,52,,42,,,,,74,46,,50,54,,59,,,,,81,,,29
169,,50,,,,,,,,42,58,,18,,41,,,42,,,,,43,65,16
170,,,,75,,,69,,,,,62,,59,,,67,55,80,25,,,39,,
171,69,,,,,,68,51,,41,,56,,,,,,,63,26,65,,,,20
172,,,,70,86,57,83,45,,,87,53,,,64,,,,,,,,,70,
173,,,,,,,72,,61,,,,29,,,45,,45,57,29,,,,59,27
174,34,,3,,,20,,3,,0,,,,11,18,16,,,,,55,,,,
175,,10,1,25,,0,,0,25,,,,,29,,5,,,,,,,,26,
176,,,21,,52,,54,,,,,,,,17,28,,,48,,,64,,47,17
177,,,,,,,37,24,,28,,,9,,,15,27,,,,,51,24,,16
178,,,10,,,0,33,,,,46,,0,,,5,,5,,,64,,,,0
179,,0,,,34,,,,,,,0,,,3,,,0,,0,32,36,,,3
180,,10,,,,16,,,,,,,12,37,,11,,,,,65,51,8,39,
181,,,,,,0,,9,,,,,,7,0,3,0,,,,29,,9,19,
182,,,,36,44,,,3,,4,,,2,,,,,0,19,,,,12,36,
183,,55,,73,,68,64,,67,,,,,,,,,54,72,,66,,49,,
184,66,,38,,,52,,,,,,,28,,,,,48,64,,74,,29,,32
185,94,,,,,85,97,65,85,,,96,,,80,,,,,,100,,,100,
186,,,72,,,91,,71,,,93,,,,,67,94,,,46,90,100,,,
187,64,,,65,,42,,,,,64,52,,,,34,,,46,,65,,,55,
188,100,,,,,84,89,72,,59,,,54,,,,,,91,,89,100,,,
189,,,74,,92,,,82,97,58,,,,,100,,100,,,,,100,,,47
190,51,11,19,,48,13,,,,,48,21,,,,,,,,,,38,13,,
191,,,,57,,34,45,30,,31,72,,16,,,,,,,,,74,,44,
192,,,,,64,,51,,,34,58,,,39,,,41,,,36,74,,,60,
193,92,,,,,93,,,95,,90,,70,100,,,100,100,90,,,,,,
194,,,,38,,,,,,21,53,5,,33,9,10,15,,,,,42,,,
195,84,,,,,,,,,,85,80,,,,,74,88,,35,79,83,64,,
196,,31,,,,,,,,,46,,18,,26,32,25,21,,9,,,,,17
197,,34,,40,45,14,,28,,,,,,,27,,,,46,,64,,,,19
198,90,,,,83,90,,,,,,,56,96,72,,,87,,,82,,,94,
199,33,,,42,,16,,,,,,,,,23,9,,17,37,19,59,,,,
200,66,,,,84,68,,,77,,,70,,83,,,71,62,,39,,,,,
201,,0,3,,,,36,6,,1,,5,,35,,,14,,,,,,3,,
202,72,45,,,,53,,,,,,,,,31,37,,,,11,66,64,,,17
203,,,,,38,21,,,35,15,51,,,,,21,16,13,,,,,,37,
204,,,,,,,50,,34,26,64,,13,,,25,34,25,44,,,,,,
205,100,,,,,100,,87,,68,,,,,74,66,100,,100,,100,,,,
206,,,,85,,,,,100,,,,,94,,77,98,,,59,,100,,88,49
207,,49,32,,,,,,,,74,,20,,54,,,41,57,,,76,44,,
208,,,,,,45,,,54,,,,,,,36,31,45,,20,58,,,61,22
209,56,,,,56,,,,65,,73,31,,,,25,47,,,,65,,,,33
210,,,65,81,,,,63,,,,,63,,,65,,,75,38,,,49,,27
211,,,,66,67,45,,30,,,,57,28,,,,39,,,,,,38,73,
212,50,,,47,,,60,,,,,29,,,,27,40,,,22,,,,56,13
213,,93,,,,,100,69,,,,96,,100,,61,,,,,95,92,,,65
214,,30,,,,42,50,42,,,,43,21,49,,22,,,44,,,,,,
215,57,,,,,,49,,,,,28,7,,27,28,,,,23,,67,21,,
216,,54,39,,,,57,,,,90,,36,,,,59,,,25,,82,,61,
217,49,,,,,41,,27,,22,,,,49,,21,,,,15,44,,,,21
218,,,,48,46,31,,,,,75,,23,40,16,,,36,,,,,,48,
219,56,,11,,,,,25,33,,,15,,,22,,,,21,12,,,,,17
220,,,,,64,39,,,56,,,,16,,43,30,37,,,,,,47,58,
221,84,,,,81,67,,,,48,91,,44,,39,,,57,,,,,,,43
222,73,,,59,65,,,,75,,,60,,65,,,69,,55,,,,59,,
223,,30,16,,,23,41,,52,,,29,,,,,,23,,,,56,18,,
224,,,,,,85,85,61,93,,,,,84,,,91,83,85,61,,,,,
225,,0,,31,,8,35,,,13,49,,,,13,,,,,,51,,,21,
226,75,,20,,,53,,35,,24,,,,49,,,38,,,26,,,23,,
227,52,,15,,51,,,,58,,58,,10,,37,,,,53,,,,,,8
228,,,,,,39,,,61,,70,,22,,,24,,27,,,61,,34,,11
229,52,,,,39,10,,2,39,,,,,27,,,,26,20,,59,,,,
230,45,,5,,40,0,,,31,,,11,0,14,,,,,,3,,,,,
231,88,,,,94,,,,,,100,,49,94,85,77,,,,,93,99,,,
232,38,,1,,,,,,46,,49,1,,11,,3,0,,,8,,,,,
233,66,,,,67,,,,,31,,,44,,51,,57,51,,,,,40,71,
234,55,,13,,,27,30,,30,,,,,41,,,30,,,,,65,23,,
235,57,,,,,,,43,65,,,,37,,39,,49,,,30,70,,32,,
236,,75,,,,,83,,,,77,,,86,59,45,85,,,,74,77,,,
237,68,,54,,,72,,54,,,,70,35,,,,,,70,38,,,,,39
238,53,31,36,57,50,,56,,,,,,,,,,,,42,28,,,,,32
239,100,100,70,,97,,,,,72,100,,,97,87,,,,,61,,,,,
240,56,,,,61,,53,,62,,74,43,35,,,20,45,,,,,,,,
241,,,,,49,37,,27,,,,,,,30,30,45,,,,,,42,68,19
242,,35,28,,55,37,59,,,,60,,,,,39,,45,,,63,,,,
243,,75,,,73,,,,72,64,,,,,67,,,84,82,,,86,,89,
244,,,,67,,82,,45,,,,,,,65,64,71,80,,,81,,,,36
245,98,,52,100,,92,,64,100,,,,,,96,,,94,96,,,,,,
246,85,,70,,,95,,,,,87,,,87,73,64,81,,87,,,,,,
247,,,,68,,57,,,,,66,,39,,,43,,48,66,,81,,33,,
248,88,,63,,,,,58,,64,90,66,41,,61,,,,,,,,59,,
249,,20,20,,,29,,,46,,,,,,,33,,32,42,,,,,52,9
250,79,77,,,,,91,,,60,,,,87,80,65,,,,,91,,,91,
251,57,35,,,,,47,,34,,57,,,,25,,25,,44,,,,,,5
252,,78,,,,87,95,,,,,87,46,,,,82,,87,61,,,,95,
253,71,43,34,65,,,,21,,23,74,,,51,,,,,,16,,,,,
254,,,,,41,30,,,,23,,,26,39,,,,41,,25,,,19,,20
255,,55,,82,74,67,,,81,64,,,,77,,,,,,,,,,76,30
256,,,,79,,,,63,,,,74,,93,,,,88,81,56,84,,,,38
257,,,,,,,,13,45,,34,,0,29,,1,11,,,,24,,,31,
258,,26,,,36,,48,27,48,,,23,,,17,,35,,39,,,,,,
259,,,,59,53,,56,39,,,,,,,40,47,,,61,,,75,,,25
260,,,,68,,56,,,,41,,,,,,31,,47,,32,81,62,,,23
261,,,,65,,78,,,73,49,,61,34,64,,,,,,35,,87,,,
262,82,,,82,,,,,75,60,73,,44,72,52,,,,62,,,,,,
263,,9,0,,,,29,,,,,,,,12,9,0,,31,,24,,,23,
264,,66,,,,,69,,,,,65,,,59,63,,71,74,43,82,,,,
265,60,42,34,54,60,,,,,,,35,,,44,,,,70,,,,,62,
266,70,58,,,,62,,,67,,,71,,67,,,65,,,51,,79,,,
267,,64,,75,85,,,,,,92,,,77,52,49,,,,,,85,,,37
268,,,,,24,,32,,33,,48,,,22,18,,,,,16,,,,38,0
269,,,70,79,,71,,46,,,,73,59,,,62,83,,74,,,,,,
270,,20,15,,,,,,27,17,52,,12,,,8,,,,1,,,,38,
271,100,,,,,100,,,,,,,,100,,,,97,100,50,100,100,,90,
272,60,,32,70,,,,,71,42,,,,,,41,60,46,,,,,47,,
273,,,,33,,2,,13,,,,,,,16,6,7,,,7,42,,,33,
274,31,,,,29,4,,10,,,50,,,37,10,,,,,,45,,3,,
275,,4,,29,38,,,11,22,,,,,,,9,3,,,,,41,,,9
276,71,63,,,,,,,,,81,,32,65,,27,,,63,30,,,,,29
277,49,,,33,47,,,,,,,18,20,32,,12,,,25,6,,,,,
278,,51,,52,73,29,66,29,,,,50,,,33,,,,,,,,,,33
279,,,,61,72,,58,,,41,76,,,56,,28,,,,42,81,,,,
280,,47,31,,,,,35,66,36,,,16,,56,47,,,,,,72,,,
281,,36,,,55,21,,,,,56,,22,,,,,38,,11,54,,,53,
282,,13,,,,13,,,,1,57,,,,,16,,27,,,36,,,42,13
283,37,9,,29,,,,,32,,,17,,16,,8,,5,32,,,,,,
284,,11,13,41,32,,24,9,,,,,,23,17,,,,36,,,,,,
285,,,41,,,,68,54,82,34,,,,,,50,,68,,49,,,,76,
286,,,33,,64,51,,,,,,,40,,,44,,52,,,70,69,,,28
287,,95,,,,82,,,,50,,,,,,65,80,81,81,40,91,,,,
288,40,,,11,,,32,12,,,,,,,15,,12,,,,38,34,,,0
289,,,,71,,,,,,,83,,29,,53,40,62,,78,,,,56,,44
290,90,,48,,,,95,,100,,94,,60,,,,,100,,,,,,100,38
291,,,,,72,87,,,,,84,75,37,,70,,,,,,78,,,80,34
292,,,,41,,,,,33,18,55,5,,,,,15,,,,44,60,,,1
293,60,,,55,,,,,46,,,,,,39,42,,,,16,54,,,58,32
294,90,,71,,,92,,,,,,100,43,,,,,,,62,100,,,100,55
295,,,,38,,24,45,25,57,26,,15,15,,,,,,,11,,,,,
296,,72,,63,,,,,,50,,,30,71,,,64,,,,70,,,80,28
297,67,51,,56,,,,,64,,,52,,,,44,42,,,,,,41,71,
298,,74,,87,,91,,,,,,,,85,65,61,,,,60,,,59,,42
299,,,,,,,,23,25,19,52,12,,,24,,13,,13,,,,18,,
300,43,,9,,,23,,22,48,,,26,,31,,6,,,,,,,13,,
301,82,,46,,80,,,53,,,76,,,,,,,80,75,44,94,,,,
302,60,23,,,,38,46,36,,,,,28,,,,,,44,,,,17,,18
303,70,62,,68,76,,77,,,,93,,,,64,55,,,,31,,,,,
304,,100,51,,,84,94,73,,,86,84,,,,,,,,,,,81,,40
305,,99,74,,,,,,97,,,,,89,91,,,89,98,43,100,,,,
306,,,,,,57,73,35,71,,,,,,,37,,,,,,87,37,83,31
307,,,,,89,,,,,,98,,62,,,,100,,98,,90,,73,96,51
308,,,,,,,61,,,,,37,37,,39,36,,39,,35,65,,,,16
309,53,,5,,,,40,,,,,,0,31,,,,,31,16,,36,,,1
310,,58,47,,,,68,,,37,,,,76,52,,62,,,,,79,,,40
311,58,,,52,,,,,51,,69,,,46,32,,,,,,70,,,45,15
312,27,,0,14,39,,,,,,44,,,,,,21,,8,12,,,0,,
313,,,66,,87,86,,57,,,,95,,,,64,,,95,,83,85,,,
314,,,40,,,,,,,54,91,,34,65,,45,,,63,24,,,,,21
315,,69,,,,,,53,,,95,80,,72,,49,,76,,43,,,,80,
316,,,,83,66,,,,,42,81,65,,,60,,,,72,,77,,,,34
317,,,3,,,,33,,27,,,,,,24,,,27,45,,,33,25,,6
318,,,62,,,90,85,,,71,,76,51,,,62,,77,,,,,70,,
319,,,,,,,,,19,,44,,1,7,,0,0,,,,34,41,,,0
320,,49,,,74,45,,,,,,54,,57,,47,,49,50,,,,,,26
321,,,8,,,3,,,20,4,,0,,39,,,11,,,9,,,,,7
322,49,,,,31,28,,,,,58,,17,,,26,,25,,,,70,,,15
323,,,,63,,69,,58,,,,,39,,,55,72,,,,,,47,69,33
324,,,51,,,,,,83,,89,,31,64,56,,,62,73,,,,65,,
325,,,54,70,89,,68,66,,,,,,,,,71,65,71,,,,,,33
326,,44,40,,61,,,44,,35,,,,,61,,,,68,,,84,,72,
327,57,,29,,,,,,,41,,42,,50,,,,,52,23,69,75,,,
328,,,,,,,39,,,16,60,18,,,30,,,,44,10,,55,29,,
329,,89,57,,92,86,,52,,47,,,,,,,80,,,37,,,67,,
330,,,,,,12,,11,,,57,,,36,12,,29,,,,,50,,37,17
331,,,,,,,,43,,41,93,54,,71,62,,73,,,24,,,49,,
332,32,,,30,,,28,0,27,0,,,,,,,8,0,,,,41,,,
333,,63,44,,,81,95,,,61,,,,91,86,,,95,,54,,,,,
334,,25,,,,26,,,52,33,,27,,,,,47,,,11,,,,49,23
335,,36,,,48,,45,38,,31,61,,29,,,,46,,,,,,,41,
336,,,,,73,,,,65,,,65,43,75,54,,,55,62,,,,,80,
337,39,,0,,,16,,,,,52,5,,,,,0,,,14,,39,,,0
338,,60,,72,76,42,,,,,75,,,,,36,49,,,,,82,,75,
339,77,59,,,,70,,,,46,,54,,,70,,71,56,,,,78,,,
340,100,,76,100,,,,70,,,98,,,95,,,,96,,,100,,,98,
341,78,76,,82,,78,71,,,,,,48,,,,,,,,,78,65,,31
342,74,45,,,,51,,,61,38,80,,,,,28,,,,27,,,,65,
343,,66,57,64,,,,,59,,86,,,,,52,68,59,,,,,42,,
344,,,,,63,,,41,69,47,80,,,,60,,,55,,28,,,,68,
345,54,28,,,,21,,,,,,28,9,,24,,,,,12,,41,,37,
346,24,,0,,31,,,10,40,,47,,,,9,0,,,,,,,0,,
347,69,,43,,71,,,,,,,67,,71,47,,50,,,32,,78,,,
348,,,,,,,,,,,95,100,,,87,80,87,,100,51,,93,71,,
349,,95,,95,94,,,,100,,97,,,,,,,,96,54,,,97,97,
350,98,,60,100,,100,,,100,,,74,,,,,89,,,,,,,100,36
351,,37,,,,,69,,50,21,,,,,26,,,49,54,24,,56,,,
352,89,79,,85,,77,94,72,,,94,,,,,,,,,,,87,55,,
353,,,,61,59,,,,,,,,,46,27,,42,,,21,68,,32,47,
354,,100,,100,95,,95,,,63,,,,93,82,,,,95,,,,,90,
355,,19,,,,,,,,,,11,,23,8,,21,20,,,50,,15,,7
356,26,17,,,,,,,,15,42,19,,24,,,,,,,56,38,,24,
357,,21,15,,,13,36,,,13,46,,,,,14,,,24,,,,21,,
358,52,,,56,,,,,53,,69,,,,25,28,,,,,,52,,48,10
359,32,0,,32,,,26,8,,,,,,,0,7,,4,15,,,,,,
360,,,0,,33,,4,,,,,,,,0,,,,29,,35,29,5,,3
361,26,0,3,,,18,,,30,,56,,0,,,,,,37,,,,,,12
362,39,,,,51,,,11,,30,61,,,,28,25,,,,,64,,,51,
363,47,,16,,47,,35,30,,,50,,,,,,28,31,,,65,,,,
364,85,,37,,,,88,,,,79,,,,,61,76,,75,,85,,,,37
365,,78,40,,,,,,,,77,,,76,56,,,79,,,88,90,,72,
366,,,37,47,,37,,39,56,,,,,44,,,,,,14,58,,,58,
367,,,50,,92,,,,,,86,91,,,,76,97,84,,,,98,,,44
368,66,52,,82,,,,,,40,89,61,,,,,,,,23,,,,58,22
369,73,,29,,,58,57,,,,,,40,,,47,,,57,,,74,,,36
370,,63,,70,,69,,,,,,,54,,71,47,71,,74,,,,43,,
371,,56,,74,,72,63,48,,,78,,,,,,,,,,,,54,78,37
372,79,43,,,,45,,,,29,69,46,33,,,,,50,,,,,,65,
373,,56,33,,,,63,,,,,62,48,,50,,,,,20,,68,,,31
374,44,,23,,,,,9,,11,,33,26,,,,,,,13,40,,,54,
375,100,,,97,,,88,63,,,,93,56,,,,88,,,,100,,,88,
376,34,,,18,15,,,,22,0,,,,,,12,,6,34,2,,,,,
377,,,40,70,80,,79,,,,,,,,,53,,69,81,44,84,,,,
378,63,54,,,,43,,33,,,79,,,64,42,,39,,,,,71,,,
379,,,,,,59,61,,,37,,,,,,,,55,66,40,,,46,68,24
380,,,,,,,28,1,,,,,,23,,6,0,8,,,41,21,,,0
381,,100,53,,,,91,,81,,,,,,,,94,,93,,,91,68,86,
382,,,,,,0,,,21,9,47,9,9,,,6,,,,,,56,,25,
383,,,,34,,32,,,52,26,58,33,,,19,,39,,,,,,,,18
