ID,sc1,sc2,sc3,sc4,sc5,sc6,sc7,sc8,sc9,sc10,sc11,sc12,sc13,sc14,sc15,sc16,sc17,sc18,sc19,sc20,sc21,sc22,sc23,sc24,sc25
58,,,,,34,,,,,,,,38,,,57,17,,,,,,,,
59,,,,,,,,78,,,13,50,,,,,,,9,,,,,,
60,,,,,,,,,16,,,,,,,21,,6,,,,,,0,
61,,,,,,,,96,,,21,,82,,,85,,,,,,,,,
62,,,,,,,28,,,21,,,,,,,50,,,,,,69,,
63,77,,,,,,,,,,69,,,,,97,,,,,82,,,,
64,,,,,,,,,63,,,,,,,91,,,42,,,71,,,
65,,,,,,,41,,,,,,,,,58,,,,,43,35,,,
66,,,,100,,,,,,,,,75,,91,,,,,,,,,54,
67,,15,,,,,0,,,,,,,,,,,,,,29,,,25,
68,,48,,,,,36,,,38,,,,14,,,,,,,,,,,
69,,,,,,,,,,,,,48,,,,,,,,,,51,25,65
70,,,,,,20,,,,,,27,63,,,,,,,34,,,,,
71,,,,,,46,,,,,,100,86,,,,,,,,,34,,,
72,,10,,,,,,,,,,,9,0,,,,,,,,,,,35
73,,,,91,100,,,,,,47,,,,,,,,,,,,100,,
74,,,,,,,,,,3,13,,25,,,,10,,,,,,,,
75,,,,,,,,100,,,,76,,,,,41,,,,,56,,,
76,,25,,,,,0,,,,,,,,,,,,,,,22,,,58
77,,50,,65,,,,76,,,55,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,,,72,,,,58,,,40,,69
79,,41,,,,28,32,,,,,,75,,,,,,,,,,,,
80,,,,,,,,,,,,69,,,93,,,43,60,,,,,,
81,,14,,,,,,,,,1,5,,,,,,,,,,4,,,
82,,,,,,,17,,,,,,89,,,100,,,,,,,,19,
83,,,,,,,,,,6,,,,,,55,49,33,,,,,,,
84,,,58,,,,0,,,,,,,,,,,,,,0,,,12,
85,,18,,,,,12,,,,,,,,,,,,,,,16,56,,
86,,,,,,,27,,,,,100,,,,,,57,,,,,99,,
87,19,,,,,,,78,,,,,,,68,,,,,,10,,,,
88,,,,,,,,,,32,17,,,,,,26,,,,,,,13,
89,,,,,100,39,,,,,,,,,100,,,,,,,,,,100
90,,,62,75,,,25,,,,,,,,,47,,,,,,,,,
91,,,,,,,,,0,,,0,0,,,,,,,,,,30,,
92,,,,54,48,,,,,,,,,0,,,,,,,9,,,,
93,,,,75,,39,,,,,29,,,,,,,,,,36,,,,
94,,,,,,,,,,,6,,,,74,,,,,24,,,,,58
95,9,,68,,,,,,,,,16,,,,,0,,,,,,,,
96,,,,,,,5,,,,,,,,58,,,,7,,0,,,,
97,,49,,,,26,,,,43,32,,,,,,,,,,,,,,
98,,,,,,0,,,,9,,,68,,,,,,,,13,,,,
99,5,,,31,,,,,,,,,,,,,,13,,,,,,20,
100,,,,,,,2,,20,,,,,,,,,32,,,,10,,,
101,,,,,,,,86,39,51,,,39,,,,,,,,,,,,
102,,,,22,,,,,,,,,,,54,,17,,,,,,31,,
103,,,,,,,,65,,,,,,,,28,,,,,,,74,,42
104,27,25,,,,,,,,,,,,,56,,,,25,,,,,,
105,,,,,,48,10,,,,,,,,,,52,41,,,,,,,
106,,62,,,,,31,,,,,,,,,,,,,55,,,,,76
107,,,,,,,,,,,,,46,,,78,,17,,,,,,0,
108,,,,,,,,,0,,0,,,,,,,2,,,0,,,,
109,6,,,,,,,,,,,,,9,34,,,,,0,,,,,
110,,23,,,,,,,,,,,34,6,,,,,5,,,,,,
111,,,,,78,,,100,46,,,,,,,,,55,,,,,,,
112,,,,,80,,,,,,,,,,100,100,,,,,,,81,,
113,,81,,85,82,,,,,,,,,,,,,42,,,,,,,
114,,,73,,,,,,,,,57,,,100,,,,35,,,,,,
115,83,57,,,,,,,,,,,,,,,45,,44,,,,,,
116,,,,57,,,,,,37,,,,,,60,,,,,59,,,,
117,0,,,,,,,,,,,,,,,,,,9,,,,28,0,
118,31,,,52,,,,,,,33,,,,,,,,,,,,,,51
119,,,80,,,,,,,,,,,,,58,,,12,,,,88,,
120,,,,,,,,,,,,,,,84,,21,,,,,,,1,53
121,,17,,,,,,,33,,,,,,,,,,,,,18,,,72
122,,,,,,39,13,,,37,,,69,,,,,,,,,,,,
123,,,,,65,,17,,,,,,,,,93,61,,,,,,,,
124,,,,,87,,37,,,,,91,,,,,,,,,,,92,,
125,,,,61,,,,,,,,,,,,74,,,,42,,,,,57
126,0,,,,,,21,,,0,,,,,,,,,,,,,63,,
127,,,,,,,,,,23,,,,0,,,,,29,26,,,,,
128,,,,,,,,,,,,,87,,,,,,,,,,96,15,100
129,,,,39,,,3,,,,,,,,,,,,,,21,,,,39
130,,,,80,,,,64,,,,,,7,,,,,3,,,,,,
131,,,,,39,,,,,,,,,4,,,15,25,,,,,,,
132,68,,,68,,,31,,,,,,77,,,,,,,,,,,,
133,,,,,100,,,,,42,,,,45,91,,,,,,,,,,
134,,,,,,1,,69,,,0,,,,,,,,,4,,,,,
135,,,,,55,17,,,,,,,,27,,,,45,,,,,,,
136,,0,,,,12,,,,,,,,,,45,,,,,,,,,26
137,,,,,51,0,,,,,,,,,,,42,,,,22,,,,
138,,,,,,,,76,,33,,,58,,,,,,,,11,,,,
139,,,,63,,,,,,,,,,,,,,21,,,,26,,0,
140,,59,,,,,,,59,,,,,,,,,,4,,,35,,,
141,,,,,24,,,,,,,,,19,,,,,,,,0,40,,
142,,,,,,,3,,,,,,,,90,,,,15,,,,,,68
143,,,,,,50,,,,,,,,,,88,,,,,,51,,36,
144,,,,,,0,,,,,,,,,,,41,,,42,,,,28,
145,,,,33,,,,75,,,,,,,,,,,0,,14,,,,
146,,,,,,,,,14,,,,,,,,,,,,,11,35,12,
147,60,,,,80,,,,,,76,,,,,,,,,,,,89,,
148,,38,,,,,,60,,15,,,,,,,21,,,,,,,,
149,,,,,,,,,1,,4,,,,48,,0,,,,,,,,
150,14,,,,,,,,,,,,,,,,,,,1,,,,14,0
151,,,,26,,,,44,,,,,,,,,,10,11,,,,,,
152,,,,89,94,,,,,,,,,21,,,52,,,,,,,,
153,,,82,,,1,,84,,,,,,,57,,,,,,,,,,
154,77,67,,,,,,,,,,,,,,,,,,63,,,,21,
155,,6,,,,,,,,,,,,,43,,,,,,,,,1,2
156,,0,,,,0,,,,,,,,,,,,3,,,1,,,,
157,,,,,,,0,,,,,,,,,,,,,,13,,48,5,
158,,15,,,,9,,,,,,,64,,,,,19,,,,,,,
159,41,,,,,,,,,,23,32,,,,,,,8,,,,,,
160,6,,,,,,,,,,,,,13,,,0,,0,,,,,,
161,,57,,,,,11,,,68,,,,,,,,,,26,,,,,
162,,,,,,,,,,,32,,,,91,68,,,,,,,,,52
163,64,,,,,,,95,,64,,,,28,,,,,,,,,,,
164,,72,,,,25,,,,,,,,,,,,,,56,,,93,,
165,,,53,,,0,,,,,,,,0,,,17,,,,,,,,
166,,,,,,,,,,,6,,,,83,,,19,,54,,,,,
167,74,,,,,,,,,,,,,53,100,,,,,88,,,,,
168,,30,,,,,11,,,,,,,,,63,41,,,,,,,,
169,,,,63,,20,,,,,,,,,,,53,,,,,,,10,
170,,55,,82,,,,,,,,,,14,,,,,6,,,,,,
171,37,,91,,,,,,,,,61,,,,,,,,,,,52,,
172,34,,,,,,,,,20,,,,,,,,,39,,58,,,,
173,,,,,52,15,,,,,,,,,95,,,,,,35,,,,
174,,,,,,,0,,,5,,,,,,,,6,,,,,,0,
175,,,,,0,,,,,,,,,7,65,,,12,,,,,,,
176,,,,74,,,,,,,,38,,,85,,,,,,34,,,,
177,,,,,,20,,,,,14,,,,,,,,,,,,36,4,
178,,7,,,,,,,,0,,,,,,,,,0,,,,25,,
179,15,,,,,0,,,,,8,,,,,,,0,,,,,,,
180,,,,,,,,45,5,,,,,,,,14,2,,,,,,,
181,,,,,,6,,68,,3,,,,,,,,,,,,,,11,
182,,1,,33,,,,,,,,,,,,69,,,1,,,,,,
183,30,,,,65,28,,,,,46,,,,,,,,,,,,,,
184,,27,,96,,,,,,,,,62,,,,,,,,,21,,,
185,,,,,,,,,,60,,,,,94,,62,,44,,,,,,
186,,,,86,,,67,,,,25,,,,,,,,,,,,83,,
187,,27,,,,,,61,,,,31,,,,,,35,,,,,,,
188,,81,,,,,,81,,,,100,,,89,,,,,,,,,,
189,,37,,90,,,,,,,,,,25,,,,,,,,,,,100
190,28,,,,,,,67,,,,6,,,,,,,,,20,,,,
191,,,,,47,,,,,,,,,,68,,,,13,,,18,,,
192,,35,,66,45,,,,,,,,,,,,,,,,,18,,,
193,,,,100,87,,,,,,,,97,,91,,,,,,,,,,
194,,29,,,,0,,,,,,10,,,,,,,,,,,,,52
195,67,,,85,,,,,52,,,,,,,,,,,54,,,,,
196,,,94,,,,,,,,13,40,,,,,,24,,,,,,,
197,,,,,,,,90,,,,,,,81,,,,18,,,,17,,
198,,,,,,,54,,,,36,,,,,87,,,,,,,,30,
199,,5,,,,,,90,15,,,,,,,,,,,,,0,,,
200,,,,,,,,,45,,,,,,,,27,,,73,,,,,68
201,,,,,,2,,,,6,,,,,,55,0,,,,,,,,
202,,,,,,31,25,,,,,,,,84,,,,,,,,58,,
203,,,,82,59,,,,,,,15,,,,,,,4,,,,,,
204,,,,,31,17,,,,,,,,,,,,32,29,,,,,,
205,54,,,,97,,,,,,,,,,,,60,,,,,73,,,
206,91,,91,,,,,,,,44,,,,,,,,,,,,,,100
207,,,,,,,,,,,,22,,20,,,,34,,37,,,,,
208,,,52,,,,,,,17,,,,,64,,39,,,,,,,,
209,,,,44,,,,,,27,,,,,68,,,,,,,,,,48
210,,,,,,,,,62,49,,77,,31,,,,,,,,,,,
211,,,,66,76,,,,,,,,,,,,,,,,,25,,1,
212,,,,,52,,,,,,,,,,,71,,,,40,,,53,,
213,88,,85,,,,58,,,,,,,41,,,,,,,,,,,
214,,,,52,,,,,,20,,,,,,,18,,,,,27,,,
215,,,,,28,,1,,,,5,,28,,,,,,,,,,,,
216,,,,,75,,,,,22,45,,,,,,,,,,,,,,64
217,,2,,,,,13,,,,,,23,,,,,36,,,,,,,
218,,,,,59,,0,,,26,,,,,,,,,,38,,,,,
219,,,,,,,,,,,4,,,,,,,,15,,,0,,1,
220,,,,,41,,,,,2,,22,,,,,,,,,,,,,39
221,,,,,74,,,,33,38,,,,,,83,,,,,,,,,
222,,,,,,,,,,,,,,,,54,57,19,,,,,,,70
223,45,,,,,,,,36,,,,,,100,44,,,,,,,,,
224,92,,,,,,49,,,,,100,,,93,,,,,,,,,,
225,,,81,,,16,,,,,,,,,,,,,,0,,,,,52
226,,,,,,,,76,,,,,,,,72,,,11,36,,,,,
227,,,,,,,,,,,,37,,,,52,,,,,6,25,,,
228,53,21,,,,,,,,,,,,,,,,34,,32,,,,,
229,24,,,,55,,17,,29,,,,,,,,,,,,,,,,
230,,,,,,,,,,,3,,,,55,,,,,,,,24,13,
231,,,,100,,,,83,,68,,,,,,,84,,,,,,,,
232,,,73,,,,,32,,,,,,,,,,,,,0,,,0,
233,,,,66,,,20,,,,47,,76,,,,,,,,,,,,
234,,24,,,63,,,,,,,,35,0,,,,,,,,,,,
235,,,63,,,,,77,,,,,,,,,,55,20,,,,,,
236,,,,,85,,6,,,26,,,,,,,,,,,,,,27,
237,,,,,,,,,,26,,,,,78,89,,,,,,50,,,
238,,,86,,,,,74,,,,,,,,72,,,7,,,,,,
239,,,,,,,,,,,,,87,20,,,100,,,,,,100,,
240,,24,,,,,,,,,,54,,,,,,,,,,,,1,59
241,,,,,,21,,,34,,,,,,,,,,,,19,,37,,
242,,,,,,,,,,,,,,2,90,57,,,,,,21,,,
243,,,,,,,35,,,70,,,,,,90,,,,42,,,,,
244,,34,,97,,,,,,,,,,,,,,,,,,35,83,,
245,,,100,,,,25,,,,,,,,,,,100,,,,,,34,
246,,47,97,,,,,,,,,,,,100,84,,,,,,,,,
247,,,,,,0,,,,,,,,18,,,,70,,45,,,,,
248,85,,,,,,,,,,,77,,,,,90,,,,,,,,77
249,48,,62,,,,,,,,,,53,,,51,,,,,,,,,
250,,,78,,,8,,,,,,,95,,,,,,,,,,73,,
251,,,,,,16,,,,,,,23,3,,,28,,,,,,,,
252,,,100,,,,,,,,,,,,92,82,,,42,,,,,,
253,,,,,,,8,,,,21,,,,,,,,,35,,,63,,
254,,,85,63,,,,,,,,,,,,,,,,,,25,55,,
255,46,,82,,99,,,,,,,,,,,,,,,,,,,,65
256,86,,,,,,,,,,,,,,,78,42,,,,35,,,,
257,10,,,,56,,,,,,,,,,45,,,,,,,,47,,
258,,,,62,,,,,,,,,,,87,,,,,3,,33,,,
259,,,,91,,,,,,21,,,66,,,,,,,39,,,,,
260,,,,,,,,,,,,,62,,,,,,,,41,10,72,,
261,,,,,,,6,,,32,,,,28,,88,,,,,,,,,
262,60,,,,72,,,97,,,,,77,,,,,,,,,,,,
263,14,,,,,,,65,,,,,0,,,,,,,,,,,15,
264,,,,,,,,86,,,,,,,,77,,52,,,,,93,,
265,,,,,,,,,,,,,,,78,59,24,,,,,,,12,
266,,,,88,,,,,59,,,,70,,,,,,,,63,,,,
267,,,,,,,,,51,,,,60,,,,,,,,,,82,18,
268,,,,,,,,63,,,,0,,0,,,,,,,,,,,36
269,,,100,,,26,,,,,,,73,,,,65,,,,,,,,
270,,,69,,,,0,,,,,,,,,,,,,,12,,,10,
271,,,,100,87,,,,,,,,100,,,,82,,,,,,,,
272,,,100,,67,,,,,,,,,22,,,,63,,,,,,,
273,,19,,,,,1,,,25,,,,,,,,,,,6,,,,
274,,,,,,,,69,,,,,,,54,,,,,10,,,64,,
275,,,,,,,,,,,,13,,,,44,,,,3,,,,,25
276,,35,,,,,,,23,,,,,,,81,,62,,,,,,,
277,31,,40,,37,,,,,,,39,,,,,,,,,,,,,
278,,,62,,,,,,,,,,,,80,54,15,,,,,,,,
279,,,91,,,,,,,,,,,,,,,,,,,,45,37,65
280,50,,,,63,15,,,,,,,,,,,,,,,,,,10,
281,,,,,,,,,,,29,34,,,,,,,,18,47,,,,
282,,,,,,,,,,0,,,,,,,,0,,,,,0,,57
283,,20,,,,,,,,,,,,,55,,,,,,21,6,,,
284,,,81,,32,,,,,,,,,,80,3,,,,,,,,,
285,,,,,,,,,,,,,,,96,,,,20,54,36,,,,
286,,,,,,,,,,,,,,,,,,,,52,,19,71,,71
287,,,,,,,,84,,63,,,,,,,,80,,,,,78,,
288,,,,,,,,,,,14,,,,54,20,,,,,0,,,,
289,51,,91,,,,,,,,,,,,,,,,29,,,,,,80
290,,,,,,,,,,,60,,100,,,,,54,,,,,88,,
291,,,,,,,1,,,,,,,,93,,,65,,,,,,,75
292,,,,,,,4,53,,,,21,,,,,,,,,,,,,32
293,,55,,,,,,,,,22,,,,,,29,,,,,,,22,
294,,35,,100,,,,,,,,,,9,,,,,,,,,,,100
295,,,,,,,,,,29,0,35,,0,,,,,,,,,,,
296,,,,92,,,40,,,69,,,,,,,,,23,,,,,,
297,,53,,,45,,,,,35,,,,,,,,,,,17,,,,
298,,,90,,,,,90,,,,,77,,,74,,,,,,,,,
299,,,,47,,,7,,,,,,7,,,,23,,,,,,,,
300,,,,,,,,,,,,,23,,44,,,20,,,,,,18,
301,,,,,,,,,26,,,,66,,,,,,,,78,43,,,
302,,,,,57,,,,,,,,48,0,,,,,16,,,,,,
303,,,,,,,8,,,,43,,,,,,,70,,71,,,,,
304,,,,,,,,,,,,,,,89,,57,,42,,,32,,,
305,,,,,,,,,,21,62,,,,,,,84,5,,,,,,
306,,71,86,,,,,,,,19,,,,,,,,,44,,,,,
307,68,,,100,,20,,,,,,,,,,,,,,97,,,,,
308,,48,,,,,,,,,,,,10,,63,,,,,,,74,,
309,,,,,,,,51,,,,,,0,,,,,,,21,,,0,
310,,,,,,,31,,,,6,,,,,47,,53,,,,,,,
311,,,,,,,,,,,23,,,,,,,22,,39,,,,,30
312,,2,,31,12,,,,,,,,,,,,,0,,,,,,,
313,,65,,,,,,,,,,,,,,,,,,,,31,84,,85
314,,68,80,,55,,,,,,,,59,,,,,,,,,,,,
315,100,36,,,,,,,,,,,,,,,,,,,,43,,66,
316,38,51,,,,,20,,,,,,,,,,,,33,,,,,,
317,,,,,,,,51,,2,,,34,,,,,,,27,,,,,
318,,72,,,,32,,,,,,,92,,,,78,,,,,,,,
319,,,,,,,,,,,,,,,,40,,0,0,,,,,0,
320,,,,,56,,,,,26,,,,7,,,,,37,,,,,,
321,,0,,,,10,,,,4,,,,,,,,,,,0,,,,
322,,,,,,,,87,,,16,30,,,,,,,,19,,,,,
323,,,,,,19,,,,,,78,81,,,71,,,,,,,,,
324,,,,,73,,,,,,,60,,,,,,,,,40,,55,,
325,,,,,,,,100,,,,,67,,,,,,,,30,,,48,
326,,21,,,,,,,,,,,,,,51,,,,,,44,,0,
327,,,,,,11,,,,,,,,,,,,,,,24,,65,,30
328,,19,,,,,6,,,,,,55,,,,,,,,,,57,,
329,,,,,,,,89,,,,,,19,,,,84,,,,,,,82
330,,26,,69,,,,,,,,,,,,,17,,,10,,,,,
331,,,,,,,25,,,,29,57,,,,,,46,,,,,,,
332,,,,,,6,,,,,,,0,,,,,14,,,0,,,,
333,,25,100,,,,,,,,,,,23,,,34,,,,,,,,
334,,,,72,,,,,,30,,31,,,,,,,10,,,,,,
335,,,,,,,,,34,,16,,,,,,,39,,,,,,,38
336,71,,,75,,,,,,,,,,,,,,,24,,,,84,,
337,,,,,,17,,,12,,9,,,,,,,,,,,,,,25
338,,42,,,,,,,,,,,,,,,,,,35,,0,,,89
339,,,,,,,,,55,,,56,,,,,,35,,,,,75,,
340,,,91,99,,,,,,,,,,,,96,,,,,,,85,,
341,,,,100,,,,,,,37,,,,,,,,,,,26,,38,
342,,17,,,,,,89,,,,,,,,,,67,,,,,,38,
343,,55,,,,,,,,,62,,,,96,68,,,,,,,,,
344,,20,,,,,,84,,,,,,,,,,,,41,,,66,,
345,,19,,,,,,,,,,17,,,,,,,2,,,19,,,
346,,,,,,,,85,,,,,,2,,,,4,,,,12,,,
347,,,,,,,,,,18,58,,,,,,,,,,,,,0,74
348,,,,,92,30,,,,,,,,,92,,,,,67,,,,,
349,95,,,,,,,,,,,79,,,,,,58,56,,,,,,
350,,,,99,,,,88,,,,,,,100,,,,39,,,,,,
351,,,,,,10,,,,,,,,11,,,,53,,42,,,,,
352,,,,82,75,,,,,,,,,,93,,45,,,,,,,,
353,,21,,,,26,,,,35,,,,13,,,,,,,,,,,
354,89,,,,,,,,,,78,,,,,,,70,,,,,81,,
355,22,,,,,,9,,,,,,16,,,,0,,,,,,,,
356,,,,,,,,,,1,,,,,84,,,,0,,19,,,,
357,,,,,,,,,,,30,,,,,,,,14,,,9,23,,
358,,,,,,,,,,,,55,,,,63,16,,,,,,,30,
359,,,,12,,,,,,,0,,,10,,,,,,,,,52,,
360,,,,,,,,,,,,,,,,,,,,0,0,14,,3,
361,,22,,,,,,,,,,,0,,,49,,,,,,,5,,
362,,,,,,,,,,,,,39,,,,,,0,,14,,,0,
363,20,,,41,,,,79,,,,,,,,,33,,,,,,,,
364,90,,,100,,,,,,16,42,,,,,,,,,,,,,,
365,,,89,80,,,,,,,,59,,,,,,41,,,,,,,
366,,,,,,,,,,,12,38,,,,,,,,,22,34,,,
367,,,,,,0,25,,,,,,,39,,,,,,57,,,,,
368,,21,,,,,,,,,,,,10,72,,,,,,,27,,,
369,,,,,,,,81,,,,,,17,,,,,,58,,,,,76
370,,,,,94,,,,,,,,,,,,67,56,,,32,,,,
371,,,,,,23,,,,,,,,,76,,,,,,56,,67,,
372,,33,,,70,,38,78,,,,,,,,,,,,,,,,,
373,,,78,,,,,,21,,29,,,,,,,38,,,,,,,
374,,,,,,,,,23,,,28,,,86,49,,,,,,,,,
375,,,,,,,2,,,31,,,,,,,,,,61,51,,,,
376,,0,,,,,0,,,,,,,,,,19,,,20,,,,,
377,,,,,,,,,,,,54,,,,,,,,,53,,,2,54
378,,,,,,,,,35,,,,,,,,46,,,,,,55,,60
379,,,,64,,7,,,,,,,,23,,,,,,,,,,,78
380,,,,,18,,,,,,,,,,,,,0,,,0,0,,,
381,,,89,,,,,100,,,,,,,,,57,,,,,,,45,
382,,,53,34,,,,,,,,,,10,,,,,,,,,,0,
383,,,,,,16,30,,,28,,,,,,,,,2,,,,,,
384,,,,66,,,,,,,43,,55,,,,,,,,34,,,,
385,,,100,,,,,,,76,,,100,,,,,,,84,,,,,
386,,,,,,18,,,,,,,,,,,15,,,,25,,,9,
387,,,,,,,12,45,31,,,,,,,,,,,,,9,,,
388,,,,,,,,,,,,,,20,53,,,,,,,,53,,30
389,,,,,,10,43,,,,,,,20,,,,,16,,,,,,
390,,,,,,,22,,45,,,,,4,,,,34,,,,,,,
391,64,,,,,,30,,,42,,,,,,,,48,,,,,,,
392,,,49,,,,,69,,,,,,,,,,,0,,,,,,44
393,,,,,,,,,,,9,7,,,,,,,,0,,,,,39
394,76,,,,82,,,,,,,,,,,82,,40,,,,,,,
395,,35,,,,,,,,,,,,,,72,,,,52,,,,19,
396,,,71,,33,,,,,,,,,,72,,,,,,,,,,60
397,,,,,,,,,44,50,,,,,,,,,,,,,,74,86
398,,,,,68,,,,,,44,67,,,,,,,,,27,,,,
399,,,100,,98,,,,,,57,,,,,,,,0,,,,,,
400,,,81,,,0,,33,,8,,,,,,,,,,,,,,,
401,,,,,,46,,,,,,,88,0,,,,,,,,,100,,
402,,,,56,,,,,,,10,,59,,,,,,,,0,,,,
403,,,100,,,,,,,36,,,,,,,,,,,,,,37,48
404,,,,,,,50,,,,,,,,,,,,,,44,29,,,89
405,,12,,,,,,,,,,,,,,67,,,16,,,9,,,
406,17,,,,,,,48,,,,24,,,,,,,25,,,,,,
407,,,,,,,,,24,,,28,,,,59,,,,,,,,,54
408,89,,,,,,,,31,52,,,90,,,,,,,,,,,,
409,,,,,,,0,,28,,,,25,2,,,,,,,,,,,
410,,,,,,,,,41,,,52,,,86,,,,34,,,,,,
411,,,,,84,,,,,,,,,,100,,61,44,,,,,,,
412,,,,,,,,,,,,,50,,,,,18,,19,,,,5,
413,,,,,31,16,,,,,,,,7,,,,25,,,,,,,
414,,32,,,,,18,,,,,69,,,,,,50,,,,,,,
415,,,,,,,,,,15,,,,,79,,37,,,,,13,,,
416,,,,,64,,,,,21,,,,,,,34,,,,21,,,,
417,,,,,,38,25,85,,,,,,,,95,,,,,,,,,
418,,,,,,2,,87,,,,,,,,,,44,,,,,89,,
419,,,,82,,,,,59,,,,53,,,,,,,,,,69,,
420,,,,,,11,25,,,,,,,,,52,,,,51,,,,,
421,,,,,,,,98,55,,,,,,,,,,,18,,,91,,
422,,79,,,,,54,,,,,,,,,,,,,,,17,,54,
423,,,93,94,,,22,,,,,,,,,,,,,,56,,,,
424,,,,,97,,,,,,55,100,,,,,61,,,,,,,,
425,,,,,,,,,3,,17,,,,,,27,,,,,,,21,
426,,,68,,,,,,,,24,,,,76,,27,,,,,,,,
427,,36,,,73,,,72,,,,,,,,,,,,,,,,36,
428,,,,,,,,,,13,,,,,62,,46,,,,,,60,,
429,,,,,,,,,,,,,11,,,72,,,,7,,,29,,
430,24,,,54,,,,,,,,,,,,,,,5,,,,33,,
431,,25,,45,,,,,,,,,,13,,,,,,,27,,,,
432,,,,,,0,16,,,,,,,,,,,,,,,,,16,75
433,,,88,,,,,,45,,,,,,,,,41,,,,,,5,
434,,,,,,,,67,,,,33,6,,,,,,,,,23,,,
435,,,,99,,,17,,42,,,,,,,,,,,,,,,38,
436,45,,,,,,,,,,,79,,,94,,,,,,,,84,,
437,40,,,,,,,,,,,96,,48,,,,,58,,,,,,
438,,19,,,,,,,,,,,0,,,,,,,17,,7,,,
439,,,,,,,33,100,,,,,,,,,,,,,,,97,,99
440,,,,,,,,,20,17,,,,,,52,,,,3,,,,,
441,,,100,,,,,,,,39,,,,,78,,,,,,28,,,
442,98,,,,,22,,,,,,,,,,,,,18,,73,,,,
443,,,,,,0,,,,,,,,,,41,,,,,,,16,34,
444,,,,76,48,,18,,,14,,,,,,,,,,,,,,,
