ID,sc1,sc2,sc3,sc4,sc5,sc6,sc7,sc8,sc9,sc10,sc11,sc12,sc13,sc14,sc15,sc16,sc17,sc18,sc19,sc20,sc21,sc22,sc23,sc24,sc25
40,,30,,85,,,,,0,,3,,52,,,,30,13,,,,,49,,52
41,,,99,88,,,,92,60,,,,76,,,,51,,9,,,,76,17,
42,,48,,,82,,27,,,34,21,,,8,,59,,63,,,,,,11,
43,64,67,,,,,,87,,,24,,,,,89,56,,34,47,,,93,,
44,,78,,,100,19,,,39,54,,,,,,95,,,,59,,45,85,,
45,,,,,,,,32,,2,21,20,55,,,,5,21,,,12,0,,,
46,59,,,,74,,37,78,,,,,,,,,37,,12,70,,,73,0,
47,52,,92,,,,10,72,46,,,,,,,,,,17,,60,,,54,58
48,14,7,,,,0,,,,,,,,1,32,,,,0,18,0,,,18,
49,52,32,,,,,,,35,,,,60,21,89,58,,47,,,,,,,73
50,35,,99,,,20,,87,,,,,,14,,60,38,,,31,13,,,,
51,,,97,,,0,,100,,32,34,,,,100,,,,,,,58,,25,92
52,22,,71,60,,,,,,13,,,42,,,,,20,,,18,12,,12,
53,9,,,51,,,,37,20,,,,52,,,,10,10,,,0,,,5,
54,,,,79,,,,67,,57,,50,,,77,,,37,,,,23,,39,85
55,,16,49,29,37,,,,,11,,,30,,,,29,,,,9,0,,,
56,50,,,70,,,,82,,,9,,38,,87,,,24,3,,18,,,,
57,,,82,,,,,,28,,39,,,,100,87,,,,74,77,30,76,,
58,,,,79,,7,,,14,21,12,,,0,,,,40,,,,9,64,,
59,38,,,73,28,,,78,31,,,,,11,,44,20,,,,,,,21,
60,7,,,,,,,,,,,24,,0,,,,6,14,,7,17,42,0,
61,,,100,,,,,96,70,,,,82,32,,,96,,,,,36,96,54,
62,,,,55,84,,,,30,,,,,7,,46,,30,28,,37,,69,,
63,77,,100,,,,20,,,,,,,14,94,,80,,,81,,38,80,,
64,,,,84,90,,,,63,,41,80,,,,91,,59,42,,,71,,,
65,,48,,,73,,41,85,22,,,,72,0,,,,,44,,,,,40,
66,,,100,100,,,,100,,79,,,,23,91,,,64,,,,54,,54,
67,18,,,,,16,0,38,0,,12,16,,,,,,,,,,,44,,75
68,,48,86,60,,,,,,,,63,59,,,,,,,61,43,50,,51,
69,33,,56,,,,,50,,30,,28,48,,,,,,,47,,,,25,65
70,,28,,,,20,,,,,,,63,0,69,,48,,10,,,,77,33,
71,100,,84,,,,,90,,,37,,,,,84,69,,,,36,,80,26,
72,14,10,,21,35,0,,,0,,,,,0,,,,,,,,13,,0,
73,,90,96,,,39,49,,,53,47,100,,,,91,,,,,,,,,92
74,,1,,,1,,10,,,3,,,,0,,29,10,,,3,,,,,56
75,64,,,95,,12,13,100,,,,,84,,,,41,,,,,,71,,94
76,13,,,,,,,,2,,,19,,3,,34,27,14,,,,22,48,,
77,62,50,,65,,0,,76,,,,44,65,,,,,,,43,,,,18,
78,,,,,,,28,,42,,20,,52,,,72,,,,58,53,5,40,,
79,,41,,,,28,,,,40,11,,75,,86,,69,,,,,39,,39,
80,64,,,,,17,,,,,,69,,,93,,73,43,60,57,,,96,,
81,,,44,,30,0,,,,0,,5,,6,,0,,,,10,0,,,,
82,,,,100,96,,,,78,62,,,89,,,,28,52,,,,61,,,92
83,,35,,,46,34,,,,,,,63,,,55,,33,12,,,8,81,,
84,9,,,,,,0,43,,,,,10,0,54,,,12,3,,,,24,,
85,,18,,40,,,12,,,26,,29,,,64,,,11,,,,16,56,,
86,,,,100,,47,27,90,,,,,,26,,89,,57,23,,,,99,,
87,,,86,,69,,,78,23,21,45,,,,,36,50,,,,,,,,49
88,,,,,68,2,,,,32,17,,,,,58,26,,14,,,,,13,38
89,,,,,100,,5,100,,,20,46,,16,,82,,,,,,,99,68,
90,,,62,,,,,,,31,21,58,,,,47,38,,0,,,26,83,,
91,,,,20,,,,45,0,,0,0,,0,,41,,,,16,,,,,14
92,,,100,,,0,,,12,15,,,19,,,,,,0,2,,,10,,0
93,,,,75,,,39,83,,,29,,56,,,,14,,10,,36,,,16,
94,,,,,,0,16,,,41,,50,,18,,64,24,21,,,44,,,,
95,,0,,46,46,,0,,,,8,,,,88,38,,,,,4,,,,30
96,,,,,31,0,5,,5,17,15,,,11,,,,,7,,,,12,,
97,,49,,,,,5,86,,43,,,,18,91,,,,,,60,11,83,,
98,,,99,,,0,,,0,9,,,,0,74,,44,63,,,,11,,,
99,5,6,,,,0,11,,,,,27,19,,,,,13,,,,,,20,27
100,,30,,,27,,,,20,3,,27,,,74,,26,,0,,,10,,,
101,,43,72,91,,,,,39,,,48,,,74,,,49,,,,30,,23,
102,,10,,22,15,14,0,70,,,,,,,,,,1,0,,,10,,,
103,,,,78,,,,65,,,31,42,,,69,,,31,21,53,,,74,,
104,,25,44,,54,0,,,,10,,,,,,,,6,,,,28,,7,29
105,,35,,,,48,10,,,,22,72,50,,,,,,,55,,50,,12,
106,,,,96,,,,,,60,29,92,,12,,81,,66,,,64,,96,,
107,,,,53,,,,97,,,,,,25,67,,,17,,,20,22,33,,43
108,,,,81,,,,34,,9,,,0,,,,,2,0,,,0,32,,37
109,,1,,44,,8,0,,,,,5,14,,,24,12,,,,,,,,24
110,,23,82,28,,,14,,,,15,,,6,,22,,,,0,,,,,36
111,,,,100,,,,,,53,53,94,,,79,,69,,,,,61,,23,90
112,76,,,,80,,,94,,,51,,,,,100,49,,6,,,32,,,94
113,62,81,100,85,82,,28,,,,,,69,6,,,,,,,,,,52,
114,,,73,,,,22,68,,,41,,,,100,68,,,35,31,,,75,,
115,83,,100,87,,17,,,,35,66,,96,,,88,,,,,47,,,,
116,58,41,75,,,28,,,28,37,,,,,,,,41,13,37,,,,,
117,0,11,89,,,,0,36,,10,,,,,,,0,,,,0,,,,23
118,,,84,,60,3,,,,,,35,,16,76,,,,29,,,,43,,51
119,,,,,,1,,83,,43,,,,,100,58,,,,50,,17,,0,59
120,,61,87,,,24,18,79,12,44,,53,,,84,,,,,,,,,,
121,,,,,67,0,,55,,35,,65,,,,,30,37,16,,,18,,,
122,68,47,,,,,,,44,37,,65,69,,100,,,53,,64,,,,,
123,67,,80,,,35,17,,,,,60,60,0,,,,,,,61,12,,,
124,,,,,,33,37,,13,,,,,38,,,,35,,69,,,92,33,74
125,67,,,,,13,,,,,20,,66,,,74,,21,,42,,31,,,57
126,0,,92,,,16,,,,,,7,,,,,,0,0,4,0,,,13,
127,48,41,,,,9,,,,,,33,56,0,,68,34,,,26,,,,,
128,,,98,100,,26,,100,,,,100,,55,,,,,,,35,,,15,100
129,43,,,39,59,,,,,,,,32,21,,,17,13,,,21,24,,,
130,,,,,20,10,,64,16,,14,,,,84,33,,,,38,,,,20,
131,,,43,,39,14,18,43,14,,,32,,,,,,,,,,2,,,26
132,,,,68,,19,,,,,44,64,77,14,,,,,31,25,,,56,,
133,,,96,,,,37,,,42,,,93,45,,,,59,,,34,60,,19,
134,0,,,61,,1,6,,,,,,,,,,,10,13,4,5,,,,5
135,,,,91,,,13,,42,,24,,,,,90,42,,7,,23,,75,,
136,,,,,27,12,,82,,0,0,,,15,77,,,,,10,2,,,,
137,,19,,,51,,,,,10,,41,53,0,,,,45,18,,,,,2,
138,,,100,70,47,16,,76,,,38,,,,,64,,,1,,,,69,,
139,,,,63,,17,,55,,,,34,,,65,,,21,,,,26,53,,41
140,,59,,100,,25,,,,56,,80,,,100,100,,,,,45,35,,,
141,,1,,41,,0,0,,,,,,,19,39,,8,0,0,,,,,,
142,,43,74,83,57,,3,,,,6,,,13,,48,,,,,,12,,,
143,,52,,83,,,,99,53,,,,91,,100,,,50,,44,,,81,,
144,,,85,42,,0,,,7,,,,,11,68,,41,,20,42,,,,,
145,0,19,,33,,,9,,,,7,13,17,,,,,,,,,,,7,28
146,,11,,,,,0,51,,,,0,,0,83,36,,,11,,,,35,,
147,,,,,80,,7,,65,,,75,100,,,,,59,,86,,48,,54,
148,25,38,79,,,0,,,,,23,47,,0,,,,40,,,,,26,,
149,0,0,28,,,0,,,1,,,,0,7,48,,,,,,,2,,,
150,,,,,57,,,32,0,,,,0,,,32,25,12,,1,7,,,,
151,,0,,,,,,,4,,,4,14,0,,14,13,,,,0,,0,,
152,,,,89,,,,87,,,36,,94,21,,,52,48,,,,72,83,,
153,,,,,,1,,84,4,,,,38,15,,,6,,,,22,,74,,38
154,,,86,,,,55,,69,,31,,,,,,,,53,,32,48,100,,100
155,,,53,,,,13,81,,,9,,,10,,,,,0,,0,0,0,,
156,,0,89,,16,,,,,,,0,,,21,,0,,2,,,,,0,0
157,13,,78,,52,,,,16,,,0,22,,11,,16,,0,,,,,,
158,23,,,,,9,1,58,,,,,64,12,,,,,21,,,,59,,67
159,,,,,64,,3,54,,,,32,,,,,34,,8,,21,34,,7,
160,,,82,,43,,0,,0,0,,,,,,,,0,,12,0,,,,1
161,90,,,,,28,,,,68,32,63,,,,,,69,17,,,56,,,71
162,48,48,88,,,,,,30,,,,,,91,,,,,31,57,22,,,52
163,,43,,100,,,,,9,,,,70,,83,85,,,,56,,,,44,100
164,,72,,,,25,14,100,,34,64,,,46,,78,,,,,,,,34,
165,,27,,75,,,,,,,,19,,,,,,18,,33,14,,59,0,40
166,,,,,,,,,,,6,45,,22,83,72,49,19,26,,16,,,,
167,,67,100,100,100,,,,75,,,94,100,,,,,,,,,,84,57,
168,,30,,,54,21,11,83,,,23,,54,,,,41,35,,,,,,,
169,,54,,,,,,94,,,40,,,,,,53,39,5,39,37,27,,,
170,,,,82,,,,,,,13,65,,14,,76,31,,6,57,,,,,68
171,,,91,82,,22,6,,18,48,,,,,,88,,47,,46,,,,,
172,,,80,,74,,,,,,,,50,,84,80,62,45,39,41,,,,,
173,,43,,,,,17,91,23,,15,,44,0,,,,,12,,,8,,,
174,2,,,,,,,,,5,,,36,15,59,51,,6,0,,,,,,26
175,,,,,,0,,45,,,0,,26,7,65,39,,,0,,5,,,,
176,,,,,,,5,53,,9,,38,61,,,,0,,0,,,,41,16,
177,,,65,,41,,,,,,14,16,,0,,,,7,6,,0,,,4,
178,,7,,42,,14,,,,,8,,,,,58,,,0,,,0,25,,52
179,,10,53,57,,,,,13,,8,0,,,,,,0,,13,,,0,,
180,13,,,,,,1,,5,,,30,,0,62,,14,,,,7,8,,,
181,15,,,71,,6,,68,,3,,,,8,,,,,,0,,,27,,0
182,0,,,,,,,51,4,,,,0,,69,,6,,1,,,0,,,5
183,30,,,,,28,,87,40,33,,,,18,,,,49,17,,,45,,,
184,,,,96,85,12,,95,,,,43,62,4,,,,,,,,21,71,,
185,63,,,85,,,,,48,,40,93,,,,,62,94,,,,50,90,,
186,,,,86,,42,,,45,46,,,100,,,,,,,69,60,,,47,97
187,40,,88,61,,,,,,20,12,,,,,77,,,,30,,38,,,52
188,,81,,,,,,,40,,,100,,36,,,64,,59,,,41,100,,80
189,100,37,,90,,49,,,,35,,,,,100,,84,,60,,,,,58,
190,28,1,,,,,0,,,,,,,12,,40,11,,0,19,,,44,,
191,,,82,,,17,15,,22,,,,,15,68,51,,,,,34,,,,53
192,45,35,,,,0,,,,11,,,36,,,,19,,,,,18,64,26,
193,,,88,,,20,2,100,,78,34,,,,,,51,100,,80,,,,,
194,0,29,,44,,,12,,0,,,,,0,,,,1,4,,0,,,,
195,,60,,,96,,,,,37,55,52,,,,,60,62,,,83,,77,,
196,31,,,,,,13,49,,,,,48,,,26,25,24,,,,,62,,41
197,6,18,,70,,0,,,17,,,23,,,,14,,,,2,,,17,,
198,,77,,87,,33,54,,,,36,,,,,,,79,,,,78,99,30,
199,28,5,,,,0,,90,,,,2,,,,,,8,,14,20,,,,46
200,,,77,92,,,,74,45,,,,68,,,77,,,10,,,,60,,68
201,,6,,,,,10,,,6,,15,,,,55,,,,11,,0,21,,48
202,,,81,,,31,,,21,8,,39,31,,,,,,20,,,24,,,39
203,,21,,,,,,71,,,17,,59,0,,,25,,,11,12,,,,0
204,34,,,,31,,3,,,,,,50,,,45,,,29,22,,,51,,49
205,54,77,100,,,,17,,,61,,,94,,,84,,49,,64,,,,,
206,,57,,,,,36,,43,,,52,82,,,88,,64,22,,,,100,,
207,75,30,,,,,24,,16,,30,,,20,,,,,25,,,34,,,51
208,22,,,,,0,20,81,,,,,,,,,39,20,,37,28,40,,,
209,,,80,,,,,,28,27,17,43,,30,,,10,,7,,,,,,48
210,,,,96,,,,78,,,55,,84,,,100,37,75,35,,72,,,,
211,19,,,,,,29,,28,,24,45,39,,,,,50,,45,,,,1,
212,,20,,64,,,28,48,28,,,27,,,,,24,26,,,,,53,,
213,88,69,,,,,,,,,50,100,,,100,,,,43,69,,38,,21,
214,,,,,53,,12,100,,,,,,,,58,18,,4,18,,,47,,42
215,3,8,78,,,,,,8,16,,,28,,,,13,,,9,,,,13,
216,,35,,59,,,19,,,22,45,48,,,92,,,,,,43,30,,,
217,,,,,,14,,91,,,6,16,23,,,,21,,,,30,9,,,77
218,,,,,59,,,58,,26,,26,34,0,,,19,,,38,,,,20,
219,26,,79,,,,,,,,4,,19,,,46,,,15,,,0,47,,32
220,,34,,,41,,,,,,35,,,,82,81,,52,,,,35,37,,39
221,,,86,,,0,14,78,33,,,,,,,83,,,,,,31,60,39,
222,,,,66,53,,,,,23,,,,26,98,,57,,15,,,,71,,70
223,45,41,62,47,,3,3,,,,,,,,,,26,,,,,,,0,45
224,,99,100,,,12,49,,,,,100,,,93,,,,,,,16,97,,85
225,14,,,,,16,,65,,,,,8,,51,,,6,,,,0,17,,52
226,,32,85,80,,,,76,17,35,,,,,,,31,,,36,,,,,55
227,,,,,63,,,,26,41,,,,,,52,,28,26,,6,,48,,49
228,53,21,,,,,,,,43,5,,55,0,44,53,,,,32,,,,,
229,24,24,,,,10,17,,,,,,,23,,,,16,11,,,0,,6,
230,,,,0,0,0,,,,16,,,6,14,,,,,14,3,,,,,2
231,,63,,100,94,,,,13,,,,,0,,93,,48,,76,,,,35,
232,0,,,55,16,,4,32,,,18,17,,,,,17,,,,,,15,,
233,,,,66,,,,,40,43,,,,0,,,54,47,0,,52,,,,78
234,,,,48,63,,,,,7,7,,,,78,65,,,1,11,,,,,47
235,43,,63,50,,,,,7,,,,25,,79,,,,20,,,0,,16,
236,,37,,,,,6,,,,,97,,,97,,,,28,,46,33,82,,69
237,,,81,,79,,,,,26,,,,21,78,,,,24,49,,50,,,70
238,,,,53,28,9,20,,35,,,,41,,,,21,,,46,,,,,67
239,81,,,,,55,50,85,,,17,86,,,,,,,67,85,,,,31,
240,,,83,,,,17,80,25,,,,47,,64,,,30,,,,6,,,59
241,,,,66,,,17,48,,17,,33,,,,57,,,,47,,28,,,28
242,41,,,49,,,,83,,,,,46,,90,,31,56,,39,28,,,,
243,,74,,,,49,,97,,,36,,,,,,,27,39,42,,12,,,69
244,90,,,,67,,,94,,,63,64,,37,,91,,,,54,47,,,,
245,100,62,,84,85,,25,100,,36,,,,,98,,,,,48,,,,,
246,,47,97,,,,,,46,,40,75,,,,84,,92,,,68,77,,,
247,,,,,,0,,87,,,43,,,18,72,66,,,8,45,,,,12,
248,,,,,100,8,,91,,56,,,,,,,,41,24,63,,,98,22,
249,,10,,,26,,5,,,,5,,,,49,,1,7,,,,,34,30,
250,,44,,,69,,16,98,,40,,,95,,,,,,,,57,,73,,92
251,17,,,,,,1,,,,,,23,,51,60,,,,,13,5,38,,48
252,85,,,,,,,,,60,68,99,95,,,82,,,42,75,,,,,77
253,,20,,,,,8,,,,21,,,6,90,76,,33,,35,,,,16,
254,,35,85,,,,,,,,24,49,,,,41,,,12,33,,25,,17,
255,,22,,,99,,29,79,,38,,,,,,,,,39,,,29,,43,65
256,,,89,,,,30,,,14,,85,,,73,78,42,,,,,,94,,99
257,,,,,56,0,,,16,18,,15,,,,,0,,,3,,0,,17,
258,8,,45,,,,17,36,,,19,,,8,,,6,,10,3,,,,,
259,55,44,84,,,0,,51,,,19,,,,,,33,,,,30,,,40,
260,41,18,,,,0,,,30,,27,20,,0,,,,,,42,,,,,61
261,56,15,,76,,,,95,,32,,,,28,,,,,47,42,,,,26,
262,,44,93,,,,,,,,,,,,,87,47,58,10,48,,,76,,71
263,14,12,,22,,,,,,10,,,,,,46,0,,3,0,,,,,22
264,,,,76,,,,86,,30,,80,92,,100,,,52,,39,,,,,78
265,,,77,,,0,,,,,,31,,,78,,24,,,26,,13,,12,89
266,,42,,88,,,37,76,59,,19,,,,,,,56,48,,63,,,,
267,,,,73,69,,,,51,,57,,,24,,,,64,,,34,48,,,59
268,,,,27,,,15,,7,,0,,20,,31,,,,,,21,,,4,36
269,,41,100,80,,26,0,,,36,,,,31,,,,52,,,40,,,,
270,0,,,,,,,,15,,,,50,,79,,5,4,,,,7,,10,48
271,,,84,,87,,,100,60,,60,,100,,,,82,,,73,,,,51,
272,57,,,,,,,62,,,12,,62,,,,40,,13,48,,56,52,,
273,,,71,,37,9,1,,,25,15,,45,13,,,,,,,6,,,,
274,,15,,6,,,,69,,0,,,10,,,,,6,0,10,,,64,,
275,,,39,29,,,,,7,0,0,,2,,,44,,,,,,,0,2,
276,,,85,,77,,,,23,,26,,66,13,,,,,0,,,,52,,46
277,,14,,46,37,0,,,,,,39,,,69,,,,,12,0,,32,,
278,50,,,63,,,10,,25,39,,,69,7,,,,,,,19,4,,,
279,51,,,71,,,,81,,,,,,12,87,69,,,,42,,25,45,,
280,50,,,96,,,18,,36,4,,,40,,,,,13,36,,18,,,,
281,17,,78,,41,,,,,,,,,12,58,,7,,,,47,,,9,30
282,,0,,,,,,,,,19,,0,,32,64,2,0,,,,,,0,57
283,,,59,54,,0,,,,16,,,,0,55,,,10,,,,6,,2,
284,28,3,,47,,16,0,,,16,,,,,,,,0,,8,,,,21,
285,57,45,,,85,43,33,72,,22,24,,,,,,,,,54,,,,,
286,44,53,,,67,,,,16,24,,,,7,62,,,,,,,19,71,,
287,,,100,100,,29,,84,,,45,47,,,,,,,51,,73,,,,88
288,,,,,40,,3,,,0,,3,,0,54,,,,15,3,,,15,,
289,51,17,,,64,,0,94,67,,,,,,72,,,48,,,37,,,,
290,,,,,,,19,100,,,,,,,100,100,,54,43,,79,,88,32,
291,,73,,,83,18,,,41,,22,,,,,,,,,,47,36,91,22,
292,,,,,,1,4,,,,,21,,0,66,,,22,,,6,9,,,32
293,,,97,,,0,21,91,,27,,,19,,,,,11,,,39,,,22,
294,,,,100,,,29,,92,33,52,57,,,,,75,,59,,,,,52,
295,19,,,92,,11,,60,,,0,,22,,,,,,5,,,,56,,38
296,,49,86,92,,10,,,42,,39,,,,,65,,,23,,,43,,,
297,,53,90,70,,,,88,,,46,,,,,,,,,24,,30,,0,61
298,,,90,74,,,31,,,,,,,,93,,40,,,78,61,,,39,90
299,,8,,,,,7,,,,18,18,7,10,,,,,,11,,3,,10,
300,,,,,69,3,0,,0,24,,,,21,,,,,6,,,,2,18,
301,,,,94,98,,18,,,63,,45,,,80,,62,,39,,,,,,69
302,,,82,,57,19,,,,,,33,48,,92,64,,,16,,27,,,,
303,58,,,98,96,,8,82,,,,,56,,85,,,,14,,31,,,,
304,,,,,100,32,10,,,,,50,,15,,100,,56,,77,,,79,,
305,,,,,,,,100,,,,,,,85,,53,84,5,83,44,42,,,87
306,,,86,,59,,,,,,19,,,36,80,,,,,44,25,,67,,57
307,,,100,,,,30,,,,,93,,25,,100,,89,,,50,,,27,100
308,26,,81,64,35,,,,,,7,,43,,,,32,,,,31,,,32,
309,,0,67,57,15,0,,,,,,1,,0,74,37,,,,,,,,,
310,53,,,,,,,,60,39,6,,73,5,96,,,,12,,34,,,,
311,,18,82,,35,,20,,45,,23,,18,18,,,,,,,,,63,,
312,,,79,,12,12,,,,,0,,,,33,,0,,10,,,0,,8,
313,,,85,95,90,12,,,,,,,,55,83,,,,41,,,31,84,,
314,58,68,,,,,33,,14,,39,,,,,,63,,,31,35,22,,,
315,100,,88,,,,41,100,,,43,,,,,,,,,71,68,,76,66,
316,,,,,67,6,,,,26,31,,85,23,83,,,,33,,,,,31,
317,31,0,77,,25,,,51,,,,18,,,,,0,21,,,,,,19,
318,,,,,91,32,,,52,32,,,,,100,,78,49,49,,80,,,,
319,,,,,,0,,,,,0,,31,,,,0,0,,0,0,2,,,0
320,,18,,,,,,,24,26,,54,,,,56,,15,,,,32,,0,55
321,,0,,54,,,0,,,,,,,17,,61,5,11,,,0,,,,37
322,11,,,85,23,0,,,10,,,,,15,,,,,,19,,11,,,69
323,57,41,,72,,,6,,49,64,,78,,,,,66,,,,,,,25,
324,58,,,76,73,,,,20,,38,,,,88,,,,,56,,,55,,59
325,,,,,,,,,,61,68,72,67,30,,98,47,,,,,11,,,87
326,,,96,,,,24,96,29,39,50,,,,92,,,,28,44,,,,,
327,,,,,58,,,,21,29,,27,,26,,,43,,30,,,,,14,30
328,,,81,79,,,,,18,,,,,6,67,48,,29,,,24,,57,,
329,100,60,87,,,12,29,,,,76,,,,,89,,,,,,,84,,82
330,,,,,,,13,64,,10,,,,10,75,,17,12,,10,28,,,,
331,,13,,,72,30,25,,30,,29,,,,,76,,46,,,,26,,,
332,0,,,48,,6,,67,,6,,,,,,44,,,0,0,,,,8,
333,,,,79,100,,,,76,,,,81,,90,,34,63,,72,26,,,,
334,,,85,,59,,,,,,,31,,31,,,12,22,,,25,,64,20,
335,,,91,58,70,,,,34,,,,56,10,,55,29,,,,,18,,,
336,71,,,75,,,,91,,,,,48,18,87,,,,,55,26,,,10,
337,18,,,72,,17,,,12,0,,3,,,57,,,,0,,,0,,,
338,34,42,,92,,,,,17,24,39,,,,81,,13,,,,,,62,,
339,65,,,93,,,,,,,,56,70,,72,,27,,28,,,,75,,79
340,,68,91,99,100,,,90,,,31,,,,,,,82,,,,80,,27,
341,,64,85,100,89,,,84,,48,,,,29,,,,,,,32,,,38,
342,,17,,70,,0,23,,17,,33,,,,80,,15,,,,,,,,64
343,,,,,70,,,71,,,,70,70,21,,,59,,,,,,62,19,73
344,,,73,,,,0,84,,,,,,29,98,79,,,,41,,,,21,66
345,32,,,69,51,,,,,,,,,13,67,63,,,,31,,,32,23,
346,9,11,,,,0,13,,,,,,,2,68,,,,0,,,,15,,11
347,,,85,73,,,33,76,43,,58,,,,,,,49,,45,,,57,,
348,,53,95,,,,,,59,,21,,,,92,95,50,,,67,,,100,,
349,,42,,89,94,,,,,,,,,,,100,,58,,,75,32,100,,100
350,,70,,,87,,,88,,,21,91,,,,100,,55,39,,,61,,,
351,33,,73,,,,,,,,,15,40,,65,47,32,,,,,,74,5,
352,,26,,82,,24,,,37,,,67,,30,93,,,,,,,,89,,73
353,44,21,,,,,,49,,35,,41,,,,56,,,9,,,44,,,57
354,,83,,,98,,,98,,,,73,,,97,99,41,,,,43,,81,,
355,,0,,,,,,,,,17,,16,,65,60,0,9,,,,6,,,49
356,11,0,,40,,0,,,,,,,,14,84,47,,,,20,,,,,18
357,,,,46,,0,,61,8,14,,26,4,,,,,,14,,,9,,,
358,44,,,50,,,,80,31,,,,,,69,,,,,,2,22,,30,63
359,,15,,,,0,,,0,0,,,0,,35,,,,0,,,0,,5,
360,,16,37,,,,,,,,,2,,0,71,,9,,11,,,,30,,57
361,19,,,56,,2,4,,,0,,26,,,92,,11,,16,,,,,,
362,45,,82,48,,,10,61,,,,22,,7,,,,,,,14,8,,,
363,,,96,41,,,11,,,,28,,,,,,33,,13,24,4,,,,40
364,,24,,100,,,8,,70,,,,,40,,79,49,60,,,,,,,69
365,48,51,,,94,,,71,,,,,88,40,,,58,,,,,54,,0,
366,,30,,64,,,5,,,,,,30,,87,39,,,8,,22,34,,,
367,100,52,,99,88,,,89,,64,,96,,,,,75,,,,,,89,,
368,,,,,,,,60,35,,,57,,10,,73,,34,42,,21,,,14,
369,45,51,,92,,0,,,,28,23,,,,87,,,,,,,,68,16,
370,,,,93,,0,,,,,,,,25,,,67,56,,62,32,26,,,88
371,,,,,77,,,74,45,,,,53,8,76,,,,,59,56,60,,,
372,,,75,,,12,38,,34,7,,,,,71,,,41,19,,,,,42,
373,,,,,,,,,21,56,,,70,,63,,39,38,,,50,52,,,48
374,38,,,,,5,,78,,,,,16,5,,49,,,,,,19,32,3,
375,77,27,100,,,,,,45,31,,,,,84,100,74,,,,,,91,,
376,,,88,33,,,,69,,,,14,0,6,,,19,,,,,7,5,,
377,44,,,83,,,,,,42,,,74,7,,,22,,,,,,77,2,54
378,35,,,,,20,,61,35,,,,,,,63,,,8,33,38,3,,,
379,56,,,,,,,94,19,,,69,,23,83,73,,,,,32,48,,,
380,,,,,,,12,,10,2,,6,,4,,,0,0,0,,,,40,,
381,,65,,,72,11,,,,,56,,,,100,95,57,55,,,61,,,,
382,0,0,,,,1,,64,,,7,,,10,,21,,,13,,,,,,11
383,,,,,,,,,,28,17,49,,1,87,,34,,2,,,12,,22,
