ID,sc1,sc2,sc3,sc4,sc5,sc6,sc7,sc8,sc9,sc10,sc11,sc12,sc13,sc14,sc15,sc16,sc17,sc18,sc19,sc20,sc21,sc22,sc23,sc24,sc25
57,,,,,100,,,,,29,,,,,100,,,,,,,,,,
58,,,,,,,,,,21,,,38,,,,,,,,,,64,,
59,,26,,,,,,,,,,,,,68,,,,,,11,,,,
60,,,,,,9,,,,,,24,,0,,,,,,,,,,,
61,,,,,100,,,,,,,,,,,,,,56,89,,,,,
62,55,,86,,,,,,,,,,,,97,,,,,,,,,,
63,,,,,,,20,,,,,53,,,,,,,,,,,,5,
64,,,,,,,,,63,,,,,,,91,,,,66,,,,,
65,,,,,73,,41,,,33,,,,,,,,,,,,,,,
66,,,,,,,,,53,,,,,,91,,,,,,,54,,,
67,,,,,,,,,,,,,,,,,,,16,,29,5,,,
68,,,,,,,,,,,,63,,,92,,,,23,,,,,,
69,33,,,,,0,,,,,11,,,,,,,,,,,,,,
70,,,,,,,,,,,16,,63,,,,48,,,,,,,,
71,,,,,85,,,,,57,,,,,,,,45,,,,,,,
72,14,,,,,,,,,,,2,,0,,,,,,,,,,,
73,,,,,100,,,,,,,,,,93,,,,23,,,,,,
74,,,,,,,,,,3,,,,,,,10,0,,,,,,,
75,,,,,,,,,8,,,,,,,,,77,,,,,,20,
76,,,88,52,,,,,2,,,,,,,,,,,,,,,,
77,,,,65,,0,,76,,,,,,,,,,,,,,,,,
78,,,,,58,,,,42,,,,,,,72,,,,,,,,,
79,,,,,82,,,,,,,,,,,,69,,,,,,81,,
80,,,,100,86,,,,,,,,100,,,,,,,,,,,,
81,,14,,,,,,,,,,5,,,28,,,,,,,,,,
82,,,,,,,,,,62,,,,,,,,52,,,,,91,,
83,,,,,,,,82,,,,,,,,55,49,,,,,,,,
84,9,,58,,,,,,,,,,,,,,,12,,,,,,,
85,,,,,,,,,,,2,,,,64,,,11,,,,,,,
86,,,100,,,47,,,,,,,,,,,,,,60,,,,,
87,,,,,,,,,,,,,,,,,,,2,,,0,,23,
88,,,,,,2,,,,,,,,,,,,,,,,23,,13,
89,,,,,,,,100,,,,,,,,,,,19,,50,,,,
90,,,,,,,,,,,,,57,,,47,,,,,,,83,,
91,,,,,,,,,,,,0,,,,,,5,0,,,,,,
92,,,,,,,,,,,,,,,53,,,,,2,,,10,,
93,,,100,,,,,,,,,,,,,,,,,,,40,,,67
94,,55,,,,,,,,,,50,,,,,24,,,,,,,,
95,9,,,,,,0,,,,,,,,88,,,,,,,,,,
96,,,,23,,,,,,17,,,,,58,,,,,,,,,,
97,57,,,,,26,,,,,,,,,,,,,,25,,,,,
98,,,,61,,,,80,,,,,,,,,,,,,,,,,41
99,,,,,,,,,,,,27,,,,,,13,,,,,37,,
100,,,,,,,,,,,,,,,74,84,,,,,,,,33,
101,53,,,,63,,,86,,,,,,,,,,,,,,,,,
102,,,,,,,,70,,,,8,,,,,,1,,,,,,,
103,,,,,,,,,,,,,49,,,,,,,,,,74,,42
104,,,44,,,,,,,,,,,,,42,,,,,,,46,,
105,,,,82,,,,,,,,72,,,,,,,7,,,,,,
106,,,,,,,,,,,29,,,,,,,,,,64,,,0,
107,,,,,,,,,,,,,,,,,,,,30,20,,,,43
108,,0,,,,5,,,0,,,,,,,,,,,,,,,,
109,6,1,,,,,,20,,,,,,,,,,,,,,,,,
110,,23,,,,,,,,,,,,,,,,,5,,,,28,,
111,96,,,,,,,100,,53,,,,,,,,,,,,,,,
112,,,,,,,,,,,51,100,,,100,,,,,,,,,,
113,,,,,82,,,,,,,,,,,,,,,,89,49,,,
114,,,,,,,22,,,28,,,,,100,,,,,,,,,,
115,,,100,,,,,,,,,,,,,88,,36,,,,,,,
116,58,,,,,,,,,,,,,,,,54,,,37,,,,,
117,,,,,,,,,0,,2,,,,,,,,,,,,,,23
118,,,,,,,,,5,,,,,,,,,,,20,,4,,,
119,,,,76,,,30,,,,,,,,,,,,,,,,,0,
120,,,87,75,,,,,,,,,,,,,,,,38,,,,,
121,,,,,,,,55,,,,,,,,,,,,,,,59,15,
122,,,86,,,39,,,,,56,,,,,,,,,,,,,,
123,,,,,65,,,,,,,,,,,93,,49,,,,,,,
124,,,,,,,,,,18,,,,,,,,35,20,,,,,,
125,,,,,,,,60,,,,,,,96,,,,,,,,,3,
126,,,,,,,,,,,,,,,77,,,,0,4,,,,,
127,,,,63,,,,,,,,,,0,,68,,,,,,,,,
128,60,71,98,,,,,,,,,,,,,,,,,,,,,,
129,,,65,,,,,,,,,29,,,,,,,,31,,,,,
130,36,,,,,,,,,,,,,,,,,,,38,,,,20,
131,,,,,,14,,,,,,,,,,,,25,,,,,6,,
132,,,,68,,,31,,,,,,,,,78,,,,,,,,,
133,,,,,,4,,,,42,,,,,,,,,,,,,100,,
134,,,48,,,,,,,,,,,,46,,,,13,,,,,,
135,,,97,,,,,61,,,,,,,,,,,,,,,,,69
136,,,,,,,,,,,,,,15,77,,,,,,,,12,,
137,,19,83,,,,,,,,,,,,,,,,18,,,,,,
138,,24,,,,,,,,,,55,,,,,,,,,,,,25,
139,,,,,,17,,,,23,,,,,65,,,,,,,,,,
140,80,,,,,,,,,,18,,,,,,,,4,,,,,,
141,,1,,,,,,,,,,,,,,30,,0,,,,,,,
142,,,,,,,,70,,,,,,13,,,,,,,,,,,68
143,,,92,,,,,,,,,,,,,,38,,,,,,,,85
144,,10,,42,,,,,,,34,,,,,,,,,,,,,,
145,,19,,,,,9,,,,,,,,,,,,,,,,8,,
146,,11,,,,,,,14,,,0,,,,,,,,,,,,,
147,60,,,,,,,,,,,,,,,94,,,,,,,,54,
148,,,,,36,,,,9,,,,,,,,,,,17,,,,,
149,,0,,,,,,,,,,,,,,,,,,,3,,19,,
150,,,,,,,,,,,,,,,,,,12,,,,,,14,0
151,,,,,,,4,,,,,,14,,69,,,,,,,,,,
152,,,,,,,,,,,,,94,21,100,,,,,,,,,,
153,,,,,,,30,,,,,,38,15,,,,,,,,,,,
154,,67,,100,,,,,,,,,,,,,,,,,,,100,,
155,,,,22,,,,,,,,16,,,,,,,0,,,,,,
156,,,,,,0,,,13,,,,,0,,,,,,,,,,,
157,,,,,,,,,16,,,,,,,60,,0,,,,,,,
158,,,72,,,,1,,,,,,,,,,18,,,,,,,,
159,,31,,,,,,,,,,,,21,,,,,,,,,,,35
160,,,,,,,,,0,,,3,,,,35,,,,,,,,,
161,,,,,63,,,,,68,,,,,,88,,,,,,,,,
162,,,88,,77,,,,,,,,,,,,,,,,,,,,52
163,,,96,,,,,,,,46,,,,,85,,,,,,,,,
164,,,,,,,,,62,,,64,,,,78,,,,,,,,,
165,,,,,65,,,,,,,,,0,,,,,,,,,,,40
166,29,,,,,,13,,,,,,,,,,49,,,,,,,,
167,,,,,,,,,,,,,,,,100,,,,,,60,,,97
168,,,,,,,,,21,,,,54,,,63,,,,,,,,,
169,,,,,,,,,,,,,,4,79,,,,,39,,,,,
170,,,,,,,,,,,13,,,,,76,,,,,,18,,,
171,37,40,,,50,,,,,,,,,,,,,,,,,,,,
172,,,,,,,21,,,,,,,0,,,,,39,,,,,,
173,,,,,,,,,23,,,,,,95,,,,12,,,,,,
174,,,81,,,13,,,,,6,,,,,,,,,,,,,,
175,,,,,,,,,,,,,,,,,7,,0,,,,46,,
176,,,,,,,,53,,,,,,,,,,,,29,34,,,,
177,,,,,,,,,,,,,,0,,,,7,,,,,,,25
178,,,,42,,,1,,,,,,,,,,,,,,0,,,,
179,,,,,,,,,,,,,,,,,0,0,0,,,,,,
180,,,,,,0,,,,,,,,,62,,,,,,7,,,,
181,,,,,,6,,,,,,,,,91,,,,,,,,27,,
182,,1,,,,,8,,,0,,,,,,,,,,,,,,,
183,,,,99,,,,87,,,46,,,,,,,,,,,,,,
184,,,,,85,,,,,,,,,,,,,,20,,29,,,,
185,,67,,,,,,100,,,,,82,,,,,,,,,,,,
186,,,,,,,67,,,,,,,,,,,,,,60,8,,,
187,,,,,62,,,,,,12,,37,,,,,,,,,,,,
188,,,,,,,,,40,,,,,,,,,46,,,,,100,,
189,,,,90,,49,,,,,,,,25,,,,,,,,,,,
190,,,,,,,,,,,,6,,,,,,4,,,,,44,,
191,,,,,47,,,,,,,,,,,,8,,,,,,,,53
192,,,,,45,,,,,,,,,,60,,19,,,,,,,,
193,,,,,,,,,,,34,100,,23,,,,,,,,,,,
194,0,,48,,,,,,,,,,,,75,,,,,,,,,,
195,,,,,,,,,,,,,89,,,,,62,,,,,,,94
196,,,,,,,,,,,13,40,,,,,,,,,3,,,,
197,,,,,,,,,,,,,,,,,,13,,2,12,,,,
198,,,,,97,,,,,,,,,,,,,,,,,,99,,88
199,,,,,,,28,,,,,,,,,,,,,14,20,,,,
200,,,,,,10,,,,,,,,,,,,,,,45,,,,68
201,,,,,,,,56,,,,15,0,,,,,,,,,,,,
202,38,,,,,,,,,,,,31,,,,,,,22,,,,,
203,,,,,,,,,,,,,,,,38,,,4,,,0,,,
204,,,,,,17,,78,,,,,,,,,,32,,,,,,,
205,,,,100,,,,,,,57,,,,,,,,,,,73,,,
206,,,91,,,,,,43,,,,,,,,,,,,,37,,,
207,,,,,,,,86,,,,,65,,,,,,,,,,,25,
208,,,52,,77,,,,,,,,,,,,,,,,,,53,,
209,20,,,44,,,,,28,,,,,,,,,,,,,,,,
210,,,,,,,14,,,,,,,31,,,,,,,,,80,,
211,,,72,66,,,,,,,24,,,,,,,,,,,,,,
212,,,,,,,,,,,,,,,,71,,,,,,,,16,50
213,,,,100,,,,,,,,,,,100,,,,,69,,,,,
214,,,,,53,,,100,,,,50,,,,,,,,,,,,,
215,,,,,,,,,,,,,,,,,13,,,9,,,,,42
216,,,,,,,,,,,,48,69,,92,,,,,,,,,,
217,27,,,67,,,,,,,,,,,,,,,,30,,,,,
218,,,,,,,,,30,26,,,,,,,,,,,8,,,,
219,,,,,,,,63,,,4,,,9,,,,,,,,,,,
220,,34,,,41,,,,,,,,,,,,,,15,,,,,,
221,,,,,,,,78,,,53,,,,,,,,,,,,60,,
222,,,75,,,,,77,,,,,,,,,,,,,20,,,,
223,,,,,,,,,36,,20,,,,,,,,,,,,,,45
224,,,,,,,,,,,,,,,,,,,39,,,,,37,85
225,,,81,54,,,,,,,,,,,,,,,,,,,,3,
226,,,,,47,,17,,,,,,,,,,,,,,,,,3,
227,,,,,,,,,,,3,,,0,,,,,26,,,,,,
228,,,,,74,,,,,,,,,,,53,,,,32,,,,,
229,,,,,,,,,,,,,,,,,,,11,,,,52,,18
230,,,,,,0,,,,16,,,,,,,,,,,0,,,,
231,,,100,100,,,,,,,,,,,,,,48,,,,,,,
232,,,,,,,,,0,,,,,,,,,,13,,,,,0,
233,,,,,,,,,,,,,,0,,,,,0,61,,,,,
234,,,,,,,,,,7,7,,,,,,,,,,,13,,,
235,,,,50,,,,,,,15,,,,,,,,,,,,76,,
236,,37,93,,,,,,,,,,,,,,,,28,,,,,,
237,,,,,,,,,,,,,,21,,,41,,,,54,,,,
238,,,,,,,,,,,,,,,72,,,,7,,,18,,,
239,,,,,,55,,,36,,17,,,,,,,,,,,,,,
240,,24,,,,,,,,,,,47,,,,,,,,,6,,,
241,,,,66,63,,,,,,,33,,,,,,,,,,,,,
242,,,,,,,,,,,,,,,,,,,,,28,,67,,36
243,77,,,,,,,,30,,,,,,,,,27,,,,,,,
244,,,,,,,,,,,,,,,,,,51,,,,,,28,73
245,,,,,,,25,,,,,,,,98,,,100,,,,,,,
246,,,,,,,0,,,,,,,,,84,,,,,,,85,,
247,,53,,,,,,,,,,,,,72,,,70,,,,,,,
248,,,84,97,,,,,42,,,,,,,,,,,,,,,,
249,,,,,,,,59,,,,,,8,,,,,,,,,34,,
250,,44,,,,,,,,,55,,,,93,,,,,,,,,,
251,,,,,36,,,,,,,,,,,,,,,,,,38,5,
252,,,,,,,,,,,68,,95,,,,,,,,,24,,,
253,,20,,,,,,,,,,,,6,,,,,,,,,63,,
254,,,,,,,,,,,,,,,69,,34,44,,,,,,,
255,,,,,,,,,,,,,,,,79,28,,,,,,,,65
256,,,,,,,,,,14,,,87,,,,,,,,35,,,,
257,10,,,,,,,55,,,,,,,,,,,,3,,,,,
258,,,,62,,,,,,,,,,,,,,,,,,,49,,48
259,,,,,,,31,,,,,,,,,,,,,,30,,,,50
260,,,,,,,11,,,,27,,,,,,,,,,,,72,,
261,,,,,,33,,,,,,,,,,,,,,,,,,26,67
262,,,,,,,,,46,,,,,,,,47,,,,,,76,,
263,,,42,,,,,,,,10,,,,27,,,,,,,,,,
264,83,,,,87,,47,,,,,,,,,,,,,,,,,,
265,,,,,,,,,,28,,,,,,,,,4,,36,,,,
266,,42,,,82,,,,,,,,,,,73,,,,,,,,,
267,,39,,73,,,,,51,,,,,,,,,,,,,,,,
268,,,,,,,,,,,,,,0,31,,,,,,21,,,,
269,,,,,,,,100,,,,,,,86,,,,,,40,,,,
270,,,,,,,,,15,,,,,,79,,,,,,,,,,48
271,87,60,,,,,,,,,,,,,,,,,,73,,,,,
272,,,,84,,,,,,,,,,,,,,63,,,,56,,,
273,,,,,,9,,,,,15,,,,,,,2,,,,,,,
274,,,,,8,,,,,,,4,,,,,,6,,,,,,,
275,,,,,,,,,,,,,2,,37,,,,,3,,,,,
276,,,,,,,,,,,,,,,,,,,0,58,,,52,,
277,,,,,,,,,,,,39,,,,,,16,,12,,,,,
278,,,,,,,,,25,,,,,,,,15,,,,,,53,,
279,,,,,,,,81,,,,,,,,,,,34,,,,45,,
280,,,,,,,,85,,,,61,,,,72,,,,,,,,,
281,,,,,,26,2,,,,,,,,,,,24,,,,,,,
282,,,,,,,,,,,,1,,,,,,,,,0,,,,57
283,,,,,,,,,11,,,,18,,55,,,,,,,,,,
284,,,,,,,,,,16,10,7,,,,,,,,,,,,,
285,,,,80,,,,,,,,,,,,69,60,,,,,,,,
286,,,,,,,,80,,,,,58,,,,,,,,,,,31,
287,,,100,,100,,,,,,,,,,100,,,,,,,,,,
288,,,,50,,,,,,,,3,,,,,,,15,,,,,,
289,,,,,,,0,,,,,,,31,,,,,,,,,79,,
290,,,,,,,,,,,,82,,,,,89,,,,79,,,,
291,,,,,83,,,,,,,,,,,,,,8,47,,,,,
292,,,,,,,,53,,,,,36,0,,,,,,,,,,,
293,,,,,,,,,,,,47,,,,,,11,,39,,,,,
294,,35,,,,,,,,33,,,,,,,,,,,,,,,100
295,,5,,,,,,,,29,,,,,,,13,,,,,,,,
296,,,,92,,,,99,,,,,,,,,,,,,21,,,,
297,,,,,,,,,,,,,,,,62,,,,,17,,74,,
298,,,,,,,,90,,,,,,43,,,40,,,,,,,,
299,27,,96,,,,,,,,18,,,,,,,,,,,,,,
300,,,,,,,,,0,,,,23,,,,,,6,,,,,,
301,,,,,,,,,,,43,,66,,,,,49,,,,,,,
302,35,,,,,,,,,,,,,0,,,37,,,,,,,,
303,,,,,96,,,,,,,,56,,,83,,,,,,,,,
304,,,,,,,,,53,,,,,15,,,,,,,,32,,,
305,97,,,,,,33,,,,,,,,,,,,,,,42,,,
306,,,86,,,0,,,,,,,,,,,,,,,,32,,,
307,68,81,,,,,,,,,,,,,,,84,,,,,,,,
308,,,,,,,,,47,,,,,10,76,,,,,,,,,,
309,,0,,,,,,,,,,,,,74,,,,,,,,26,,
310,,,,,,,,,,39,,,,,,,,53,12,,,,,,
311,,18,,,,,,73,,,,,,,,,,,,,,,,17,
312,,2,,,,,14,,,,0,,,,,,,,,,,,,,
313,,65,,,,,,,,,,,,,83,,,,41,,,,,,
314,,,80,,55,,,,,,,,,,,,,,,,35,,,,
315,,,,,,,,,,,,64,,,,,,,18,,,,,66,
316,,,,82,,,,,,,,,,,,,36,,,,,,,31,
317,,,77,,,,,,,,,,34,,,,,,,,,,,,57
318,,,98,,,,,,,,,71,,,,,,,,,,53,,,
319,,,,43,,,,,,,,,,,,,,0,,0,,,,,
320,,,,,,,,,,26,25,,50,,,,,,,,,,,,
321,,,,,,,,57,,,,,,,76,,,,,,0,,,,
322,,,,,,,0,,,,,,,,,,25,,,19,,,,,
323,57,,,,,,,,,,56,,,,,,,,,49,,,,,
324,,,,,,,,,,,38,,,,,90,69,,,,,,,,
325,,,,,,,,,,,,72,,30,,,,,,,,,,,87
326,,,,,,,,,,,,,,,,51,,,,44,,,,0,
327,,,,,,11,0,,,,,,,,,,,,,,,,,,30
328,,,,79,,,,,,,,,,6,,,,,,,24,,,,
329,,,,,,,29,,,,,72,86,,,,,,,,,,,,
330,,,,69,,,,,19,,,,,,75,,,,,,,,,,
331,,,,,,,,,,,,,,,,,,46,,,,26,,4,
332,,,49,,,,,,,,4,,,,,,,,,,,,,,33
333,,,100,,,,30,,,,,,,,,,,63,,,,,,,
334,18,,,,,,,92,,30,,,,,,,,,,,,,,,
335,,32,91,,,,,,,,,,,,,,,,,,,,,,38
336,,,,,,,,91,35,,,,,,,,,,,,,,,10,
337,,,,,,,,,,,,,,13,,,,,,,12,,3,,
338,34,,,,,,,,,,,,,,,,13,,,,,,,17,
339,,,,,,,,,,,,56,,,,,27,,,,,,,,79
340,,,,,,,,,,,,75,81,,,,,,,,,,,,93
341,,,,,89,,,,,,,,,,,,,,,,,26,,38,
342,53,,,,,,,,,,33,,,,,,,,23,,,,,,
343,48,,,,,,,,,,,,70,,,,,,,,,42,,,
344,,,,,,,,,,,24,,,29,,,,,,,,,,,66
345,,,74,,,,,,,,,,,,,,,28,2,,,,,,
346,,,,,34,0,,,,,,,,,,37,,,,,,,,,
347,,,,,,,,,,18,,,,12,,,,,,,33,,,,
348,,,,,92,,,,,,,,,,92,,,,,,,,,,100
349,,,,,,,,,,,,,,35,,100,,,56,,,,,,
350,,,,99,,,,,,,,,,,,100,78,,,,,,,,
351,,,,,81,,,76,,,,,,,,,,,,,,14,,,
352,,,,,,,41,,,,,,,,,,,,,,,22,,,73
353,,,,77,,,,,,,,,,,,,,,9,,,44,,,
354,,,,,,55,,,,,,,,,,99,,,,51,,,,,
355,,,,35,,,9,,,,,,,,,,,,,6,,,,,
356,,,67,40,,,19,,,,,,,,,,,,,,,,,,
357,,15,,46,,,0,,,,,,,,,,,,,,,,,,
358,,,,,,,,,31,,21,,,0,,,,,,,,,,,
359,,,,12,,,,,,,,3,,,,,,,,,,,52,,
360,,,,,0,,,,,,,2,,,71,,,,,,,,,,
361,,,,56,,,4,,,,,,,,,,11,,,,,,,,
362,45,,,,,,,61,,,,,,,,,,,,8,,,,,
363,20,,96,,,,,,,,,,,,,65,,,,,,,,,
364,90,,,,,,,,,,,,,,,,,,,,,62,91,,
365,,51,,,,,,,,60,,,,,,,,,13,,,,,,
366,,,,64,,,,,,,12,38,,,,,,,,,,,,,
367,,,,99,,0,,,,,,,,,,87,,,,,,,,,
368,,,,,,,26,,35,,,,,,,73,,,,,,,,,
369,,51,,,76,,,,,,,,,,87,,,,,,,,,,
370,,,,,,,,,,,,,,,98,,,,,,32,,,,88
371,,,,,,,,,45,,,83,,,,,,45,,,,,,,
372,,,,,,,,,,,,,,0,,,,,19,54,,,,,
373,43,,,,,,,,,,,,,,,,,,,,,52,,,48
374,,,61,,,,,78,,,,,,,,,,18,,,,,,,
375,77,,,,,,,,,,,,,,,,74,65,,,,,,,
376,,0,88,,17,,,,,,,,,,,,,,,,,,,,
377,,,,,,,,100,,42,,,,,,66,,,,,,,,,
378,,,,,,,,,,,,,,,,,46,,,33,38,,,,
379,,,,,,,,94,,,,,,,,,59,,,63,,,,,
380,,,,,,12,,,,,,,,,,,0,,,,,0,,,
381,83,,,,,,,,,73,,,,,,,,55,,,,,,,
382,,0,,,,,,,,0,,,,10,,,,,,,,,,,
383,,,,,,,30,64,,28,,,,,,,,,,,,,,,
384,,,,,,,,,,,,72,,,91,,,48,,,,,,,
385,,,,,,,,,,,38,,100,41,,,,,,,,,,,
386,,,,65,9,,,,,,,,,,,,,,,,,28,,,
387,,,,,54,,,,,21,,,,,,,,,,28,,,,,
388,,,61,,,2,,,,,,,,,,,,,,,5,,,,
389,,,100,,,,,,34,,,,,,,,,,16,,,,,,
390,,,,,42,7,,,,,,,,,,,,,,,,,,,65
391,,,,,,,,,,,,53,71,,,,,,,,,,,33,
392,,,,28,,,,,,,,,,,,,18,,,22,,,,,
393,,0,,,,,,,,,9,,,,,,,0,,,,,,,
394,,,,,,,,,,,,,,36,,82,,,30,,,,,,
395,,,,,,,,,39,,,75,,,,,,,,,,,,,76
396,,,,,33,,,88,,,,,,,,,,37,,,,,,,
397,76,,,,,,,,,,,,88,,,,,,,,,,,,86
398,,,,,,,,,,26,,,,,,52,,,,,,,63,,
399,,,,,,55,,,,32,,93,,,,,,,,,,,,,
400,,,,,,,,,8,8,,,,,,,,,,,,,22,,
401,,,100,100,,,,,,,,,,0,,,,,,,,,,,
402,,,65,,,0,,,,,,,,,,,,,,21,,,,,
403,,,,,69,,,,,,,,,,,,,,,53,,,86,,
404,,,,,,,,,,,,,,17,,,,,,,,,76,29,
405,,,,,44,,,,,,,,,,,,,,16,,,,,0,
406,,,80,59,,,,,,,,,,,,,,,,1,,,,,
407,,,,,,,,,,,45,,,,,,,,,11,,20,,,
408,,,,,,,,,31,,,,,58,,98,,,,,,,,,
409,,,,,,,,63,,,,,,,,,,,,,,23,49,,
410,,44,,80,,,,,,,,52,,,,,,,,,,,,,
411,,,,,,41,,,47,,,,,,,,,,,85,,,,,
412,,,,,,14,,,,,,,50,7,,,,,,,,,,,
413,,,,,,,,66,,,,27,,,,,,,,,,,34,,
414,,,100,,,,,,,,,,,,,,38,,,,,,,,58
415,,,,,56,,,,,,,,,,,,37,11,,,,,,,
416,74,23,,,,,,,,,,,,28,,,,,,,,,,,
417,45,,89,,,,,,,40,,,,,,,,,,,,,,,
418,73,,,,,,0,,39,,,,,,,,,,,,,,,,
419,,40,,,,,,,,,,73,,,,,,,,,,25,,,
420,,,,,,,,,,,,69,,,,,,51,,,40,,,,
421,,,,85,,,,,,,,,,,,,,54,,18,,,,,
422,,,,,,,54,,43,,,61,,,,,,,,,,,,,
423,,,,,,,,,79,,,,,,,,53,,,,,,,,76
424,,,,,,,,,,,55,,85,,,100,,,,,,,,,
425,,,77,,,,,,,,,,,,,,,,,,,,77,,72
426,,,,,,,,97,,,,73,,,,,,,,,,,,,77
427,,,,,,,,,,,39,76,,,,,,,,,,,58,,
428,,,74,,,,,80,,,,,,,,,,,,,,,60,,
429,,20,,,,,,,,,,,11,,77,,,,,,,,,,
430,,,,,,,,,,,,15,,2,,,,,,,,,,25,
431,,,,45,,17,,,,,,,,,,,,26,,,,,,,
432,,,,,,,,,,,27,43,,32,,,,,,,,,,,
433,,,,87,,,,81,,,,,,,,,37,,,,,,,,
434,,,,,24,,,,,,,33,,,,,9,,,,,,,,
435,,,,,,,,,,,50,,,,,,,,,,59,,98,,
436,,,,,,,,,,55,,,,,,,64,,,,23,,,,
437,,,,,70,,,,,,,,,,,,,,,66,,,,18,
438,,,,30,30,,,,,,,,,,42,,,,,,,,,,
439,,,,,98,,,,,,,,92,,,,,,47,,,,,,
440,,,,,,,,,,,9,,,,35,,,,,,,,,0,
441,,38,,,,,,88,,,,,75,,,,,,,,,,,,
442,,76,83,,,,,,,,,,,,,,,,,,,,,68,
443,,,,,,,,,,,,48,28,,,,,,0,,,,,,
444,,,,,,0,,,,,,,,17,,,,,,,,,,,51
445,,,,,93,,1,,28,,,,,,,,,,,,,,,,
446,,14,,,,,0,,,,,,,,,,,,0,,,,,,
447,,,,,,,61,,,,,,,,,,,,,,88,,92,,
448,,,87,,,,,,,,,,,,,,,,,,,18,,32,
449,,25,,,,,,,,,12,3,,,,,,,,,,,,,
450,,,,,,,,,,,,,,,56,,,,,,,,53,11,
451,,,,,,,,,27,,,,,,,,,62,,,,,,,90
452,,,,,,,,,,,,,,,,,,,,,13,14,,,53
453,,,,39,,,,,,,,5,,,83,,,,,,,,,,
454,,,,,,,,90,,,,,50,,,,,,35,,,,,,
455,,,,,,,,,,,45,,,,,,,,30,,,39,,,
456,,39,,,,,,,50,62,,,,,,,,,,,,,,,
457,,,,,,,,48,,,,,,,,,20,,,,,0,,,
458,,,,,,,,,,,,42,,,,,,,,34,,,,,68
459,,,,,,,,,,,21,,,,,,33,,,,,,,,37
