ID,sc1,sc2,sc3,sc4,sc5,sc6,sc7,sc8,sc9,sc10,sc11,sc12,sc13,sc14,sc15,sc16,sc17,sc18,sc19,sc20,sc21,sc22,sc23,sc24,sc25
59,38,,,,28,16,,,,26,13,50,,,,,,,,42,11,,,,
60,,,,70,,,,82,,,,24,32,0,,,0,,14,,,17,,,
61,,,,,100,,36,,,,,,,32,88,85,,,,89,,,,54,100
62,55,,,,,,,81,,,19,52,69,7,,,,,,,,,69,23,
63,,,100,86,,,,100,68,,,,95,,94,,80,,,,,,80,,
64,88,,83,,,,,91,,,41,,,21,,,,59,,,,,71,24,
65,,,,75,,,41,,,,40,38,72,,,,,42,44,73,,,,,
66,,54,,,100,,,,,79,,,,23,,96,,,,59,,,,54,92
67,,15,,79,,,0,38,,,,,56,,,,,,,,29,,44,,75
68,,,,,,,36,,44,38,30,63,59,,92,,,,,,,,47,,
69,33,,,,,,,,,,,28,,,86,,31,,0,47,,,51,25,
70,60,28,,,79,,18,76,,,,,,,,44,,,,,,,77,33,
71,,,,,,,,90,67,57,,,,1,,,69,,68,,36,,,,100
72,,,,,,0,,,,0,,2,,0,,,,,,0,18,13,38,,
73,,,96,,100,,,,,53,,,,,93,91,85,,,57,87,,,,
74,,,,,,0,,38,0,,,18,,,,29,10,,,3,,,,16,
75,64,67,,95,,,,,,,45,,,11,,,,,,60,,56,71,,
76,13,,,,,24,,,,,,,55,,53,34,27,14,,,,,,18,
77,,,84,,,,15,,,26,,,,21,,65,,65,7,,,,,,58
78,79,,100,,,,28,,42,,,,52,,,,,46,,,,5,40,,
79,,,84,,82,,,,23,,,,,,86,87,69,57,,54,,,,,
80,,44,,100,,,46,,40,,,69,,32,,,73,,,,,,,,92
81,,,,55,,,,,,0,,,52,6,,,0,17,,10,,,55,,
82,,77,,100,,,17,100,78,,,,,,,,,52,0,,,61,,,
83,58,,,,,,,,,,,,63,20,67,,,33,12,,,,,33,82
84,9,,,,,,,43,,0,0,,10,,,,,,,,0,,24,12,
85,,,,,73,15,12,67,,,,,30,,,,,11,16,,,,,,39
86,,41,,100,,,,90,,,,,100,,,,,57,,60,,,99,46,
87,,,,,,,15,,23,21,,,,,68,,,,,31,10,,25,23,
88,,,,44,,,11,100,10,,,32,,,,,,,,39,,,,13,38
89,,33,,,,,5,100,,,,46,,,,,57,100,,69,,,99,,
90,48,27,,,,,,,17,,,,57,,63,,,,,10,,,83,13,
91,0,0,,,,,,,0,,,,0,,20,,17,5,,16,,,,,
92,,0,,54,,,,,,,0,17,,0,,,,,,2,,5,,0,
93,,,,75,,39,,83,23,,,,,,,77,14,,,,36,,,16,
94,,,88,,53,,,,,,,50,54,18,,64,,,,,,,,31,58
95,9,0,,,,6,0,,,,,,,,,,,,14,0,,,,0,30
96,,0,,,,,,50,,,,,,11,,9,0,,7,14,0,,,,
97,,49,95,83,,,,,,,,,,,91,88,,68,,,,11,,,69
98,,50,,,,,10,,,9,,,68,,,,44,63,,48,,,64,,
99,,,62,,,0,11,,,,,27,19,20,,,21,,,,14,,,,
100,,30,,51,,,,74,,3,,27,,,,,,,,,0,,,33,35
101,,,72,,,,,,39,51,,48,,0,74,,,49,35,,,,,,
102,8,,,,,,,,0,15,0,,,,54,47,,,,6,5,,,,
103,,,74,78,,,,,,40,,,,17,,,,,21,,15,28,,,42
104,,25,,41,,,,,0,,29,29,24,,,,21,,,,30,,,,
105,,,87,,,,10,70,,,,72,50,,84,,,41,,,23,,,,
106,,,,,,,,99,38,,29,92,,12,,,83,,26,,,63,,,
107,,,,,63,,33,,1,11,,,,,,78,,,,30,,22,,0,
108,,,96,81,,,,34,,,,10,0,,,,,2,0,,,,,,37
109,6,,,,52,,,,12,,7,,,,,,12,,2,,,0,,5,
110,,,82,,50,,14,,0,,,,,,,22,,,,,,19,28,0,
111,96,,98,,78,,,,,,,94,,,,,,,50,,,61,,23,90
112,,,,,,,45,,,,,100,,,100,,,49,,57,,,81,44,94
113,,,,85,,,,,,,,78,,,,89,71,,20,33,,,94,52,
114,,47,,54,,,22,,,28,41,,,11,,,,,,,,,75,43,
115,83,57,,87,,,,,,,66,,,2,,,,36,44,,,,,58,
116,58,,,57,,28,,,,37,16,,,,,,54,,13,,,7,,,
117,0,,,,,,,,0,,2,14,17,,45,,,9,,13,,,,,
118,31,,,,,,,,,,,,,16,76,68,,,29,20,,4,43,,
119,60,,,,,,,,40,,29,,,,,58,32,,12,50,,,88,,
120,,61,,,80,24,18,,,,,,46,,,,21,62,1,,,,,,
121,,,93,67,,,7,,,35,,,,,,,,,16,,,,59,15,72
122,,,,,,,13,80,44,37,56,65,,,,,,53,,64,,,,,
123,67,62,,,,,,,,40,,60,,0,,,61,,34,,,12,,,
124,,,,,,,37,,13,,20,,75,,79,84,82,35,,,,,,,
125,,,,,40,13,16,,,7,,53,,14,,,,,,,,,52,,57
126,0,,,,48,,,,1,,0,,,,,58,,0,0,,,,,,45
127,,,,,,,35,52,,,,33,56,0,,,,41,,26,,,,,50
128,,,98,100,89,,,100,60,,,,,55,,,,86,,,,17,,,
129,43,,,,59,,,,20,25,,,,,,49,17,13,,31,,,,,
130,,,86,,20,,11,,16,,,,,7,84,,,,,,26,12,,,
131,,,,,39,,18,43,14,,,,,,,9,15,,,6,,2,,,
132,68,60,,,,,,,42,,44,,,,,,,53,,,,42,,19,67
133,,69,96,,,,,83,,,39,,,,91,,96,59,,,,,,19,
134,0,,48,,,,6,,,,,,0,,46,,8,,,4,,,,0,
135,,,97,91,,,13,,,,,,38,27,,,,,7,,,31,75,,
136,,,,,27,,,82,,0,,,,,,,,0,,10,,,12,7,26
137,,,83,,,0,,,22,,14,,,,,,42,,18,,22,25,,,
138,,,,,47,,,76,,,,,58,22,70,64,45,,,34,,,,,
139,,,59,,50,,,,,,,,,0,65,55,,,,,,26,53,0,
140,,,,,100,,17,,59,,,80,96,,,100,,100,,,,,100,,
141,,,,,,,,,0,6,,,,19,39,,,,0,,0,,40,,34
142,,,,83,,,,,,22,6,,50,,,48,,5,,,,12,47,,
143,,,92,,,,29,,,,45,,,,,88,38,,,,32,51,81,,
144,,,,,,,8,,,,34,,64,11,68,,,,,,38,16,,,71
145,,19,,33,57,,9,,19,,,,,5,,32,,,0,,,,,,
146,0,,88,80,,14,,,,,0,,,,,,0,0,,,0,,,,
147,60,,100,,,38,,97,65,,,,100,0,,,72,,,,,,,,
148,25,,79,,36,0,11,,,,,,,,,,21,,,,,35,,8,
149,,0,,61,42,,0,,,,,3,,,,,0,,3,,,2,,,
150,,,,,57,,,,,,,31,0,,,,,12,0,1,,,31,14,
151,,,,,,,,44,,,,,14,,,,13,10,,1,,,0,0,65
152,,,100,,94,60,,,,,,,94,,100,100,,,,,73,72,,,
153,,,,,51,,30,84,,35,,63,,,,,6,,,,22,,,,38
154,77,,,,,,,,69,76,31,70,,24,,,,42,,63,,,,,
155,4,,,22,,,,,,9,9,,,10,,,0,,0,,,,,,2
156,7,0,,26,,0,,56,,0,,,,,,,,3,,,,,,,0
157,13,2,,,,,,73,,,,0,22,,,,16,,0,,,0,,,
158,,,,,41,,1,,,6,25,16,,12,77,,,,,,21,,,,
159,,31,,83,,,,,,13,,32,57,21,,,,,,,21,34,,,
160,6,,82,,,9,,,,,1,,,13,41,,,0,,,0,,,,
161,90,,,77,,,11,,,,,,68,,,88,,69,,,,,,62,71
162,48,48,,,,,,,,28,,,,,91,,,34,,,57,22,,39,
163,,,96,,,42,,,,64,46,77,,,,,72,80,,,,28,,,
164,,72,,,,,,,62,,64,64,71,,93,,,,,56,,13,,,
165,31,27,53,,,,,,,,19,,,,,,,,0,,14,11,,,40
166,,,,,63,,,67,23,38,6,,,22,,72,,,,,,16,,,
167,,67,,,100,,,,,,40,94,,,,100,,,,88,,,,57,97
168,47,,57,69,,,11,,,,23,,,,,,41,,,19,,,,,41
169,,,100,,,,12,,,,,,64,,,93,53,,,,,27,67,10,
170,,,,,,13,,100,,,13,,67,,73,76,,48,,,,,,9,
171,37,,,,,22,6,,,48,,,,22,,88,,,,46,,,,,52
172,,,80,62,,3,21,,18,,,,,,,80,,,39,,,35,,,
173,,43,62,,52,,,91,,,,,,0,,,19,,,,,8,,9,
174,2,,,40,,,,,12,,,,36,,,51,,,0,,,16,,,26
175,0,0,,,0,,,,,9,,0,,,,,,12,,0,,,,,0
176,,,,74,54,,5,,,,,,61,12,85,,,,,,34,,,16,
177,27,,,56,,20,,,2,,14,,34,,,,,,6,,,,36,,
178,,,57,42,,14,1,,,,,,,,,,,16,,,0,,,0,52
179,,10,,57,,,1,,,13,,0,0,,,1,,0,,,,,,,
180,13,,,,,,1,,,,0,30,0,0,62,,,,,,7,,,,
181,,7,,,,,,68,,,,,,,91,,0,0,,,,0,27,,0
182,0,,,,,,8,,4,,0,,,,69,,,0,1,,,,,6,
183,,59,99,,,28,,87,,,,,,18,,,25,49,,,,,,,73
184,,,,96,85,,,,,,,,,,75,,36,,,,,21,71,14,75
185,,67,84,,,23,,100,48,,,,82,,94,,,,,,,,90,,
186,,,90,,100,42,,92,,,,93,,44,,,,67,,,,,,,97
187,40,,88,61,,,,,29,,12,,37,,,,30,,,30,,,,,
188,,81,,92,98,,,,,41,37,,,,,100,64,,,48,,,,,
189,100,,100,,92,,,,,35,,95,93,,,,,,,,91,,,,100
190,,1,,,,,0,,,,0,,41,12,,,,,,,20,14,,,24
191,41,,,,47,,,,,33,12,,,,,51,,25,,,,18,43,,
192,45,,79,,,,,,,11,,,36,17,,,19,,18,33,,,,,
193,72,,,,,,,,,,,,97,23,,,,,35,80,,60,100,,100
194,,,,44,,,,82,,,,10,,0,,,,1,4,,0,,,,52
195,,,,,96,9,,89,52,,,,,4,,,,,37,54,,35,,,
196,,15,,,,4,,49,,,,40,,0,,,25,,,,3,,,,41
197,,18,56,,,0,,,,,4,23,,1,,14,35,,,,,,,,
198,,77,,,97,33,54,,,,,,,,,,53,,,74,,,99,,88
199,28,,,,,,,,15,,,,41,,,65,,,,14,20,,33,,46
200,,,77,,,10,,74,,37,,,68,,,,,,,73,,,60,,68
201,,6,97,57,,2,,,20,,,,,13,84,,,,,,,0,,,
202,,,,,32,,,76,,,,,,,,38,,20,,22,,24,58,5,
203,,,,,,,17,,,,17,15,59,,,,25,,,,12,0,,0,
204,,28,39,74,,,,,0,,,37,,7,,45,,32,,,,,,,
205,,,100,,97,34,,,,61,,100,,,100,,,,,,,73,92,,
206,,57,,,,,36,100,,,,,82,,,,,,,,63,37,100,,100
207,,30,,,,,,86,,45,,22,65,,84,,,,,,,34,,25,
208,,16,,,,,,81,,,,,40,,64,,,20,14,,28,,,20,
209,,,80,,48,,,,,,17,43,,30,,,10,,,,,27,,,48
210,100,,,,,,14,78,,49,55,,84,31,,,,,,,,,,,73
211,19,,72,66,76,,29,,28,,,,,,,,,,,,,,74,1,
212,,,,,,,,48,,12,34,27,57,,53,,,26,16,,,,,,
213,,,85,100,,45,,100,47,,,100,100,,,,,,,,,,,21,
214,,,87,52,,,12,100,,,33,50,,,,,,,,18,,,,,42
215,3,8,,,28,,,49,,,5,20,,,,,,,14,,5,,,,
216,,,84,,75,,,,,,45,,,,92,90,,32,16,,43,,,,
217,,2,,,,14,13,91,,,,,23,,,49,21,,,,30,,,,
218,,,,90,,,,,,26,,,,,,,,5,,38,8,,46,20,44
219,,,79,74,,,,63,,,,0,,,53,,,12,15,,,,,,32
220,,,,,41,3,,,45,,,22,,,,,39,,15,,,35,37,,
221,,,86,,,,14,,,,,56,62,5,,,,,,79,,31,,39,
222,50,,,,,,3,,,23,7,79,,26,,54,,,,,,9,,,
223,,,62,,,3,,,,36,,,,12,100,44,,,,,,,33,0,
224,,,,,98,12,49,,,71,13,,,,93,,82,,39,,,,,,
225,,,,,,,0,65,,0,,0,8,0,,,,,,,,,17,3,
226,,,85,,47,,,,17,35,37,,,,78,,,42,,,23,,,,
227,,,54,,,,,,,,3,,,0,75,,24,,,4,6,25,,,
228,,21,80,,,0,,,32,43,,27,,,44,,25,,,,,,,,
229,24,24,86,,55,,,90,,6,0,,,,,,,16,,,,,,,
230,0,,,,,0,,,0,,,,,,,30,,,14,3,0,14,,,
231,,63,100,,,,,,,,67,,97,0,,,,,3,76,,,,35,
232,0,0,,55,,,,32,0,,18,,,,,,,,,,,16,,0,
233,,,,66,61,,,62,,43,,52,,,100,,,,,61,,,,11,
234,26,,62,48,,16,,,,,,,,,,65,23,,,,9,,33,,
235,,,,50,,0,,,7,26,,46,,1,,48,37,,,,,,,,
236,,,,,,,6,95,,,65,97,,21,,,,,,,46,,82,27,
237,,,,,79,,52,,,,20,,77,,,,,,24,49,54,,90,,
238,,41,,53,,9,,,,,27,,,8,,,,,,,,18,,9,67
239,81,,,,,,,85,,91,,,87,20,,,,52,67,,,61,,,
240,20,24,83,70,,,,,,,25,,,,,,,30,3,,,,,1,
241,,,,,,,17,48,,17,,,,,96,57,,19,17,47,,,,,
242,,,62,,37,32,,,,,,27,46,,90,,,,,39,,,,9,
243,,74,94,,,49,35,,,,36,,,,,,,,39,42,,,,,69
244,,,,97,,,10,,54,,63,64,,,,91,,,,,,,,28,73
245,,,100,84,,,,,,36,,,,33,,,,100,,,63,50,92,,
246,,,,,86,,0,83,46,,,,,,100,84,,,,,,,85,28,
247,,,,,,,9,87,35,41,43,,,,,,18,,,,,43,,12,
248,85,84,,,,8,43,91,,,,,,20,81,,,,,,,,,,77
249,,,,,26,,,59,,,5,34,,,,,,7,9,,,,34,,57
250,,44,78,100,69,,,,27,40,,,,,,89,,,,,,,,,92
251,,27,100,,36,16,,,,,,,,,51,,,,11,41,,5,,,
252,85,,,,87,,,,,60,,,,,92,,59,,42,,,,89,61,
253,,20,,,,4,8,,,,,,,6,,,,33,,35,,18,63,,
254,,,,63,31,,,,,,,49,23,,69,41,34,,,,,,55,,
255,,,82,100,,,,79,15,,,,,,,,,,39,,59,,71,43,
256,,,89,,,,,97,20,,17,85,,,73,,,,34,26,,,,,
257,,,76,,,,,55,,,,,,,,,0,11,,,,0,47,17,12
258,,,,62,49,,17,,,0,,,,,87,,,,10,3,0,,,,
259,55,,84,91,,0,,,,21,,,,23,80,,,,,39,,,,,
260,41,,,,,,11,,30,29,27,,62,,92,,,,,,41,,,,
261,56,15,,,76,,,,,,,69,,,100,,,55,,,,,,26,67
262,,44,93,78,,,,,,,,61,77,28,,,,,,,29,,,7,
263,14,12,,,,,6,,,10,,,,,,,,0,,,,12,,15,22
264,,,,,,,,,59,,,,92,,100,,23,52,,39,34,59,,,
265,41,,,66,64,0,,78,,,,31,,,78,,24,,,,,,,,
266,,42,,,82,,,,,33,19,,,,,,64,,48,57,,,,50,
267,,,73,,,,43,82,51,,,,,,95,,,,,68,,,82,18,
268,,,47,,1,,,,7,,,,20,0,,45,0,,,0,,,,,
269,,,,80,76,26,,,,,46,77,,31,,,,52,,,,,,,88
270,,,,,50,,,,,,7,,50,0,79,,,4,,,,7,,,48
271,,,,100,87,,,100,,,,,100,,89,100,,72,,,,,100,,
272,,,,,,12,,,,,12,,,,81,66,,63,,48,44,,,,93
273,15,,,82,,,,,,,,14,45,13,69,40,,,10,,,,,,
274,16,15,66,,8,,0,,,,,,,,54,25,,,0,,,,,,
275,,0,,,,,,,,,0,,2,,37,,,16,,3,,,,2,25
276,56,,85,,,20,,,,17,,,,,,,19,,,58,51,,52,,
277,31,,40,,37,,,,,3,,,53,,69,,,16,,,,2,,,
278,,,,,74,,10,,25,,,53,,,,,15,47,,,19,,53,,
279,,,,71,,,,81,,49,,,,12,87,,,,34,42,29,,,,
280,50,,100,,,,,,36,,4,61,,,,72,,13,,48,,,,,
281,17,,78,,,,,42,,16,29,,,,,69,,,,,47,,,9,
282,,0,,,,,2,73,7,,19,,,,,,,,,,0,0,,0,
283,0,20,,,,,13,81,11,,,2,,,,,,,16,,21,,,,
284,28,,,47,,16,,,,,,,24,10,80,3,,0,,,,,,,
285,,45,,80,,,33,72,,,,72,,,,,60,,,,,,70,,79
286,,,62,,,,,80,16,24,,,,7,62,,,60,0,,,,,,
287,,,,,,,0,,,63,45,,69,,,100,,80,,69,,,78,,
288,1,,52,,,,3,,0,,14,,,,,20,,,,,,,,5,12
289,,,91,,,14,,94,,,,,,,72,,,48,29,,,41,79,,
290,,,,,93,33,,100,77,,,82,100,23,,,,,,,,,,,84
291,,73,,,83,,,,,,,82,,,,73,39,65,,,47,36,,,
292,,5,,41,25,1,,,,,,,,,66,,,,,8,6,,23,,
293,,55,,,,0,,,2,,,47,19,,,,,,,,39,,43,,65
294,,35,,100,90,,,,,,,57,,,100,,,,,,34,54,,52,
295,,,,,63,11,,,,,0,,,,38,74,13,17,,,,,56,,
296,37,,,,,10,,,,,,,77,,,,35,32,23,,,,72,,69
297,65,,90,,,19,,88,,,,,,,,,,17,,,17,,,0,61
298,,,,,,32,31,90,,,,77,,43,93,74,,,,,,41,,,
299,27,,,47,47,5,,49,,,,,,,,52,23,,,,0,,,,
300,,,,,,3,,65,,,17,,,,44,,17,,,,,0,,18,26
301,,30,88,,98,22,,,,,43,,,,,82,62,,,,,43,,,
302,35,,,70,,19,30,85,,,,,,,,,37,21,,,,,,,53
303,58,,,,,,,82,55,,,,,,85,83,44,,,71,,,82,,
304,,,,,,,,85,53,,,50,,15,89,,,,42,,41,,79,,
305,97,62,,100,,,,,,,62,,100,,,,,84,5,,,,90,,
306,40,,,,,,,,,,19,36,58,,,,,,20,,25,32,,,57
307,68,,,,83,20,,90,,48,,,,,,,,89,,,,11,,27,
308,,,81,,,,,,47,,7,,,,,,,,18,,31,,74,32,43
309,,,67,57,,0,0,,,,,,,0,,,6,,10,,,,,0,
310,53,25,100,,,,31,,,,,,,,96,,,53,,39,34,,,,
311,35,,,82,35,0,,73,,,,,,,63,46,35,,,,,,,,
312,,,,,12,,,,,,,0,,5,33,41,,,,0,0,,,,28
313,48,65,,,,12,,92,,,,64,,,,100,,,,,60,31,,,
314,58,,80,89,,,,,14,,39,,,31,88,,,,,,,,54,,
315,100,,88,,,45,41,,,,,64,,,,,,61,,,,,76,66,
316,,,,,67,,20,93,67,,31,,,,,76,,,,,39,37,,,
317,,,,,,9,,,,,,,34,15,,,,21,,,26,4,31,19,
318,,,,,,32,,,,32,39,,,33,,,78,,49,,80,,,,86
319,9,14,47,,,0,0,,,,,,31,,,,,,,0,,,,,0
320,,,,,,,,57,24,26,,,,,,,,,,,30,32,74,0,55
321,19,,,,,10,,,14,,15,,,,,,,,,15,,0,12,0,
322,11,2,98,,,,,,,,,30,,,,,,,,19,,11,20,,69
323,,,,,,,,99,,,,78,81,,,,,67,17,49,,50,58,,
324,,,,,,24,,,20,,38,,,32,,90,,,,,40,,,16,59
325,,,92,,,,,100,,,68,,,30,72,,47,,3,,,,73,,
326,63,21,96,,,,,,,,,,,4,,51,38,36,,,,,,,82
327,,,70,,,,0,,,,,,,26,,,,29,,34,24,,65,14,
328,34,,81,,,,,72,,20,,,55,,,,,,,,,,57,13,63
329,100,60,,,,12,,89,,,,72,,,,,72,,,93,,45,,,
330,,26,,69,29,,,,19,10,,,58,,,,,,7,,28,,,,
331,,13,100,,,,,,,,29,,63,,,,,,18,,40,26,87,,
332,0,1,,,,,,,,,4,7,,0,53,,,,,0,,,,8,
333,,25,100,79,,,,,,,,,,,,,,63,,72,26,,80,,93
334,,,,72,,10,,,,,,,,,,59,,22,,33,25,33,,,31
335,28,,,58,,29,,64,,46,16,,56,,,,,,,,,,,,38
336,,33,,,,,8,91,,,,56,48,,87,,59,,,,,,84,,
337,18,,,72,,17,7,,,,,3,,,,43,,,0,,,0,,,
338,,,100,92,76,,,,17,,,,,,81,65,,,,,61,0,,,
339,,78,92,,,37,,,,,,56,70,40,,,27,,,,,,,9,
340,,,91,99,,,54,,53,52,,,81,,,,,,74,,,,,,93
341,72,64,85,,,,,,,48,,,70,,,89,67,59,,,,,,,
342,,,,,42,,,89,,,33,,57,,,,,67,23,63,,,79,,
343,,55,93,,,24,19,,,56,,,,,,,,,,,42,42,,19,
344,68,,73,82,,7,,84,,,,,,,,,,42,,,,,66,21,
345,,,74,69,,,12,,,6,,,,13,,63,,,,31,,,,,46
346,,11,,,34,,,,,0,0,18,52,,,,,,,0,5,,,,
347,,,,,,35,33,,43,,,,,,,78,,,39,45,,,57,,74
348,,,95,,92,,41,100,,,,,,60,92,,,43,,,,,,,100
349,,,,,,38,9,,,74,18,79,,,100,,,58,,,75,,,,
350,86,,,,87,,53,88,42,,21,,,,,,,55,,80,,,,,
351,,,,89,81,,34,,17,7,,,,,,,,,,42,,14,74,,
352,100,,,,75,24,,,,23,,,81,,,,,,,,28,,,37,73
353,44,,73,,,26,,,,35,,,,,,,29,20,,,40,44,,,
354,89,,,,,,39,98,66,,,,100,48,97,,,,,,,,81,,
355,22,0,,,,,9,,,8,17,,,15,,,,9,,,10,,,,
356,11,0,67,,,,19,,,,,7,,14,,,,,0,,,,,0,
357,,15,83,,,0,,61,,,,26,,,,,,,14,,0,,,19,
358,44,33,56,,,,0,80,,,21,55,,,,,,,,32,,,,,
359,0,15,,12,4,0,,,,,0,,,,,13,0,,,,,,,,
360,0,,37,,0,,,,15,0,,,,,,,9,,,0,,,,,57
361,,22,,56,,,,36,0,0,,26,,5,,,,,,,4,,,,
362,,0,82,48,32,,,,0,,,,39,,,,,,0,,,,,0,
363,20,,96,,,1,,,,,,42,,0,48,,,30,,,,34,,,
364,,,,100,86,1,,80,70,,,89,,,,79,,,,,,,91,,
365,48,51,,80,,24,,,,,,59,,40,77,,,,,,,,,0,
366,46,,,,45,23,5,,,26,,,,,,,,,,17,,,,3,30
367,,,,,,,25,,44,,,,100,,,,,81,51,,60,15,,44,
368,,,,,,,26,,35,41,,,75,,,,55,,,38,21,,,14,
369,,,,,,0,,81,31,,,,,,87,52,44,46,,,,,,,76
370,62,,,,,,,79,,,,,91,25,,,,56,,62,32,26,,,
371,71,,,62,77,,,,45,,37,83,,,,,,,,,,,,5,76
372,,33,75,71,70,,,,,,,,,,71,,37,41,,,,,,42,
373,,47,,,,31,3,,,56,,,,16,,,,,46,,,52,,12,
374,38,,,,,,,,,31,,28,16,5,86,,,18,,34,,,,,
375,,27,,96,100,,,,,31,,,,,84,,,65,,,,,,42,100
376,0,,,,17,,,,,4,7,,,,,34,,,15,,,7,,1,
377,,,95,83,,,,,,,38,54,74,,,,22,66,,,,,,2,
378,,,93,61,,,34,,35,,37,22,,,,63,,,,,,,,,60
379,,,94,,,7,32,,,,17,69,,23,,73,59,,,,,,,,
380,,15,,50,,,,,10,,,6,,,,,,0,,,,0,40,2,
381,,,89,,,,51,100,31,,,63,,,100,,,,,46,,,,,85
382,,0,,,44,,,,,,,18,18,,56,,,1,,1,,,,,11
383,,,,,23,,30,64,,,,,57,1,,,34,,2,,,12,,,
384,,,83,,52,,,68,,,43,,55,28,,,42,,,,,,,15,
385,100,94,,,,3,,,,,,,,,,,,,,84,77,64,88,53,
386,,13,,65,9,,16,,,,,,26,,51,,,,,,,28,36,,
387,,,,,,,,,31,21,9,,43,,,,31,,2,,37,9,,,
388,18,,,,,,,,,26,,,,20,53,68,,,,19,5,14,,,
389,,74,100,,100,,,,,,44,,,,,,,68,,,55,20,81,,
390,,,,83,,,,,,,,,40,,,,,34,25,40,,,70,5,65
391,,84,,,,,,,60,42,13,,,,69,,67,,,62,,,,33,
392,11,,49,,,,0,69,,,,,,,,,,,0,,0,21,37,,
393,0,,,,,0,0,,,,,,,5,,51,,,,,,,6,0,39
394,,,,,,,,,,,59,,98,,,82,73,,30,43,,21,,,64
