ID,sc1,sc2,sc3,sc4,sc5,sc6,sc7,sc8,sc9,sc10,sc11,sc12,sc13,sc14,sc15,sc16,sc17,sc18,sc19,sc20,sc21,sc22,sc23,sc24,sc25
44,,,,,100,,27,,,,,,100,,,,,,,,57,45,85,,
45,,,44,11,,,0,,,,,,,,,,,,,,,,43,0,44
46,,52,98,,,,,,29,74,,49,,,,,,,,,,,73,,
47,,51,,100,,,,,,,,,,24,,,,,17,,,,59,54,
48,,,,,,,,30,,,,,,,,30,0,,0,18,,,3,,
49,,,94,,,37,26,,,43,,63,,,,,,,16,,,,,,
50,35,,,,,,,,12,44,33,,,,,,,30,,,,26,,,
51,,,,,,,49,,,32,,,,,,,,,,67,82,58,83,,
52,22,,,,,,,,5,,,,42,0,,,,20,10,,,,,,
53,9,,,,,,,,,,,21,52,,,,,,,19,,19,45,,
54,,,72,79,,,,,,,,,,,77,89,,,,,63,,86,,
55,33,,,,,,21,,,,,20,,,87,,,,,,9,,45,,
56,,,,,50,19,,,,,,24,38,15,,,28,,,,,,,,
57,90,61,82,,,0,,,,,,,,,,,,,31,,,,76,,
58,,15,,,34,,,,,,12,14,,,,,,,15,,,,,,46
59,,,90,,,,,,,26,,50,,,,,20,,,,11,,36,,
60,,,43,70,56,,,,,,,24,,,,,,6,14,,,,,,
61,,,100,,100,,36,,,,,,,,,,,67,,,,36,,54,
62,,,86,,,0,28,81,,,,,,,97,,,,,,,36,,,
63,,,,86,,,20,,68,,69,53,,,,,,,,81,,,,,
64,,,83,84,,,,,,64,41,,,,,,60,,,,,71,,,
65,,48,,,,4,,,,,40,,72,,77,,47,,,,,,,,
66,,,,,,12,,,,,,100,75,,,,,,4,59,50,,,,
67,,15,,79,,,0,38,,,,,,,69,31,,,,,,,,,
68,,,,,93,,,,,38,,63,,,92,,68,,,,,,,51,
69,,,,55,,0,18,50,,30,,,,,,,,39,,,,,,,
70,,28,,,,,,,,31,,,,0,,,48,51,10,,,,,,
71,,,84,,85,,,,,,,,,,,84,,,,,36,34,,26,
72,14,,,21,,,,,,,,,9,,,,4,,,,,,38,,35
73,90,,,,100,,,,,53,,,94,,93,,,87,,,,,,,
74,,,,,1,,,38,,,,18,25,,,,,,,,13,,,16,
75,,,100,95,,,,,,,,,,,74,,41,,,60,51,,,,
76,,,88,52,,,,49,,,,19,,,,,,14,,,,,48,,
77,62,,,,,,,,,,55,44,,21,,65,,,,,,7,,,
78,,,,96,,,,,,,,72,,,,72,39,,,,,5,40,,
79,,,,,,,32,64,23,,11,,,,,,,57,,,63,,,,
80,,,,,86,17,,,,,20,69,,,,,,,,57,,79,,,
81,,,,,,,,,,0,,,,,,0,0,,12,,0,4,,,
82,,,,100,,28,,,,,,,,,,,28,,0,,,,,19,92
83,58,35,,,,,26,,,6,,,,,67,,49,,,,,,,,
84,,0,58,,,,,,,,,,,,,55,7,,,6,,,24,,
85,,,,40,,,12,,,,2,,30,7,,,,,16,,,,,,
86,,,,100,,,27,,41,,,,,,90,89,,,,,,,99,,
87,,34,,,,,15,,,,,,,,,,,,2,,10,,25,,49
88,,,,,,,11,,,,17,,,,,,,,14,,2,23,,,38
89,,,,100,100,39,,,,40,,,,,,,,,,,,,99,,100
90,,,,75,,,,,,31,,,,,63,,,,,,,26,83,13,
91,,,,20,,,,,0,,,0,,,,41,,,,,,,30,0,
92,,,100,54,,,,76,,,0,,,,,,,,,,,,,0,0
93,69,46,100,75,,,,,,,29,,,,64,,,,,,,,,,
94,,,,,53,,,,10,,,50,,18,,,24,,,,,,54,,
95,,0,68,,46,6,,,,0,,,,,,,,,,,,,0,,
96,,,76,,,,,,,17,15,,,,58,,,0,,14,,,,,
97,,49,,83,70,,,,,,,,,,91,,37,,,,,11,,,
98,43,50,99,,34,0,,,,,,,,,,,,,,,,,64,,
99,,,,,,,,51,,,,,19,,,76,21,13,,8,,,,,
100,,,,51,,,,74,,,27,,33,,,,,,,,0,10,,,
101,,,,91,,,28,,,,8,,,,,64,,,,74,,,,,86
102,,,,22,15,,,,,,,,,0,54,,,,0,,,,31,,
103,49,39,,,,,,65,,,,,,,,28,,,21,,,,,,42
104,27,,44,,,0,,,,,,,,,56,,21,,,,,,,7,
105,,35,,,,,,,,32,,,50,,,,,,,,23,50,55,,
106,98,,,,,,,99,,60,,,,,,,,,,,64,,,0,76
107,,,,,63,,,,,11,,,,,,,,17,9,,20,22,,,
108,0,,,,,5,,,,9,0,,0,,,,,,,,,,,,37
109,6,1,,,,,,,,,,,,,,24,12,,,,,0,0,,
110,22,,82,,,,,,,1,,10,,,,,,,,0,,,,0,
111,96,29,,100,,21,,,,,53,,,,,,69,,,,,,,,
112,,80,,,,,,,,,51,,76,,,,,,6,57,64,,,,
113,,,,85,,,28,,58,,,,,,,89,71,,,,,,94,,
114,,,73,,,,22,68,,,,,,,,,,,35,31,,25,,,
115,83,,,,,,20,,,35,66,,96,2,,,,,,,,,,,
116,,,75,57,,28,,,,,,,,0,,,,,,,,,68,39,
117,0,,,,,,,,,,2,14,,,,,0,,9,,,7,,,
118,,,,52,,,0,,,,,,,16,,,,9,,20,6,,,,
119,,34,80,,,1,,,40,43,,,68,,,,,,,,,,,,
120,,,,,,,,79,,,,53,46,,,,,62,,,,,,1,53
121,53,,93,,,,,,,,,,,16,,,,,16,,,18,,15,
122,,47,86,,,,13,80,,,56,,,,,,43,,,,,,,,
123,67,,80,,,35,17,,,,,,,,,93,,,,,,12,,,
124,,,,86,,33,,,,,,91,,38,,,,,,,,33,,33,
125,67,,,,,,16,,,,20,,,,,,24,,,,,,52,3,
126,,,92,,,,21,80,,,,7,,,77,,15,,,,,,,,
127,48,,,,46,,,,22,23,,,,0,,,,,,,,,,1,
128,,,,,,,,,,,63,,87,,,100,,,,47,,,96,,100
129,,21,,,59,,,,,,,29,,,70,,,,4,,,,,0,
130,36,,,,,,,,,34,14,,,7,,33,,,3,,,,,,
131,,16,,50,,,18,,,,22,,,,74,,,,,,,,6,,
132,,,81,68,,19,,88,,,,,,14,,,,,,,,,56,,
133,,,,,100,,,83,60,,,,,45,,,,,,,,60,100,,
134,,0,,,,,6,,,,,,,,,,8,,13,,5,,,,5
135,,51,,91,,,,,,15,,,38,,,,,,,,23,31,,,
136,,,,,,,14,82,,,,,32,15,77,45,,,,,,,,,
137,,,,,,,13,,,10,,41,53,,74,,,,,,,,,2,
138,,24,,70,,,,76,,,,,,,70,64,,32,,,,,,,
139,,,,63,50,,,,,,,,,,,,1,,,,,26,53,0,
140,,,100,,,,,,,,,,,,,,,100,,61,45,35,,,86
141,,1,,,,0,0,,,,,,,,,,8,,,,0,,40,,
142,,,,,,,,70,15,,,29,,,,48,35,,,,,,47,,
143,,,92,,,50,29,,53,56,,,,,,,,,65,,,,,,
144,,,,,,,,,7,2,34,21,,,,,,,,,,16,,,71
145,,,,,,,,,,,,13,17,5,18,,,0,,,,,,7,
146,,11,,,,,,51,14,0,,,,,,,0,,,,0,,,,
147,,39,100,,,38,,,,,,75,,0,100,,,,,,,,,,
148,,,79,,,,11,60,,,23,,,,,,21,,,17,,,,,
149,,,,,,,0,,1,,,,0,,48,,,,3,,3,,,,
150,,,,62,,,,32,0,,,,,,,,,,0,,,,31,14,
151,,,89,,,13,,,,,,4,,,,,,10,11,1,,,,,
152,,,,,94,,,,74,,,,94,,,,,,,100,,,83,45,
153,,26,82,,,,,,,,,,38,,,,,18,,,,24,,10,
154,,,,,,17,,,69,,,,100,,,,,,,,,48,100,21,
155,4,,,,,0,,,,9,,,,,43,,,,0,0,,,,,
156,7,,89,,,,,56,,,,,52,0,,,,,,,,,,0,
157,,2,,52,52,0,0,,,,,,,,,,,,,,13,,,,
158,23,,72,63,,,,,,6,,16,64,,,,,,,,,,,,
159,,,89,,64,,3,,,,,32,,21,,81,,,,,,,,,
160,,,82,,,,,,0,,1,3,,,,,,,,,,0,,0,
161,,,,,,28,,,67,,,,,,,,40,,,26,55,56,,,
162,48,,,85,,19,,,,,,,,,,,,,16,,57,,,39,
163,64,,,,,,40,,9,,46,,,,,,72,,,56,,,,,
164,87,,86,,,,,100,,34,,,,46,,,,,,,,,93,,
165,,,53,,,,,,,,,,35,,,42,17,,,,14,,,0,
166,,54,,73,,,,,,,,45,,,,,,,26,54,16,,,,
167,74,,,,100,,12,,,,,,,53,,,,,,,,60,84,,
168,,,,69,,,11,,,,23,,,,,,41,35,0,,,,,,
169,,,,,,20,,94,28,,40,,,,,,,39,,,,,,10,
170,,,86,82,,13,,,,,13,,,,73,,,48,,,,,,,
171,,,,,,22,6,,,48,,,,,,,,47,,,,33,52,,
172,34,,,,,,,,18,20,,,,,,80,,45,,,,35,,,
173,22,43,62,,,,,,,,,,,,,,,,,,,8,62,9,
174,,,,,,,,,,,,17,,,59,51,,,,7,,,16,0,
175,,,,,0,,,45,,,,,,,65,,7,,,,,0,46,,
176,29,,,,,10,,53,27,,,,61,,85,,,,,,,,,,
177,,,,,,,26,,,,14,16,34,,,,,,6,,,,,4,
178,,7,57,,27,,,,,,,,31,,,58,,,,,,,,,52
179,,,53,,,0,,55,,,,,0,0,70,,,,,,,,,,
180,,,,54,,,,,,,0,30,,,62,60,,,,,,,,,59
181,,7,,,18,,0,68,0,3,,,,,,,,,,,,,,,
182,0,1,,,8,,,,,,,5,,,,,,,,,,0,59,,
183,,,,99,,,,,,,46,,,,89,,25,49,,,41,,,,
184,,,93,,,12,,95,,,,,62,,75,,,,,,,,71,,
185,,,,,,23,,,,,,,,16,94,,,94,,,,,90,43,
186,,,90,,100,42,67,,,,,93,,,,,90,,,,,,,,
187,40,,,,,,0,61,,,,,,0,,,30,,,30,,,,,
188,,,,92,,,,,,,37,,,36,,,,,,,79,,100,55,
189,,,,,,49,48,88,,,,,,25,100,,,,,,,59,,,
190,28,,,,,0,,,,,,,,,,,11,,0,,,,44,19,
191,,,,77,,17,,,22,33,,,,,,,8,,,,,,43,,
192,,,,,,,,81,,,,,,,,49,19,,,33,,,,26,36
193,,,88,,87,,,,,,,,,23,,,,,,80,77,60,,,
194,,,,44,,,,,,,,,,,75,58,,,4,10,,,,4,
195,67,,,,,9,,,52,,,52,,,,100,,,,,,,,19,
196,31,,,51,,,,,12,,13,,,,,,,,,,,7,62,,
197,,,,,,,,,17,,,,,,,14,,13,,,12,,,13,37
198,,,,,97,,,,58,24,36,,,0,,,53,,,,,,,,
199,,,68,,,0,,,15,,,,,1,,,,,20,14,,,,,
200,82,70,,,,,,,,,,,68,,,,,,10,73,,,,9,
201,,,97,57,,2,,,,,,15,,,84,,,,,,,,,2,
202,,,,,32,,25,,,,0,,,,,,,,20,,,,58,,39
203,,,75,,,,,,0,,,,59,0,44,,25,,,,,,,,
204,,,,,,,,78,0,,,37,50,,42,,,,,,,24,,,
205,,,,,,,,,,61,57,,94,,,84,,49,,,,,,41,
206,91,57,,100,,,,,,,44,,,,98,,,,,,63,,,,
207,,30,,50,,,24,,,45,,,,,84,,,34,,,,,,,
208,22,,,,,,20,,,17,,,,2,,,,,,,,40,53,,
209,,,,,48,,,65,,,,43,42,,,,10,,,,,,,3,
210,,,,,,,,,,49,,,84,31,,,37,,,,72,,80,,
211,,,,,76,,29,,,,24,,,,,,,,,,33,25,,,70
212,,,,,52,,,,,,,,,,53,71,24,26,,,,,,16,
213,88,,,,,45,,,,,,,100,,,,,,,,32,38,95,,
214,,,,,53,,,,,20,,,,,,,,,,18,45,,47,26,
215,,8,,,,11,,,8,,,,,0,,57,,,14,,,,,,
216,,,,,75,0,,,,,,,,,,90,,,,25,,,,41,64
217,,2,,,,,,,,30,,,,23,31,,,36,0,,,,,,
218,,11,,,,0,,,,26,,,,0,,,,,,,,,,20,44
219,,,,74,,,0,63,8,,,,,,,,,12,,,,,,,32
220,18,,,,,,,,,2,35,,51,,82,,,,15,,,,,,
221,,,,,,,,78,,,,,62,,,,41,,,,52,31,,39,
222,,,75,,,,3,77,,,,,,,,54,,,15,,20,,,,
223,,,,,32,3,,,36,,20,,57,,,,,,,,,,,0,
224,,,100,,,12,,100,,71,,,,,,,,,,,66,16,,,
225,14,,,,50,16,,,,,,0,8,,,,,,,,,0,,,
226,42,,,80,,29,,,,,,,,,78,,31,,,,,,,3,
227,,7,,,,2,,,,,3,37,,,,,,,,,,25,,18,
228,53,,,,,,,,,,,,,0,,,25,34,38,,40,,,,
229,24,24,,24,55,,,,,,,,,,,,,,,,,,,6,18
230,,,,,,,9,,0,16,,,6,,,30,,9,,,,,,,
231,,63,100,,,,,83,,,,93,,,,,,,,,69,51,,,
232,,0,,55,,,,32,,8,,17,,,,,,,13,,,,,,
233,,33,,66,,,20,,,,,,,,,,,47,,,,20,63,,
234,26,,,48,,16,,,,,,,,,78,,,,,11,,,,,47
235,,,,50,83,,,,,,,,25,,,,,,,19,,,,16,69
236,,,93,76,,29,6,,,,65,,,,,,,,,,,,,,69
237,,,,,,1,,,,26,,,,,,89,,,,49,54,50,,,
238,,,,53,,,20,74,,,,,,8,,,,,7,,,,,,67
239,,,,,100,,,,,91,,,87,,,92,,,,85,,,,31,
240,,24,,,41,,,,,,,,,,,,21,,3,,,,,1,59
241,,,66,,,,,,34,,,33,18,24,,,,,17,,,,,,
242,,,,,37,,,,29,10,,,,,,,31,56,,,,,67,,
243,,,,87,,,,97,30,,,,,18,,,,,39,,,,,,69
244,,,,,,45,,,54,,63,,65,,,,64,,25,,,,,,
245,,,,,85,,,,,36,,,100,,,,,,,48,63,,,,100
246,,,,,86,,,,,34,,75,,1,,,,,59,,68,,,,
247,,,,58,43,,,,,41,,,,,,,,70,,45,,,,,69
248,,,84,97,,,,91,,,,77,,20,,,,,,,70,,,,
249,,,,,,21,5,,,,,,,8,,,,,9,41,,20,,,
250,,44,,,,,,98,27,,55,,,,,89,,,,60,,,,,
251,,,,,,,,47,,,18,,23,3,,,,11,,,13,,,,
252,,,,87,,7,,,,,68,,,,92,,,,42,,,,,,77
253,,,72,,,,,,,18,,,,6,90,76,,,,,,,63,,
254,23,35,85,63,31,,,,,,,,,,,,,,,33,,,,,
255,,,,,,,,79,15,,,,88,,75,79,28,,,,,,,,
256,86,36,,,,,,97,,14,17,,,,,,42,,,,,,,,
257,10,,,,,,,55,,,,,0,,,27,,,,,,,47,17,
258,,,,,,,,,,0,,11,,,,66,6,18,,,,,,9,
259,55,,,,,0,,,35,21,19,,,,,54,,,,,,,,,
260,,,100,,,,,91,30,,27,,,,,,20,29,,,,,,,
261,56,,,76,76,33,,95,,,,,,,,,,,,,,,71,,
262,,44,,78,,,,,46,30,,,,28,,,,,,,,,,7,
263,,,,22,,0,6,,,,,,,14,,46,,0,,,,,,,
264,,65,,,,,,,59,,,,,,,,,,,39,34,,,15,78
265,41,,,66,,,,,,,,,,,,,,44,,26,,,50,,89
266,,,,,,,,76,,,,,70,,,73,,,,,63,,,50,74
267,,,,,,,,,51,,57,,60,,,61,,64,,,34,,,,
268,,,,,,6,15,,,,,,,0,,,,,,,,20,,4,36
269,,,,,76,,0,,,,,77,,,,,,,6,66,,,90,,
270,,,69,,,18,,,15,,,,,,79,,,,17,,,,,,48
271,,,84,,,,,,,,,100,100,,,,,,,73,77,,100,,
272,,42,,,,12,,,,,,,,22,81,,,,,48,44,,,,
273,,,,,,9,1,,,25,15,,,,,,,,,33,6,,,,
274,,,66,,,16,0,,,,,,,,,,,,0,,,,64,,38
275,0,0,,,,,,,,,,,,,,,5,,4,,,,0,2,
276,,,,,,,31,,,,,,66,,,,,,,58,,,52,0,46
277,,14,,46,,,,86,18,,,39,,,,,,,,,,,32,,
278,,,62,,,,10,,25,,,53,,,80,,,,,,,4,,,
279,,23,91,,,4,,,33,,,43,,,,,,,,,29,,,,
280,50,,,,,,18,,,4,4,,,,,,,,36,,,,68,,
281,,,,,41,,2,,,,,,46,12,,,7,,,,,,,,30
282,0,0,,52,42,,,,,,,,0,,,,,,,,,,,,57
283,0,,,,,,13,,,,,2,18,,55,,,,,,,,,,43
284,,,,,,,,,,,,7,24,,,,5,0,,,18,,2,,
285,,45,88,,,,,,,22,,72,,,96,,,,,,36,,,,
286,,,62,,,42,,80,16,,,,58,,,,,,,,,19,,,
287,,,,,,29,,84,,,,47,,53,,,,80,,,,,78,,
288,,,,50,40,,3,,,,,,33,,,,,,,,0,7,,,
289,,,,,,,,94,,,47,,63,,,,,48,,,37,,,4,
290,,,,,,,,,77,,,,,,,100,,54,,,,,88,32,84
291,61,,100,,,,,84,,,,,,,93,,39,65,,,,,,,
292,,,,,,1,,,,,,,,,66,44,,,,8,6,,,,32
293,,,,60,69,,21,,2,,,,19,,,,,,,39,,,,,
294,96,,100,,,,,,,33,52,,,,,,,66,59,,,,,,
295,,5,,,63,,,,,29,,,,,,74,,,5,,,,,4,
296,,,86,,,,,,,,39,50,77,21,,,,,,,,,,0,
297,65,,,,,19,19,,13,,,,,,,62,,,,,,,,,61
298,,36,,,,,31,,,28,,77,,,,74,,,,,,41,,,
299,,,,,,,,,,,,18,,10,,,23,,,11,0,,,10,
300,10,,,,,,,,0,,,,,,,,17,20,,,,0,,18,
301,,,88,,,22,,,,,,,,,,82,,,,75,78,43,,,
302,,,,70,,,,,11,,5,33,,,92,64,,,,,,,,,
303,,,94,,,,,,55,,,,,20,,,,,,,,12,,31,85
304,95,,100,,100,,,,,,,,100,,,100,,,,,,32,,,
305,,62,,,84,,,,,,,,,22,,,53,84,,,44,,,,
306,,,,,59,,,,27,,,36,,,80,,40,,,,,32,,,
307,68,,,,83,,30,90,,,,,95,,100,,,,,,,,,,
308,,,,,,,,,47,,,54,,10,,,,,,,31,20,,32,
309,,,67,,,,,,,0,,,,0,,,6,,,,,0,,0,
310,,,,73,,,,83,60,39,,,73,,,,,,,,,,,,79
311,,,,,,,,73,,,23,,18,,63,,,,,,33,,,17,
312,14,,,,,,,,,,,,,,33,,0,,,,,0,,8,28
313,,,85,95,,,19,,,,,,,55,,,,,,,,,84,,85
314,,,,,,,,,14,,,,,31,,76,63,,,,35,,,7,
315,,,,,91,45,,100,,45,,64,70,,,,,,,,,,,,
316,,,100,82,,,,,,,,,,23,83,,,,33,,,37,,,
317,,,77,,,,,,,2,0,,34,,,,,21,,27,,,,,
318,,,,,,,,,52,32,39,71,,,,,,49,,,,,96,,
319,,,,43,22,0,0,,,0,,0,,,,,,,,,,,,,
320,,,86,,,,27,57,,,25,54,,7,,,,,,,,,,,
321,,,,,,,,,14,4,,,,,,,5,,,,0,,12,0,
322,,,98,,,,,87,,14,,,11,15,,,,,,19,,,,,
323,,,,72,,,,,,64,,,,,94,,66,,,,62,,58,,
324,,,,,,24,,,,,38,,,,88,90,,82,,56,,,,,
325,81,63,,,,,,,,61,68,,,,,,,,,45,,,,48,
326,63,21,96,,,,,96,,,,,,,,,,36,,,,,,,82
327,,23,,64,,11,,,,,,,,26,,,,,,,,33,65,,
328,,,,,,10,,,,,,7,,,,,,29,,36,24,,57,,
329,,60,,,,12,,89,,,,,,19,,89,,,,,,,84,,
330,,,,69,29,,,,,,0,,,,,65,17,,,,,,,13,
331,,,,63,72,,,,,,,,,40,100,,45,46,,,,,,,
332,0,,,,0,6,,,,,,,,,,,,,,,0,0,,8,
333,,,,,,,30,,76,,31,,81,,,,,,31,,,,,,93
334,,,,72,59,,21,,,,,,63,31,,,,,10,,,,,,
335,,,,,,29,,64,,,,15,,,,,29,,5,,33,,,,
336,,,97,75,,,,91,,,,,,,87,,,,,,26,,,10,
337,18,,,72,,,,,,,9,3,,,,,,,,,,0,,,25
338,,42,,,76,,,100,,,39,,,,,65,,,,,,0,,,
339,,78,,93,68,,,,55,,19,,,,,,,35,,,,,,,
340,,,,,,25,,90,,,31,,81,,,,,82,,,,,,,93
341,,,,100,,,,,,48,,,,,,,,59,,,,26,66,,82
342,53,17,,,,,23,,17,,,,,,80,,,,,,,,,,64
343,,,,,,,,,30,56,62,,,,,,,,,,42,,62,,73
344,,,,,,,,,,27,24,63,87,,,,,,,,,43,,,66
345,,19,,69,,0,,,,,0,,17,,,,,,,,,,,23,
346,9,,,,34,,,,,,,18,,2,,,,,0,,,,15,,
347,,,,73,,,,76,,,,,,,99,78,,49,,,,,,,74
348,,53,,,,,,,,,21,100,,60,,95,,,,,,,,,100
349,,,94,,,38,,,,74,,,100,,100,,,,56,,,,,,
350,86,70,,,,,,,,,,,,,,,,55,,,,61,,57,100
351,,,,,,,34,,17,,,,,11,,,,,,42,42,14,,,
352,,26,,,,,,85,,,,67,81,,93,,45,,,,,,,,
353,,,,77,,,,,32,,,,34,,75,,,,9,14,,,,,
354,,,100,,98,,39,,,45,,,,,97,,,,7,,,,,,
355,22,,,35,,,9,,,,,,,15,,60,,,,,,6,,,
356,,0,,,,,,52,,1,4,,,,,,,,,,19,,22,,
357,,15,,,69,,,,,14,,,,,,40,,,,25,,,23,,
358,,,,,,,,,,,21,,,,69,,,33,,,2,22,54,,
359,,,,,,,,,0,,,,,10,,,,11,0,,,,,5,13
360,,,,,,,,,,,,2,,,71,,9,6,,,0,,30,,
361,19,,,,,,4,36,,,,,0,,92,,,,16,,,,,,
362,45,0,,48,,,,,0,,,,,,,,,,,,,,69,0,
363,,14,,41,,,,,,,28,42,,0,,,,,,,,,,,40
364,90,,100,,86,,,,,,,,,,,79,,,0,,,,91,,
365,,,89,,,,,,,,,,88,40,,,,41,,64,,,,0,
366,,,95,,45,23,,,,,,38,,,87,,,,8,,,,,,
367,,,,,,,,,,,,96,100,,,87,75,,,57,,,,44,
368,,,,,,,,,35,,29,,,,,73,,,42,38,,,,14,
369,,,,,76,0,,,,,23,,,,,,44,,,,,,68,,76
370,,18,,,,,,,50,,,,91,,98,65,67,,,,,,,,
371,71,,,,77,23,,,,,,,,,,,,,,,56,60,,,76
372,65,,,71,,,38,,,,,,,,,,37,41,,,,,,42,
373,43,47,,72,,,,,,56,,,,,,84,,38,,,,,,,
374,38,,61,,,,13,,,,,,16,,86,,,,,,3,,,,
375,,27,100,96,,,,100,,,,,,,,100,,65,,,,,,,
376,,,,,,,0,,0,,,,0,6,,,,,,,,,5,,31
377,44,,,,,,32,,,42,,,,7,,66,,,,,,,,2,
378,,,93,,,,,,,1,37,,,,,,,,8,,38,3,,,
379,,40,94,,,,,,,,,69,,23,,,,,,63,,48,,,
380,,,,,,,12,,,2,,6,,,,,,,0,0,,,40,,
381,83,,,,72,,51,,31,,56,,,,,,,,,,,,87,,
382,,,,,,,,,,,,,,,56,,14,1,,,,,50,0,11
383,,17,66,,,,,,,,17,,,1,,,,,2,9,,,,,
384,,39,83,66,,,,,,,43,,,28,,58,,,,,,,,,
385,,,,,,,,,40,76,38,,100,41,,,,,,,77,,,,
386,10,13,,,,,,,,,0,,,,51,,,16,,,,,,9,
387,,29,63,,,,12,,,,,,43,,,,,22,,,,9,,,
388,18,5,,,,,21,,16,,,,,,53,68,,,,,,,,,
389,,74,,,,,,,,,,,,20,,94,,,16,,55,,,,77
390,,25,100,,42,,22,,,,,,,,69,,,34,,,,,,,
391,,,100,,,,,100,,,,,71,43,,,,48,,,,,80,,
392,11,,,,,,,,,,,,,9,,51,,,0,22,,21,,,
393,0,0,,,,,0,,,0,,,,,,,0,,,,,,,,39
394,,,,,82,,,73,,35,,,,,,,,40,,,,21,,,64
395,56,,82,,,,44,,,,,,,,,,76,42,40,,,,,,
396,,14,71,,,27,,,,,30,29,,,,,,,,46,,,,,
397,,,,,100,,,,,50,,,88,20,,,,96,,,,,,,86
398,,,,,68,,,,,,,67,,,,52,,,,49,,,,33,46
399,,,,,,,,,43,,57,,,,,,,,0,,47,80,,58,
400,28,,,,,,,,8,,,17,21,,,,,1,15,,,,,,
401,,45,,,,,,100,60,,,,,,,100,,,42,,,44,,,
402,,,,,,,,37,0,,10,30,,,,29,,18,,,,,,,
403,,12,100,71,,,,,41,,29,,,,68,,,,,,,,,,
404,,,,,,21,,92,69,,,,,,,,,,40,,,,76,,89
405,,,,67,,,,,,,11,17,,,72,67,,,,,,,33,,
406,,,,59,,,,,,,18,,17,8,,,,,,,,,,8,39
407,,,,,,,,58,24,,,,59,,,,,,15,11,,,,,54
408,,,,90,,,20,93,,,,,,,,,,64,22,,,,,,95
409,21,34,,,,,,,,15,17,,,,,,,16,,,,23,,,
410,90,,,,,19,,,,,,,87,,,,,,,,44,42,,18,
411,45,,,,,,,91,47,,,,,,100,,,,13,,,,84,,
412,,,,72,,,,42,,,19,26,,,,,,,,,,0,3,,
413,,,65,71,31,,,,,,,,,,,,29,,,,,11,34,,
414,,32,100,,,,,79,,,29,,,,,,,50,,,,,,54,
415,22,,,,,2,,,,,0,23,67,0,,,,,,,,,,,
416,,23,,83,,,,,,,,,,,82,,34,,,,21,,,27,
417,,,,,,38,25,,,,58,,61,,,,,50,37,,,,,,
418,,,,,,2,,,,,12,,,,,,,44,60,,52,,89,,
