ID,sc1,sc2,sc3,sc4,sc5,sc6,sc7,sc8,sc9,sc10,sc11,sc12,sc13,sc14,sc15,sc16,sc17,sc18,sc19,sc20,sc21,sc22,sc23,sc24,sc25
37,,,,,,,,,,,,,,,,,,,82,47,,89,,,
38,,,,,,31,44,,,,,,,,31,,,,,,,,,,
39,,,,,85,,,,,,96,86,,,,,,,,,,,,,
40,,,21,,,,,,,,,,,,,12,,,,,42,,,,
41,92,,,,,,83,,,,,,,,,,96,,,,,,,,
42,,65,,,,,,,,,,,,,,,,,,40,,,,68,
43,,,,77,,,,41,,,,,,,64,,,,,,,,,,
44,,,,99,,,100,,,,,84,,,,,,,,,,,,,
45,38,,,,,,,,,,,,,36,,,,,,,37,,,,
46,,,,,,,,40,,,95,,,,,,,,,,,,62,,
47,64,,,,,,76,,,,,,44,,,,,,,,,,,,
48,,,,,,,,,,,,0,,,,,,,14,,,,,13,
49,,,38,72,,,,,,,,,,,,,,,,,,,,69,
50,,,45,67,,,,,,,,41,,,,,,,,,,,,,
51,,,,80,,,,,,,,,,,,,,,84,,,,67,,
52,,,,,,,,,,,,,,55,,,,,,24,,,,,16
53,,,14,,,,,,,,,,,,,18,,,,,49,,,,
54,,,,,,,,55,,,80,,44,,,,,,,,,,,,
55,,,,,38,,,,,,,,,,,,29,,39,,,,,,
56,,,,,,29,,,,,,,,,,,36,,,,,51,,,
57,,,,,100,,,,,,,,42,,,,,,92,,,,,,
58,,,,51,,,,,,,,,,38,,,,,,,,,,,12
59,,,21,,,,,,,,,,,,,,,,,,62,,,,22
60,,,,,,,,,,,,,,32,16,,,29,,,,,,,
61,,,,93,,100,,80,,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,50,49,,,,,54,,,,,,,
63,,,,,,,,,100,,,,,,,,,,,,,,76,,44
64,,,,,,,,,,,,,,,,,,,83,,,,69,,25
65,,,42,,,,,,,,,,,,,53,,,,,,71,,,
66,94,,,,,,,,,,,,,,,74,,,86,,,,,,
67,57,21,,,,,,,,,,,,,,,,,,,,,14,,
68,,,,,,,70,,,,,,,,57,47,,,,,,,,,
69,,,,,,,,,,26,,,,,26,,,,,,,,35,,
70,,,,,,,,,,,,37,,,,,,,60,,,54,,,
71,,,,88,,,,,,63,,,,,,,79,,,,,,,,
72,33,,,,,,,,,,,,,,,10,,,,,,,,,6
73,,,,,,,,,,46,,,,,,61,92,,,,,,,,
74,,,,,,,,,,0,,1,,,,7,,,,,,,,,
75,,,,,,,,,,,,,,,,,,78,,,,,62,,39
76,,10,,,34,,,,,,,,,,,,,38,,,,,,,
77,,58,37,63,,,,,,,,,,,,,,,,,,,,,
78,,,48,,,,,,,,72,,31,,,,,,,,,,,,
79,,,,,,68,69,,,,,,32,,,,,,,,,,,,
80,,,,,,,95,,,,,,,,,,,,,68,,,,,46
81,,,,,,,,,,,,,,29,,,,,,,34,33,,,
82,,,,100,,100,,,,,,,,,,,,,,,,,55,,
83,,,,,,,,,66,,,,34,,,,,,,,71,,,,
84,,13,,,,,,,,,,,,,,,,,9,2,,,,,
85,,32,,,,,,,,,,,,,,,,,,,,53,19,,
86,,,,,82,,,,,,,,,,,,,,85,,,,,95,
87,,,,,,,,,,,,,,52,,,,,,19,65,,,,
88,,,,,,,,,,29,,,,,34,,,,,,55,,,,
89,,,,90,,,,,,,,88,,,93,,,,,,,,,,
90,,,,,,,,29,,,,40,,,,,,,,,,63,,,
91,,,,,29,,,,,,,,,,1,,,,,0,,,,,
92,,3,,,,,,,,,,,,29,12,,,,,,,,,,
93,,,,,,63,,,,,,,,,,,,,,,,73,55,,
94,,,,,,,,39,60,,,,,,,,,,,,,,,45,
95,,,6,,,,,,,11,,,,,,,,,,,48,,,,
96,,13,,,,,,,,,,,,,,,,,,9,,,,,9
97,,,,,,,,,,,,,,,,,,,,46,,82,,80,
98,,,,,,60,,,65,,,,,,,,,49,,,,,,,
99,,,,30,,,,,,14,,23,,,,,,,,,,,,,
100,,,,,,,,,,21,,,24,,,,,,,,,,,37,
101,81,,31,,,,,,,,,,,,,,72,,,,,,,,
102,32,,,,14,,,,,,,,,,,,,18,,,,,,,
103,,,,,,,,,,,60,,,52,,,,47,,,,,,,
104,,,,,,,,,38,,,,,,,,,37,33,,,,,,
105,,,,,75,,,32,,,,,,,,,,,,,79,,,,
106,,,,,,,,76,,,,83,,,,,,,,40,,,,,
107,,,,,,,,,,,,39,21,,,,,,,,52,,,,
108,,,0,,,,,0,,,,,,,,,,,,,,,,20,
109,,,,,,,34,,,,,,,,,,,8,,,,,,28,
110,,,,32,,,,,,,,,,,,,,,,,,35,,32,
111,,,,,80,,83,,,,,,,,,,,,,,,84,,,
112,84,,,,,,,,,,,,,,,,91,,,,,,,91,
113,,,,,,,88,,,46,,,,,,,,,,,,,58,,
114,,,,60,,,,,,,,,,,,35,,,,,,,,60,
115,,,,,,,,,,,88,,,,,67,,,91,,,,,,
116,,,,,,,66,,59,,,,,,51,,,,,,,,,,
117,,6,,,38,,,,,,,,0,,,,,,,,,,,,
118,,,,,,,,,,30,,,,,,,,32,,17,,,,,
119,,,,,,64,72,,,,,,,,,,,,,,,,,,20
120,,,,,,,,,74,,,,,,,,,,,40,,,,,37
121,,,,,,,48,,,,,52,,,,,,,,,,,,61,
122,,83,,,,,,,,,,79,,,,,,89,,,,,,,
123,,,,75,,,,50,,,,,,,,,,62,,,,,,,
124,,,,,98,,,56,,,,,,,,60,,,,,,,,,
125,,,,,,,,,,,,,,53,,,44,,,,,,,,20
126,,,,,,,,,,,,19,4,,,,,,,,,,,28,
127,,,,,,,63,,,,,,,,,,,,,,,67,,62,
128,,,,,,,,,,,100,,56,,98,,,,,,,,,,
129,,,,,,,,28,,29,,,,,,,32,,,,,,,,
130,,,,,,,52,,,,,,,,15,,,,,,,,,57,
131,,,,,,,,,,8,,11,,,,,,,,,,,,,3
132,63,,,,,,,,,,,,,,,,,,,,,,,74,27
133,,,,,,,,61,,65,,,,,,,,,,,,100,,,
134,,,,,,,,,,,,,,,,6,19,7,,,,,,,
135,,,,,,,,,,,,,,,,,,,,,,76,41,,28
136,,,,,,,37,,,,,,,,,,,5,,,,34,,,
137,,,,,,,,,,,57,47,,,,,,,,,,,38,,
138,,,,,57,,,,,32,,,,,,,,,,,,59,,,
139,,,,,,,49,,,,,,,,16,,,39,,,,,,,
140,,,,,,,95,,,,,,,,87,,100,,,,,,,,
141,,,,,,,,15,,,,,,,0,0,,,,,,,,,
142,,,,,,,,,,20,,,,,,,,,,,,59,21,,
143,,,,,,,,,,,,72,,,,,,87,,,,,,86,
144,,,,,,,44,,,,,,,,,32,,,,,62,,,,
145,,,,,,,,,24,,,5,,,,15,,,,,,,,,
146,,,,,,,,,,,,,,,0,,,15,,,,,,23,
147,,94,,,,,,,,76,,,,,,,,,,,,,63,,
148,,,28,,,34,,,,,,,,41,,,,,,,,,,,
149,31,,,,,3,,,,,,,,,,12,,,,,,,,,
150,,,,,,,,,,,,,,,,,13,,,14,60,,,,
151,,,,32,,,,,,,,,,,,,,,13,,48,,,,
152,,,,,,,,79,,67,,,,,,,,,,,,,76,,
153,,,,,,,,,,,69,,21,,,,,,65,,,,,,
154,,,,,92,,,67,,,,,,,,,,,,57,,,,,
155,,,,,,,,,,0,,,,,,,,,,6,39,,,,
156,,,,,,,,,,,,,,15,,0,,,,,,,0,,
157,,,,,,,,0,,2,,,,,,,,,,,35,,,,
158,,,,,,,,,,,,,,39,,,,,,,,,,31,21
159,,,18,,,,,,,,,32,,53,,,,,,,,,,,
160,,0,,36,,,,,,,,,0,,,,,,,,,,,,
161,,,,,,85,82,,,,,,,,,,,,,,84,,,,
162,,,26,,,,,,,,,,37,,,,,,,,,,,,31
163,,,,,,,,,,65,,,,,,,,,,53,,94,,,
164,,,,,,93,,,87,,,,,,,,,,,,86,,,,
165,,,,,41,,,,,,62,,,,,,,,,,,,,,15
166,,51,,,,,,,,,,,29,,,,,,,,,,,59,
167,,,,94,,,,,,,,,,,87,,,,,,,,,,41
168,,,40,,,,,,64,,,,,,,25,,,,,,,,,
169,,,,56,,60,,,,,,,,,,,,,,,67,,,,
170,,,53,,,,62,,,,,55,,,,,,,,,,,,,
171,,,,,,,,44,,,,,,,56,,,,,25,,,,,
172,,,,,,,,,,,,,,,,53,,,63,,,,60,,
173,69,,36,,,,,,,,,,,,,,52,,,,,,,,
174,,,,,,,,,,0,,,,,,,28,,,,,,,29,
175,,,,27,,,,4,,,,,,,,,,,11,,,,,,
176,,,,,,34,,18,,,,,,,,21,,,,,,,,,
177,,,,,,23,,,,,,,,,,25,,,,,56,,,,
178,,,,,43,,,,,,38,,3,,,,,,,,,,,,
179,,,,,,,,,,7,,,,8,,,,,,,47,,,,
180,,,,38,,19,,,,,49,,,,,,,,,,,,,,
181,,12,,23,,,,,,,,,,,,,,,,,,,,5,
182,,,,,,,,,,4,,,,25,0,,,,,,,,,,
183,,51,57,,,,,,,,,,,,,,,64,,,,,,,
184,54,,,,59,,,,,,,,,53,,,,,,,,,,,
185,,,,,,,,,,,89,,,88,,,,,,,,,,87,
186,,,,,,,,,,,,,56,,,,,,89,40,,,,,
187,,,,52,,,,,,25,,,,,,,54,,,,,,,,
188,,,,100,,,,,,,,,,,,,,,,,98,,,86,
189,,,,,100,,,,,,,,,,,,100,,,,,,84,,
190,,,,,,,,9,,,,,,,12,16,,,,,,,,,
191,,,,56,,,,,,19,,,,,,,,,,,,60,,,
192,,,,,,41,,,,,,,,,,,,,,,64,71,,,
193,,,,,,96,96,,,,,,59,,,,,,,,,,,,
194,,,,,50,,35,,,,,,,29,,,,,,,,,,,
195,,,,,,,,,,,95,,,,,,84,,,,,92,,,
196,,,20,,,,,,,,,,,,29,,,,,,44,,,,
197,,,,32,,,,,,,,,,33,,,,,,,,,,31,
198,,,58,,,,,,,,,,50,,,,,,,,,,,,38
199,41,,,,,,,,,,,,,,,26,,,,,,,,,4
200,,,,71,,,,,,,,,,,,,,,76,,,,61,,
201,,,,,,,,,,,,,,,16,,,,,11,,,,44,
202,,28,,,,,,,,,,,,,,,42,,,23,,,,,
203,,,20,,,,,,,,,,,,,16,,,,,,61,,,
204,,,,,,41,,,,,,,,,,,,,32,,,,26,,
205,,,,,,99,,,,,,,,,,,,,100,,,,82,,
206,,,52,,,89,,,,,,85,,,,,,,,,,,,,
207,,,,,,,,36,,,,,,,45,,55,,,,,,,,
208,,36,,,,,,,,,,,,,,,,,,,73,,,52,
209,,45,,,,40,,,,,,,,,44,,,,,,,,,,
210,,,62,,,83,,,,,,,,,,,,,,,,,,,50
211,,,,,,,,,57,,,,,56,,,,,,,60,,,,
212,,,,,43,,39,,,,,,,,,,27,,,,,,,,
213,,,,,,,,84,100,,,,,,,87,,,,,,,,,
214,,,,,,,63,,,,,,,,,,,,52,,,,,,10
215,,,,,,,,,,,,34,,,,11,,,,,,,,51,
216,,,,,,,76,,,51,,,,75,,,,,,,,,,,
217,,,,,,,,,,,,,,36,,,,,,,50,,28,,
218,,,,,,,,,,,,32,,,,,19,33,,,,,,,
219,,22,,,,17,,,,,,,,,,4,,,,,,,,,
220,,,,,,,,,,,,,19,,,,51,,,28,,,,,
221,,,,,,,,42,,,,,,,,,,,76,,81,,,,
222,,,,76,,,,,,,67,,,,,,,,61,,,,,,
223,,41,,,,35,,,,,,,,,,,,,,,47,,,,
224,,,,,,,,,97,,,,,,,,,,,,94,,,100,
225,,,,,38,,,,,,34,,,,,,0,,,,,,,,
226,73,,,,,46,,,,,,,,,,31,,,,,,,,,
227,50,,,,,,,,,,,,,,,,,,,23,,,,,20
228,,,,,,,,,,15,,,,42,,,,,,,,,,50,
229,,,,,,,30,,49,,,,,,,,,,,,,,,37,
230,,,,,,5,,,,,,0,,,,,11,,,,,,,,
231,,,,,,,100,,,58,,,,,,,,,,61,,,,,
232,,,,,,,,,22,,,0,,,,,,,,,,,0,,
233,,,,,,65,76,,,,,,,,,,,,,,,,39,,
234,,29,,,,,50,,,,,,,,,,,,,,,,,,1
235,,,,,,56,,,,,,,,,,,52,,,25,,,,,
236,,,,,,,,,,,,,,,56,,79,,,,83,,,,
237,,,,,,,70,,,,,57,,,,,,,,43,,,,,
238,,,,,,42,,,,,,,,,,,,53,,,79,,,,
239,,,,,,,,,,,,,,90,,86,,,,,,,,,55
240,,,,,,,44,,,,,,,,,,,,54,,,,,,24
241,,,,,,,,,,,,,,55,,,50,,,,65,,,,
242,,,,,,40,,,,,,,,48,,,,,,,73,,,,
243,,,,,,,,,,,,52,,,79,,,,,,,79,,,
244,,,,,,,,,,,90,61,,,,,,,,,,,51,,
245,,,,97,,,,,,75,,,,,,,,,94,,,,,,
246,,,,98,84,,,,,64,,,,,,,,,,,,,,,
247,,,,,,,,,,,,48,,,,,,49,,,,,55,,
248,,,,,92,,,,,,,,,,74,,,,,,,81,,,
249,48,,,,,,,,60,,,,,,,,,,,,,,,,23
250,,,,,,,,,,,,,,,,,84,,,56,,,76,,
251,58,,,,55,,,,,,,,,,,,28,,,,,,,,
252,,,,,,,,,,,,,,,,,,90,86,32,,,,,
253,,,,,,,,,,27,,,,,,,,49,,,,,43,,
254,,41,,41,,,,,,,,,22,,,,,,,,,,,,
255,,,,,,,,,,,,,,,69,,,,,,88,,,85,
256,,,62,,,,,,,,,,,,66,,,,,48,,,,,
257,,14,,,,,,0,,,,,,,,,,16,,,,,,,
258,,,,,,,,,,,,,20,,,,28,,,,51,,,,
259,,,,,,,,,,,,,,,,,,60,,26,,,37,,
260,,,,,,,,,72,,,,,,,34,,,,21,,,,,
261,,,,,,,75,,,,,,,,68,,,,,,,,,80,
262,,,,,,,,,,,,,,,,,,,,,,,63,76,33
263,15,,,,,,,,,,,,9,,,,,12,,,,,,,
264,,,,,,,,,,,,,,,54,,,,,,,80,,,24
265,,,,,,,,,51,,,,,,,,,37,67,,,,,,
266,,,,,,,,51,,,,,,,48,,,,,,,,,,32
267,,,,,75,64,,,,,,,,,,,,,,41,,,,,
268,24,,,,36,,,,,,,,,,,,,,19,,,,,,
269,,,,,,,,,84,,,,,,,,,,85,,,91,,,
270,,,,,,,29,,,,,,2,,,9,,,,,,,,,
271,,,,,,,,,,52,,,,,,,,100,,,,,,96,
272,,,,,,,57,,,,,,,,,,,,,36,,74,,,
273,,,,,,13,,,,,,,,20,,,,,,,64,,,,
274,,,,,33,,,,,,30,,,,,0,,,,,,,,,
275,,,,,,,,11,,,,,,,,,,,,10,42,,,,
276,,46,,,,,,,,,,,,,61,,,,,43,,,,,
277,,,,,,,,,,11,,,,,,,18,,16,,,,,,
278,,,,55,,,,,,,,,,,,,46,,,,70,,,,
279,,,,74,,,,36,,,,,,,,,,,,,,75,,,
280,,54,,,,,,,,,,,,,,28,,,,,,,,64,
281,,,,,,,,,,,,,,,,,,,,27,,71,,,8
282,,,,31,,,,,,5,,,,32,,,,,,,,,,,
283,,,,,,,,,,,40,,,,,,,8,,,,46,,,
284,,,,,,,32,,,,,,,43,,,,,11,,,,,,
285,,,,,,,,,,47,,,,,,,,69,,,,,58,,
286,,,43,,,,,,,,,,,,42,,,,,,,,,71,
287,,,,,,,,60,,63,,,,,78,,,,,,,,,,
288,,,,38,,,,,,,,,,,,5,8,,,,,,,,
289,,,,,,,,,,50,,,,,,,,,,,79,,50,,
290,,,,100,,,,,,,,,,,,59,,,,,,94,,,
291,,,,,,,,,,,86,,,,,,,,,42,,,,74,
292,26,,,,,22,,,,,,,,,,,,,,,,,,24,
293,,42,,55,,,,,,,,35,,,,,,,,,,,,,
294,,,,,100,,,,,,,,,,,,93,,,39,,,,,
295,,35,27,,,,,,,,,,,,,,,36,,,,,,,
296,,,,,,63,,,,,,,41,,50,,,,,,,,,,
297,71,,,,,,,,,,57,,,,,,,,,,,,,,27
298,,,,,,,,,,,,,,83,,74,,81,,,,,,,
299,,,,,,,,,,,55,,,16,,6,,,,,,,,,
300,,,,,,,,,,11,,,,,,12,,,,,47,,,,
301,,,,,,,,,,,,,,,,67,,83,,48,,,,,
302,,,,35,,,,,,,,,,,25,,,,,35,,,,,
303,,,,79,,,,,,,,,,,,,,,,,77,,,80,
304,,,,,,,86,,,,,,61,,,,,,,,,,,,43
305,,,,,,,,,,,,,60,,74,81,,,,,,,,,
306,,,,,,68,,33,,,79,,,,,,,,,,,,,,
307,90,,,,,,100,,,,,,,,,,,,,,97,,,,
308,,,,,,,43,40,,,,,,,,,,,,,,,,,18
309,,,,,,,,,,,,,,,,,,,23,,,48,,,9
310,,,,,,,,,,,,55,,54,,,,,,,,,,55,
311,,,,54,,,41,,,,,,,,,,,,,,,,,,6
312,,,,,,7,,,21,,,,,,,,,,,,,,,19,
313,93,,,,,94,,,,,,,59,,,,,,,,,,,,
314,,57,36,,,,,,,,,,,,,,,,,,,,,,33
315,,,,94,,,,,,47,,,,,,,,,,,,,61,,
316,,,,,80,,,,,,,,,,,59,73,,,,,,,,
317,29,,,,,,,,,,,,,,,,16,,,,,,,28,
318,,,,,,,81,,,60,,,,,,59,,,,,,,,,
319,,,0,,22,,,,,,,,,,,,,,,,40,,,,
320,,,48,,,,,,,,,,,47,,42,,,,,,,,,
321,36,,6,,,,,,,,,,,,,,7,,,,,,,,
322,,,,,,,34,9,,,,,,,,,,,,23,,,,,
323,,,,,,58,,,,,,,,,56,,,,,44,,,,,
324,,,,,,,,54,81,,,80,,,,,,,,,,,,,
325,,,59,,,,,,,,,,38,,,,,,,,,,,,31
326,,,,,69,,,,,,,,,,,,,58,,,,,,,36
327,,35,,,,,,,,,,,,,,,43,,,,,,,50,
328,,,,,,,,,48,,,,,48,,,,,,,,,24,,
329,91,86,58,,,,,,,,,,,,,,,,,,,,,,
330,,,,,,28,,,,,,,,,,15,,16,,,,,,,
331,,,,,63,,74,,,,,,,,,,,,,,,,45,,
332,,,,,10,,20,,,,,,,,,,,,,,,,11,,
333,,,,,88,,,53,,,,,,,,65,,,,,,,,,
334,,,,,62,38,,,,,,,,,21,,,,,,,,,,
335,,,,,,,,,,,,29,,,,,,,,19,,,38,,
336,,,45,,,,,,,,90,,,,,,,,,,,,,,38
337,,,,,,,,,,,54,,,,,,,,25,,56,,,,
338,,,,,,,,,,,,,,,,,47,,,,,71,,68,
339,,,,,,,75,,,,,,43,,55,,,,,,,,,,
340,,89,,,,,,,,,,,57,,87,,,,,,,,,,
341,,,,,,,73,,,,,,,,61,,,,,,88,,,,
342,,,,,71,,,,,,,,,,,,,,,,64,,,,27
343,,,,,,57,,,70,,,,,,,,69,,,,,,,,
344,,,,,,61,70,,,,,,,,,,,,,,,,35,,
345,,,,,,,,,,14,46,,,,,,36,,,,,,,,
346,,2,,,37,,,,,,,,,,,,,10,,,,,,,
347,,,,61,,,72,,,,,,,,,,,,63,,,,,,
348,,,,,,,,81,88,,98,,,,,,,,,,,,,,
349,,,,100,,,,,,,,100,,,98,,,,,,,,,,
350,,,,,98,,,,94,,,100,,,,,,,,,,,,,
351,,,,,,,,,56,,,,,,41,,,,,,,,,,18
352,,,,75,,,,,,,,,58,,,,,,,,,,,,38
353,,,,,57,,,35,61,,,,,,,,,,,,,,,,
354,,,,,,85,,,,,97,,,,,,,,,,,,,87,
355,,,,,,,,,,,,,,,,0,,16,,,,,6,,
356,,,,,,,,,,16,,,,13,,0,,,,,,,,,
357,,,,,,,,11,,,41,,,34,,,,,,,,,,,
358,,,,,,,,,,,,,,34,24,,,,,,,54,,,
359,,,,,,,,12,,,,0,,,,,0,,,,,,,,
360,,2,,,,,,,,,,,0,20,,,,,,,,,,,
361,,,,,,,28,15,,,,,,,,,,,,,,,,,15
362,,,,,,,,,,,48,,,,,,19,,,,,,,,23
363,,,,,,,,,,,,,,,,,,,42,15,,,32,,
364,,,,,,81,,,,65,,,,,,,,,,,80,,,,
365,,,,,,,,,,,92,55,,,64,,,,,,,,,,
366,,26,,,,47,,,,,,,,,,,,,61,,,,,,
367,,93,,,,,,,,,,,,99,68,,,,,,,,,,
368,,,,,74,,,,,,,,45,,49,,,,,,,,,,
369,68,,,,,,,,,,,,,,,,,51,,,,,,,24
370,76,,,,,,82,,,,,79,,,,,,,,,,,,,
371,,,,81,,,,,77,,,,44,,,,,,,,,,,,
372,,,,,,,,35,,,,,21,,,,41,,,,,,,,
373,,,,,69,,,,,,,,,,,,,,,,,,,77,27
374,,,,,,,37,,,,,,,,,,16,,,,,,,,22
375,,,,,,,,,,,,84,64,,,,,,,,100,,,,
376,,,,,,,,,,,,,7,,,,,,,0,29,,,,
377,,64,,,,,78,,,,,,,,,,,,,,,,48,,
378,,,22,,,,,42,,,,,,,,,46,,,,,,,,
379,,,,,,,,,67,,79,,,,,,,,,,,69,,,
380,,,,,,,,3,,,,,,,,,0,,,,,,0,,
381,,,,,,,,,,42,,,,,,,,93,,,,,58,,
382,,,,,,,,,,,47,,6,8,,,,,,,,,,,
383,,,,,43,29,,,,9,,,,,,,,,,,,,,,
384,,,,59,73,,,,,,,,,,,,,,,21,,,,,
385,,,65,,,,,,,,,,,,97,,,,,,100,,,,
386,41,,19,,,12,,,,,,,,,,,,,,,,,,,
387,,,,,,,,,,,,,,41,,,45,,,,,55,,,
388,,,,,,,34,,,,,,,,,,,,,14,,,,,4
389,,,,,,,,,,,100,,,,,,,,,,95,92,,,
390,72,,,,,,,,,31,,58,,,,,,,,,,,,,
391,,,,,,,,,,,,59,,,,,,,,,,89,,,29
392,,,2,,,,,,,,,,,,,,21,,,,,,11,,
393,,,,40,34,,,,,,,,,,,,4,,,,,,,,
394,,,,,,,,,82,,,,,69,,,,82,,,,,,,
395,,,,,83,,,,83,,,,,,65,,,,,,,,,,
396,,,,,,,56,,,,,,,,,,,36,,,,57,,,
397,,,,,,,,,100,,,,65,,,,,,,,,,69,,
398,,,40,,,,,,,,,,,,,,,,49,,,,,57,
399,,,,,95,,95,,,,,,,,91,,,,,,,,,,
400,,,,,,,,,,,,,,38,,,13,,,,,,,33,
401,,,,,,99,,,,,,,65,,,,,,,,100,,,,
402,,,,,,,,,,,,,,36,,,,21,,,,,,41,
403,69,,,,66,,,,,,,,,,43,,,,,,,,,,
404,,,,,,,84,,83,,,,,97,,,,,,,,,,,
405,,,,43,,,,,,,,13,,,,,,,,,,,,,13
406,,,,,,,,,,,,,,,22,,22,,,15,,,,,
407,,,,,,,,,,,65,,,,,,60,,,,,,32,,
408,,,,,,,,,,,,,,79,74,,,70,,,,,,,
409,,,,50,,,44,,,,,,,,,,,,,,70,,,,
410,,,,,,,,,86,,,,,,,,,65,,,,,,79,
411,,,,88,,75,,,,,,,,,,,,,,,95,,,,
412,,,5,,,,,,,,52,,,,,,,,,,41,,,,
413,,,,,,,53,,,,58,,,,,,,,43,,,,,,
414,,,,,,,80,,,,80,,,,,,,,76,,,,,,
415,,,29,,,,,,,,,,,,,,,37,,,,,,,10
416,,,,72,,,62,,,,,,,,,,,66,,,,,,,
417,,74,,,82,,,,,,,,,,,,,,,,,91,,,
418,84,,,,,78,,,,,,,,,,,,,,40,,,,,
419,,,44,,,,,,73,,,,,,57,,,,,,,,,,
420,66,,,,62,,,,,,,,,,,,,,,,,81,,,
421,,,,75,80,,,,,,,,,,,,,,64,,,,,,
422,,,,,,,,,,,,,56,,,,74,,,,96,,,,
423,,,,,88,,,,,,,,,,,67,87,,,,,,,,
424,,,,,,,,,90,,,85,,,,,,,,,,,86,,
425,,,,,,,,,,36,,43,,,,,,,,34,,,,,
426,,,,,,,,,,,86,,29,,59,,,,,,,,,,
427,,,37,,,,,,,,,,,,50,55,,,,,,,,,
428,,,,,,,,,,,65,,,48,,,,,,,,,,68,
429,,1,,,36,,,,,,,,,,,,,,26,,,,,,
430,,,,,,36,47,,,,,,,,,,28,,,,,,,,
431,,,,,,,,,,,,25,,,,19,,,,,,,,50,
432,,,,,,67,,,,,,,,,,42,,,,,,,,,26
433,,,,,,,,30,,,,45,,,,,,,,31,,,,,
434,,,,,,,,25,,,,,,,,,,,22,,,56,,,
435,,,43,,,,,,,,,,,,,,,,,,,,65,,41
436,,,,,73,,,42,,47,,,,,,,,,,,,,,,
437,,,,,78,,,,,,79,,,,,,,82,,,,,,,
438,,,19,,,,38,,,,,,,,,,,,,,,,,,21
439,,,,,,,,,,,,77,,,,,,,,55,,,,86,
440,,,,,,,,,37,,,,,31,,,,,,,48,,,,
441,,,,,,,,,78,,,,,,79,,,,78,,,,,,
442,,,,,,,,,,,,,,,,87,,,,,100,,74,,
443,,,,,,,,,48,,,,,,,,,,,,,,18,42,
444,,,,,,46,57,,,,,,,,,,,,,,,,,48,
445,,,61,,,,,,,,,,,,,,,91,,,93,,,,
446,,,,,,,,,,2,,,,,,,,0,,,,,,,0
447,98,,,,,,,61,,,,,,,,,,,,,,,65,,
448,,,,94,,98,,,,,,,,,,,89,,,,,,,,
449,,,,35,,,,,25,,,,,,,,,,,1,,,,,
450,,,,,,,,,,,53,,18,,,,28,,,,,,,,
451,,,,88,,,,,,,,,,,,,,,,,92,,,96,
452,,,,24,,,,,,,,,,,6,,21,,,,,,,,
453,,,,,29,,,,,,,,,,,,,,,,47,,14,,
454,,,,,,,,,,,,,,,,,,,,16,,52,,55,
455,,,,,,,,,,,,60,,,,52,,64,,,,,,,
456,,,52,,,,,,,47,,,,,,,,,,,92,,,,
457,48,6,,,,,,,,,,,0,,,,,,,,,,,,
458,,,45,,,,,,63,,,,,,54,,,,,,,,,,
459,,,,,55,,,,,,,,,,,,,,,27,,,,57,
